gene,total,detected,mean,detection_rate,n_cells,first_decile_library,last_decile_library
RP11-196G18.23,2188.0,2101,0.04862222222222222,0.04668888888888889,45000,14743.567777777778,14897.587333333333
HIST2H2AC,18987.0,12005,0.4219333333333333,0.2667777777777778,45000,14743.567777777778,14897.587333333333
HIST2H2AB,114.0,114,0.002533333333333333,0.002533333333333333,45000,14743.567777777778,14897.587333333333
BOLA1,4631.0,4322,0.1029111111111111,0.09604444444444445,45000,14743.567777777778,14897.587333333333
SV2A,753.0,730,0.016733333333333333,0.01622222222222222,45000,14743.567777777778,14897.587333333333
SF3B4,23881.0,17733,0.5306888888888889,0.3940666666666667,45000,14743.567777777778,14897.587333333333
MTMR11,122.0,120,0.002711111111111111,0.0026666666666666666,45000,14743.567777777778,14897.587333333333
OTUD7B,6982.0,6301,0.15515555555555555,0.14002222222222221,45000,14743.567777777778,14897.587333333333
VPS45,6258.0,5729,0.13906666666666667,0.12731111111111112,45000,14743.567777777778,14897.587333333333
PLEKHO1,12723.0,9986,0.28273333333333334,0.22191111111111111,45000,14743.567777777778,14897.587333333333
ANP32E,81070.0,33125,1.8015555555555556,0.7361111111111112,45000,14743.567777777778,14897.587333333333
RP4-790G17.7,87.0,53,0.0019333333333333333,0.0011777777777777778,45000,14743.567777777778,14897.587333333333
CA14,478.0,473,0.010622222222222222,0.010511111111111112,45000,14743.567777777778,14897.587333333333
APH1A,41862.0,25892,0.9302666666666667,0.5753777777777778,45000,14743.567777777778,14897.587333333333
C1orf54,4730.0,4402,0.10511111111111111,0.09782222222222223,45000,14743.567777777778,14897.587333333333
CIART,130.0,122,0.0028888888888888888,0.002711111111111111,45000,14743.567777777778,14897.587333333333
MRPS21,190166.0,42229,4.225911111111111,0.9384222222222223,45000,14743.567777777778,14897.587333333333
AC242988.1,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
PRPF3,8370.0,7464,0.186,0.16586666666666666,45000,14743.567777777778,14897.587333333333
RPRD2,11468.0,9900,0.25484444444444443,0.22,45000,14743.567777777778,14897.587333333333
TARS2,6418.0,5865,0.14262222222222223,0.13033333333333333,45000,14743.567777777778,14897.587333333333
ECM1,2987.0,2428,0.06637777777777777,0.053955555555555555,45000,14743.567777777778,14897.587333333333
FALEC,3372.0,3168,0.07493333333333334,0.0704,45000,14743.567777777778,14897.587333333333
RP11-54A4.2,60.0,60,0.0013333333333333333,0.0013333333333333333,45000,14743.567777777778,14897.587333333333
ADAMTSL4,29026.0,19720,0.6450222222222223,0.43822222222222224,45000,14743.567777777778,14897.587333333333
MCL1,36105.0,23360,0.8023333333333333,0.5191111111111111,45000,14743.567777777778,14897.587333333333
ENSA,178243.0,42608,3.9609555555555556,0.9468444444444445,45000,14743.567777777778,14897.587333333333
GOLPH3L,7831.0,7055,0.17402222222222222,0.15677777777777777,45000,14743.567777777778,14897.587333333333
HORMAD1,70.0,69,0.0015555555555555555,0.0015333333333333334,45000,14743.567777777778,14897.587333333333
CTSS,13051.0,10720,0.29002222222222224,0.23822222222222222,45000,14743.567777777778,14897.587333333333
CTSK,416.0,410,0.009244444444444444,0.009111111111111111,45000,14743.567777777778,14897.587333333333
ARNT,6810.0,6238,0.15133333333333332,0.13862222222222223,45000,14743.567777777778,14897.587333333333
SETDB1,7345.0,6647,0.1632222222222222,0.1477111111111111,45000,14743.567777777778,14897.587333333333
CERS2,21612.0,16445,0.4802666666666667,0.36544444444444446,45000,14743.567777777778,14897.587333333333
RP11-316M1.12,25.0,25,0.0005555555555555556,0.0005555555555555556,45000,14743.567777777778,14897.587333333333
RP11-316M1.3,76.0,75,0.0016888888888888889,0.0016666666666666668,45000,14743.567777777778,14897.587333333333
ANXA9,417.0,413,0.009266666666666666,0.009177777777777778,45000,14743.567777777778,14897.587333333333
FAM63A,2206.0,2125,0.049022222222222224,0.04722222222222222,45000,14743.567777777778,14897.587333333333
PRUNE,5222.0,4867,0.11604444444444445,0.10815555555555556,45000,14743.567777777778,14897.587333333333
BNIPL,218.0,216,0.004844444444444445,0.0048,45000,14743.567777777778,14897.587333333333
C1orf56,11541.0,8556,0.2564666666666667,0.19013333333333332,45000,14743.567777777778,14897.587333333333
CDC42SE1,39221.0,24602,0.8715777777777778,0.5467111111111111,45000,14743.567777777778,14897.587333333333
MLLT11,34730.0,21683,0.7717777777777778,0.48184444444444446,45000,14743.567777777778,14897.587333333333
GABPB2,3847.0,3484,0.08548888888888889,0.07742222222222223,45000,14743.567777777778,14897.587333333333
SEMA6C,575.0,565,0.012777777777777779,0.012555555555555556,45000,14743.567777777778,14897.587333333333
TNFAIP8L2,4631.0,4301,0.1029111111111111,0.09557777777777778,45000,14743.567777777778,14897.587333333333
SCNM1,37967.0,24390,0.8437111111111111,0.542,45000,14743.567777777778,14897.587333333333
LYSMD1,1687.0,1634,0.03748888888888889,0.03631111111111111,45000,14743.567777777778,14897.587333333333
TMOD4,11.0,11,0.00024444444444444443,0.00024444444444444443,45000,14743.567777777778,14897.587333333333
VPS72,21354.0,16001,0.4745333333333333,0.35557777777777777,45000,14743.567777777778,14897.587333333333
PIP5K1A,10990.0,9530,0.24422222222222223,0.2117777777777778,45000,14743.567777777778,14897.587333333333
PSMD4,78856.0,33177,1.7523555555555557,0.7372666666666666,45000,14743.567777777778,14897.587333333333
RP11-126K1.2,2401.0,2306,0.05335555555555556,0.05124444444444445,45000,14743.567777777778,14897.587333333333
ZNF687,3879.0,3695,0.0862,0.08211111111111111,45000,14743.567777777778,14897.587333333333
PI4KB,12375.0,10558,0.275,0.23462222222222223,45000,14743.567777777778,14897.587333333333
RP11-126K1.9,132.0,131,0.0029333333333333334,0.0029111111111111113,45000,14743.567777777778,14897.587333333333
RFX5,6995.0,6336,0.15544444444444444,0.1408,45000,14743.567777777778,14897.587333333333
RP11-126K1.8,12.0,12,0.0002666666666666667,0.0002666666666666667,45000,14743.567777777778,14897.587333333333
RP11-126K1.6,4280.0,3996,0.0951111111111111,0.0888,45000,14743.567777777778,14897.587333333333
SELENBP1,95.0,93,0.002111111111111111,0.0020666666666666667,45000,14743.567777777778,14897.587333333333
PSMB4,113091.0,38724,2.513133333333333,0.8605333333333334,45000,14743.567777777778,14897.587333333333
POGZ,19387.0,15187,0.4308222222222222,0.3374888888888889,45000,14743.567777777778,14897.587333333333
CGN,785.0,771,0.017444444444444443,0.017133333333333334,45000,14743.567777777778,14897.587333333333
TUFT1,629.0,617,0.013977777777777778,0.013711111111111111,45000,14743.567777777778,14897.587333333333
RP11-404E16.1,20.0,20,0.00044444444444444447,0.00044444444444444447,45000,14743.567777777778,14897.587333333333
SNX27,11844.0,10077,0.2632,0.22393333333333335,45000,14743.567777777778,14897.587333333333
RP11-98D18.1,3.0,3,6.666666666666667e-05,6.666666666666667e-05,45000,14743.567777777778,14897.587333333333
CELF3,33.0,33,0.0007333333333333333,0.0007333333333333333,45000,14743.567777777778,14897.587333333333
RIIAD1,22.0,22,0.0004888888888888889,0.0004888888888888889,45000,14743.567777777778,14897.587333333333
RP11-98D18.15,65.0,65,0.0014444444444444444,0.0014444444444444444,45000,14743.567777777778,14897.587333333333
MRPL9,60148.0,30564,1.3366222222222222,0.6792,45000,14743.567777777778,14897.587333333333
OAZ3,1064.0,1040,0.023644444444444444,0.02311111111111111,45000,14743.567777777778,14897.587333333333
RP11-98D18.3,34.0,34,0.0007555555555555555,0.0007555555555555555,45000,14743.567777777778,14897.587333333333
RP11-98D18.16,36.0,36,0.0008,0.0008,45000,14743.567777777778,14897.587333333333
TDRKH,1577.0,1545,0.03504444444444445,0.034333333333333334,45000,14743.567777777778,14897.587333333333
RP11-98D18.9,735.0,726,0.01633333333333333,0.016133333333333333,45000,14743.567777777778,14897.587333333333
RP11-98D18.17,52.0,52,0.0011555555555555555,0.0011555555555555555,45000,14743.567777777778,14897.587333333333
LINGO4,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
RORC,36.0,36,0.0008,0.0008,45000,14743.567777777778,14897.587333333333
C2CD4D,1.0,1,2.2222222222222223e-05,2.2222222222222223e-05,45000,14743.567777777778,14897.587333333333
AL450992.2,19.0,19,0.0004222222222222222,0.0004222222222222222,45000,14743.567777777778,14897.587333333333
THEM5,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
THEM4,54235.0,29722,1.2052222222222222,0.6604888888888889,45000,14743.567777777778,14897.587333333333
S100A10,33329.0,20328,0.7406444444444444,0.4517333333333333,45000,14743.567777777778,14897.587333333333
AL591893.1,9.0,9,0.0002,0.0002,45000,14743.567777777778,14897.587333333333
S100A11,136384.0,37808,3.0307555555555554,0.8401777777777778,45000,14743.567777777778,14897.587333333333
TCHHL1,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
TCHH,84.0,80,0.0018666666666666666,0.0017777777777777779,45000,14743.567777777778,14897.587333333333
AL589986.2,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
RPTN,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
FLG-AS1,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
RP11-107M16.2,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
HRNR,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
FLG,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
FLG2,20.0,18,0.00044444444444444447,0.0004,45000,14743.567777777778,14897.587333333333
CRNN,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE5A,1.0,1,2.2222222222222223e-05,2.2222222222222223e-05,45000,14743.567777777778,14897.587333333333
LCE3C,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
AL135842.1,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
CRCT1,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE3E,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE3D,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE3B,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE3A,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LINC00302,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE2D,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE2C,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE2B,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE2A,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE4A,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
C1orf68,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
KPRP,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE1F,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE1E,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE1D,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE1C,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE1B,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE1A,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LCE6A,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
SMCP,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
IVL,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LINC01527,11.0,11,0.00024444444444444443,0.00024444444444444443,45000,14743.567777777778,14897.587333333333
SPRR4,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
SPRR1A,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
SPRR3,1.0,1,2.2222222222222223e-05,2.2222222222222223e-05,45000,14743.567777777778,14897.587333333333
SPRR1B,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
SPRR2D,1.0,1,2.2222222222222223e-05,2.2222222222222223e-05,45000,14743.567777777778,14897.587333333333
SPRR2A,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
SPRR2B,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
SPRR2E,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
SPRR2F,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
SPRR2G,15.0,15,0.0003333333333333333,0.0003333333333333333,45000,14743.567777777778,14897.587333333333
RP1-140J1.1,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
LELP1,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
PRR9,7.0,7,0.00015555555555555556,0.00015555555555555556,45000,14743.567777777778,14897.587333333333
LOR,16.0,16,0.00035555555555555557,0.00035555555555555557,45000,14743.567777777778,14897.587333333333
PGLYRP3,3.0,3,6.666666666666667e-05,6.666666666666667e-05,45000,14743.567777777778,14897.587333333333
PGLYRP4,487.0,459,0.010822222222222223,0.0102,45000,14743.567777777778,14897.587333333333
S100A9,104.0,90,0.002311111111111111,0.002,45000,14743.567777777778,14897.587333333333
S100A12,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
S100A8,22.0,21,0.0004888888888888889,0.00046666666666666666,45000,14743.567777777778,14897.587333333333
S100A7A,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
S100A7L2,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
S100A7,2.0,2,4.4444444444444447e-05,4.4444444444444447e-05,45000,14743.567777777778,14897.587333333333
BX470102.3,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
S100A6,15.0,15,0.0003333333333333333,0.0003333333333333333,45000,14743.567777777778,14897.587333333333
S100A5,192.0,180,0.004266666666666667,0.004,45000,14743.567777777778,14897.587333333333
S100A4,21196.0,14865,0.47102222222222223,0.3303333333333333,45000,14743.567777777778,14897.587333333333
S100A3,82.0,73,0.0018222222222222223,0.0016222222222222222,45000,14743.567777777778,14897.587333333333
S100A2,73.0,73,0.0016222222222222222,0.0016222222222222222,45000,14743.567777777778,14897.587333333333
S100A16,449.0,433,0.009977777777777778,0.009622222222222223,45000,14743.567777777778,14897.587333333333
S100A14,24.0,24,0.0005333333333333334,0.0005333333333333334,45000,14743.567777777778,14897.587333333333
S100A13,50291.0,26561,1.1175777777777778,0.5902444444444445,45000,14743.567777777778,14897.587333333333
S100A1,9546.0,7734,0.21213333333333334,0.17186666666666667,45000,14743.567777777778,14897.587333333333
RP1-178F15.4,1868.0,1811,0.04151111111111111,0.040244444444444444,45000,14743.567777777778,14897.587333333333
CHTOP,54892.0,29504,1.2198222222222221,0.6556444444444445,45000,14743.567777777778,14897.587333333333
SNAPIN,26032.0,18924,0.5784888888888889,0.4205333333333333,45000,14743.567777777778,14897.587333333333
ILF2,74236.0,32918,1.649688888888889,0.7315111111111111,45000,14743.567777777778,14897.587333333333
NPR1,2.0,2,4.4444444444444447e-05,4.4444444444444447e-05,45000,14743.567777777778,14897.587333333333
INTS3,7670.0,6900,0.17044444444444445,0.15333333333333332,45000,14743.567777777778,14897.587333333333
RP11-216N14.8,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
RP11-216N14.9,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
AL513523.2,3.0,3,6.666666666666667e-05,6.666666666666667e-05,45000,14743.567777777778,14897.587333333333
SLC27A3,1265.0,1219,0.02811111111111111,0.027088888888888888,45000,14743.567777777778,14897.587333333333
GATAD2B,13557.0,11348,0.3012666666666667,0.2521777777777778,45000,14743.567777777778,14897.587333333333
DENND4B,10094.0,8763,0.2243111111111111,0.19473333333333334,45000,14743.567777777778,14897.587333333333
CRTC2,2464.0,2359,0.05475555555555556,0.052422222222222224,45000,14743.567777777778,14897.587333333333
SLC39A1,26035.0,18857,0.5785555555555556,0.41904444444444444,45000,14743.567777777778,14897.587333333333
RP11-422P24.12,624.0,553,0.013866666666666666,0.012288888888888889,45000,14743.567777777778,14897.587333333333
RP11-422P24.10,211.0,210,0.004688888888888889,0.004666666666666667,45000,14743.567777777778,14897.587333333333
CREB3L4,3087.0,2965,0.0686,0.06588888888888889,45000,14743.567777777778,14897.587333333333
JTB,281997.0,43978,6.2666,0.9772888888888889,45000,14743.567777777778,14897.587333333333
RP11-422P24.11,1432.0,1400,0.031822222222222224,0.03111111111111111,45000,14743.567777777778,14897.587333333333
RAB13,1056.0,998,0.023466666666666667,0.02217777777777778,45000,14743.567777777778,14897.587333333333
RPS27,6275089.0,45000,139.44642222222222,1.0,45000,14743.567777777778,14897.587333333333
NUP210L,15.0,15,0.0003333333333333333,0.0003333333333333333,45000,14743.567777777778,14897.587333333333
TPM3,137679.0,41208,3.0595333333333334,0.9157333333333333,45000,14743.567777777778,14897.587333333333
C1orf189,2.0,2,4.4444444444444447e-05,4.4444444444444447e-05,45000,14743.567777777778,14897.587333333333
C1orf43,145105.0,41215,3.2245555555555554,0.9158888888888889,45000,14743.567777777778,14897.587333333333
UBAP2L,36629.0,23854,0.8139777777777778,0.5300888888888889,45000,14743.567777777778,14897.587333333333
HAX1,78672.0,33880,1.7482666666666666,0.7528888888888889,45000,14743.567777777778,14897.587333333333
AQP10,6222.0,5592,0.13826666666666668,0.12426666666666666,45000,14743.567777777778,14897.587333333333
ATP8B2,5004.0,4668,0.1112,0.10373333333333333,45000,14743.567777777778,14897.587333333333
RP11-350G8.5,21.0,21,0.00046666666666666666,0.00046666666666666666,45000,14743.567777777778,14897.587333333333
IL6R,350.0,330,0.0077777777777777776,0.007333333333333333,45000,14743.567777777778,14897.587333333333
SHE,74.0,74,0.0016444444444444445,0.0016444444444444445,45000,14743.567777777778,14897.587333333333
RP11-350G8.9,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
TDRD10,10.0,10,0.00022222222222222223,0.00022222222222222223,45000,14743.567777777778,14897.587333333333
UBE2Q1,38254.0,24488,0.8500888888888889,0.5441777777777778,45000,14743.567777777778,14897.587333333333
UBE2Q1-AS1,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
CHRNB2,4.0,4,8.888888888888889e-05,8.888888888888889e-05,45000,14743.567777777778,14897.587333333333
RP11-61L14.6,4.0,4,8.888888888888889e-05,8.888888888888889e-05,45000,14743.567777777778,14897.587333333333
ADAR,34764.0,23254,0.7725333333333333,0.5167555555555555,45000,14743.567777777778,14897.587333333333
KCNN3,137.0,132,0.0030444444444444442,0.0029333333333333334,45000,14743.567777777778,14897.587333333333
PMVK,26091.0,18870,0.5798,0.41933333333333334,45000,14743.567777777778,14897.587333333333
RP11-307C12.13,50.0,50,0.0011111111111111111,0.0011111111111111111,45000,14743.567777777778,14897.587333333333
PBXIP1,1924.0,1863,0.042755555555555554,0.0414,45000,14743.567777777778,14897.587333333333
PYGO2,8176.0,7311,0.1816888888888889,0.16246666666666668,45000,14743.567777777778,14897.587333333333
RP11-307C12.12,2162.0,2101,0.048044444444444445,0.04668888888888889,45000,14743.567777777778,14897.587333333333
SHC1,11314.0,9700,0.2514222222222222,0.21555555555555556,45000,14743.567777777778,14897.587333333333
CKS1B,250396.0,40992,5.564355555555555,0.9109333333333334,45000,14743.567777777778,14897.587333333333
FLAD1,26617.0,18944,0.5914888888888888,0.4209777777777778,45000,14743.567777777778,14897.587333333333
LENEP,16.0,16,0.00035555555555555557,0.00035555555555555557,45000,14743.567777777778,14897.587333333333
ZBTB7B,6779.0,6177,0.15064444444444444,0.13726666666666668,45000,14743.567777777778,14897.587333333333
DCST2,61.0,61,0.0013555555555555556,0.0013555555555555556,45000,14743.567777777778,14897.587333333333
DCST1,3.0,3,6.666666666666667e-05,6.666666666666667e-05,45000,14743.567777777778,14897.587333333333
RP11-307C12.11,1386.0,1350,0.0308,0.03,45000,14743.567777777778,14897.587333333333
ADAM15,9080.0,7955,0.20177777777777778,0.17677777777777778,45000,14743.567777777778,14897.587333333333
EFNA4,5312.0,4959,0.11804444444444444,0.1102,45000,14743.567777777778,14897.587333333333
RP11-540D14.8,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
EFNA3,5771.0,5277,0.12824444444444444,0.11726666666666667,45000,14743.567777777778,14897.587333333333
EFNA1,3204.0,3031,0.0712,0.06735555555555556,45000,14743.567777777778,14897.587333333333
SLC50A1,23418.0,17542,0.5204,0.38982222222222224,45000,14743.567777777778,14897.587333333333
DPM3,42509.0,25433,0.9446444444444444,0.5651777777777778,45000,14743.567777777778,14897.587333333333
KRTCAP2,63307.0,30713,1.4068222222222222,0.6825111111111111,45000,14743.567777777778,14897.587333333333
RP11-201K10.3,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
TRIM46,345.0,340,0.007666666666666666,0.007555555555555556,45000,14743.567777777778,14897.587333333333
MUC1,3294.0,3094,0.0732,0.06875555555555556,45000,14743.567777777778,14897.587333333333
AC234582.2,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
AC234582.1,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
RP11-263K19.4,205.0,205,0.004555555555555556,0.004555555555555556,45000,14743.567777777778,14897.587333333333
THBS3,857.0,842,0.019044444444444444,0.018711111111111112,45000,14743.567777777778,14897.587333333333
MTX1,42994.0,24542,0.9554222222222222,0.5453777777777777,45000,14743.567777777778,14897.587333333333
RP11-263K19.6,7.0,7,0.00015555555555555556,0.00015555555555555556,45000,14743.567777777778,14897.587333333333
GBA,6313.0,5776,0.14028888888888888,0.12835555555555556,45000,14743.567777777778,14897.587333333333
FAM189B,9576.0,8368,0.2128,0.18595555555555557,45000,14743.567777777778,14897.587333333333
SCAMP3,21478.0,16273,0.4772888888888889,0.36162222222222223,45000,14743.567777777778,14897.587333333333
CLK2,7817.0,7040,0.17371111111111112,0.15644444444444444,45000,14743.567777777778,14897.587333333333
HCN3,1573.0,1527,0.03495555555555555,0.033933333333333336,45000,14743.567777777778,14897.587333333333
PKLR,893.0,816,0.019844444444444446,0.018133333333333335,45000,14743.567777777778,14897.587333333333
FDPS,83109.0,34073,1.8468666666666667,0.7571777777777777,45000,14743.567777777778,14897.587333333333
RUSC1-AS1,326.0,324,0.007244444444444445,0.0072,45000,14743.567777777778,14897.587333333333
RUSC1,11207.0,9630,0.24904444444444446,0.214,45000,14743.567777777778,14897.587333333333
ASH1L,23935.0,17847,0.5318888888888889,0.3966,45000,14743.567777777778,14897.587333333333
ASH1L-AS1,8087.0,7123,0.1797111111111111,0.1582888888888889,45000,14743.567777777778,14897.587333333333
RP11-29H23.4,43.0,43,0.0009555555555555555,0.0009555555555555555,45000,14743.567777777778,14897.587333333333
MSTO1,8215.0,7254,0.18255555555555555,0.1612,45000,14743.567777777778,14897.587333333333
YY1AP1,16113.0,13231,0.35806666666666664,0.29402222222222224,45000,14743.567777777778,14897.587333333333
DAP3,61860.0,31011,1.3746666666666667,0.6891333333333334,45000,14743.567777777778,14897.587333333333
RP11-243J18.2,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
GON4L,23221.0,17522,0.5160222222222223,0.38937777777777777,45000,14743.567777777778,14897.587333333333
SYT11,93.0,93,0.0020666666666666667,0.0020666666666666667,45000,14743.567777777778,14897.587333333333
RIT1,5377.0,4988,0.1194888888888889,0.11084444444444444,45000,14743.567777777778,14897.587333333333
KIAA0907,34955.0,23123,0.7767777777777778,0.5138444444444444,45000,14743.567777777778,14897.587333333333
RXFP4,1.0,1,2.2222222222222223e-05,2.2222222222222223e-05,45000,14743.567777777778,14897.587333333333
ARHGEF2,17461.0,13895,0.3880222222222222,0.30877777777777776,45000,14743.567777777778,14897.587333333333
RP11-336K24.12,796.0,780,0.01768888888888889,0.017333333333333333,45000,14743.567777777778,14897.587333333333
RP11-336K24.5,1.0,1,2.2222222222222223e-05,2.2222222222222223e-05,45000,14743.567777777778,14897.587333333333
SSR2,95942.0,36808,2.1320444444444444,0.8179555555555555,45000,14743.567777777778,14897.587333333333
UBQLN4,17198.0,13684,0.3821777777777778,0.3040888888888889,45000,14743.567777777778,14897.587333333333
LAMTOR2,98256.0,37860,2.1834666666666664,0.8413333333333334,45000,14743.567777777778,14897.587333333333
RAB25,295.0,290,0.006555555555555556,0.0064444444444444445,45000,14743.567777777778,14897.587333333333
MEX3A,13316.0,10582,0.2959111111111111,0.23515555555555556,45000,14743.567777777778,14897.587333333333
LMNA,23413.0,16618,0.5202888888888889,0.3692888888888889,45000,14743.567777777778,14897.587333333333
SEMA4A,1085.0,1062,0.02411111111111111,0.0236,45000,14743.567777777778,14897.587333333333
SLC25A44,9900.0,8248,0.22,0.1832888888888889,45000,14743.567777777778,14897.587333333333
PMF1-BGLAP,258.0,258,0.005733333333333333,0.005733333333333333,45000,14743.567777777778,14897.587333333333
PMF1,59515.0,29506,1.3225555555555555,0.6556888888888889,45000,14743.567777777778,14897.587333333333
BGLAP,338.0,335,0.007511111111111111,0.0074444444444444445,45000,14743.567777777778,14897.587333333333
PAQR6,1523.0,1475,0.03384444444444445,0.03277777777777778,45000,14743.567777777778,14897.587333333333
SMG5,13502.0,11179,0.30004444444444445,0.2484222222222222,45000,14743.567777777778,14897.587333333333
TMEM79,2586.0,2478,0.057466666666666666,0.05506666666666667,45000,14743.567777777778,14897.587333333333
GLMP,15748.0,12815,0.3499555555555556,0.2847777777777778,45000,14743.567777777778,14897.587333333333
VHLL,5.0,5,0.00011111111111111112,0.00011111111111111112,45000,14743.567777777778,14897.587333333333
CCT3,202487.0,42495,4.499711111111111,0.9443333333333334,45000,14743.567777777778,14897.587333333333
TSACC,2620.0,2512,0.058222222222222224,0.055822222222222224,45000,14743.567777777778,14897.587333333333
RHBG,2.0,2,4.4444444444444447e-05,4.4444444444444447e-05,45000,14743.567777777778,14897.587333333333
RP11-139I14.2,0.0,0,0.0,0.0,45000,14743.567777777778,14897.587333333333
C1orf61,10633.0,8468,0.23628888888888888,0.18817777777777778,45000,14743.567777777778,14897.587333333333
RP11-98G7.1,179.0,177,0.003977777777777778,0.003933333333333333,45000,14743.567777777778,14897.587333333333
MEF2D,3264.0,3093,0.07253333333333334,0.06873333333333333,45000,14743.567777777778,14897.587333333333
RP11-284F21.8,26.0,26,0.0005777777777777778,0.0005777777777777778,45000,14743.567777777778,14897.587333333333
IQGAP3,3022.0,2836,0.06715555555555555,0.06302222222222222,45000,14743.567777777778,14897.587333333333
TTC24,1.0,1,2.2222222222222223e-05,2.2222222222222223e-05,45000,14743.567777777778,14897.587333333333
APOA1BP,50086.0,27886,1.1130222222222221,0.6196888888888888,45000,14743.567777777778,14897.587333333333
GPATCH4,80947.0,32577,1.7988222222222223,0.7239333333333333,45000,14743.567777777778,14897.587333333333
AL365181.2,247.0,247,0.005488888888888889,0.005488888888888889,45000,14743.567777777778,14897.587333333333
RP11-284F21.11,623.0,612,0.013844444444444444,0.0136,45000,14743.567777777778,14897.587333333333
HAPLN2,2053.0,1985,0.045622222222222224,0.04411111111111111,45000,14743.567777777778,14897.587333333333
RP11-284F21.9,2410.0,2272,0.05355555555555556,0.05048888888888889,45000,14743.567777777778,14897.587333333333
BCAN,21.0,21,0.00046666666666666666,0.00046666666666666666,45000,14743.567777777778,14897.587333333333
RP11-284F21.10,4913.0,4466,0.10917777777777778,0.09924444444444444,45000,14743.567777777778,14897.587333333333
RP11-284F21.7,93.0,93,0.0020666666666666667,0.0020666666666666667,45000,14743.567777777778,14897.587333333333
NES,3558.0,3332,0.07906666666666666,0.07404444444444444,45000,14743.567777777778,14897.587333333333
RP11-66D17.3,12.0,12,0.0002666666666666667,0.0002666666666666667,45000,14743.567777777778,14897.587333333333
CRABP2,338.0,326,0.007511111111111111,0.007244444444444445,45000,14743.567777777778,14897.587333333333
RP11-66D17.5,2.0,2,4.4444444444444447e-05,4.4444444444444447e-05,45000,14743.567777777778,14897.587333333333
