gene,W_observed,p_value_perm,z_score,perturbation,mean
RPS24,0.0430235228045066,0.04477611940298507,2.1322298858939046,ZNF326_pDS262,21.531553398058257
PPIF,0.03441663500179723,0.2885572139303483,0.4405988121719104,ZNF326_pDS262,1.2605755894590849
CCSER2,0.013959933415387604,0.1791044776119403,1.0249929589603193,ZNF326_pDS262,0.0748959778085991
RP11-77P6.2,0.00027613760799911,0.04477611940298507,-0.1005659068185547,ZNF326_pDS262,0.0086685159500693
IFIT3,0.00024005098429358108,0.5223880597014925,-0.1399196025035765,ZNF326_pDS262,0.0026005547850208
RP11-80H5.2,7.378281608883553e-05,0.835820895522388,-1.0846638149619257,ZNF326_pDS262,0.0024271844660194
MARCH5,0.014277828136000675,0.3681592039800995,0.14128783917439625,ZNF326_pDS262,0.1917475728155339
LCOR,0.005160516068806846,0.5174129353233831,-0.02479898792762601,ZNF326_pDS262,0.0346740638002773
PI4K2A,0.007192522118357134,0.35323383084577115,0.41919010351091446,ZNF326_pDS262,0.031380027739251
DNMBP,0.0001197825289520137,0.2736318407960199,0.47032872307702506,ZNF326_pDS262,0.0038141470180305
RP11-179B2.2,0.0011897665181495197,0.6766169154228856,-0.8204813335204849,ZNF326_pDS262,0.0124826629680998
PDZD7,0.0006144389775902748,0.004975124378109453,3.905986508953501,ZNF326_pDS262,0.002253814147018
SFXN3,0.00020116485123642733,0.01990049751243781,2.5803031130925116,ZNF326_pDS262,0.0029472954230235
NFKB2,0.0019174933455399206,0.31840796019900497,-0.19347703956264686,ZNF326_pDS262,0.0168169209431345
PSD,0.007374106277557142,0.06467661691542288,1.4991423966511845,ZNF326_pDS262,0.0091886269070735
TAF5,0.010635938214836861,0.4228855721393035,-0.1166702227561394,ZNF326_pDS262,0.0891123439667129
USMG5,0.03983019456022776,0.22388059701492538,0.6714389430130908,ZNF326_pDS262,2.457697642163662
RP11-451M19.3,0.00023510882579287566,0.1044776119402985,1.2395616196496952,ZNF326_pDS262,0.0020804438280166
SMNDC1,0.009508767470030204,0.7164179104477612,-0.6792114317021035,ZNF326_pDS262,0.1998959778085991
DUSP5,0.007851685745564873,0.12437810945273632,1.511357593171232,ZNF326_pDS262,0.01751040221914
VTI1A,0.008430540093439966,0.746268656716418,-0.705355591028988,ZNF326_pDS262,0.1177184466019417
TCF7L2,0.008827949941410514,0.29850746268656714,0.17354833391784594,ZNF326_pDS262,0.0554785020804438
FAM160B1,0.006857011037706012,0.12935323383084577,0.7663021091189585,ZNF326_pDS262,0.0119625520110957
SLC18A2,0.00014217633369255876,0.9303482587064676,-1.557331327830857,ZNF326_pDS262,0.0043342579750346
FAM45A,0.013703622675053461,0.14925373134328357,1.2108151991549225,ZNF326_pDS262,0.0677877947295423
FAM24B,0.008175063404961894,0.4527363184079602,-0.0289297277637824,ZNF326_pDS262,0.0722954230235783
MKI67,0.039645886131514554,0.1691542288557214,0.9613292967703189,ZNF326_pDS262,0.723127600554785
MIR202HG,0.0007268043334884821,0.4925373134328358,-0.7403470590104025,ZNF326_pDS262,0.0104022191400832
IFITM2,0.019546083348321374,0.8109452736318408,-0.8065445222735881,ZNF326_pDS262,1.253120665742025
C11orf35,0.000433895869682981,0.014925373134328358,2.312000664306555,ZNF326_pDS262,0.0039875173370319
RP11-496I9.1,0.00014451803443205785,0.014925373134328358,2.6845696281366846,ZNF326_pDS262,0.0026005547850208
IRF7,0.006232780787476232,0.15920398009950248,0.8540419748433487,ZNF326_pDS262,0.0292995839112343
BRSK2,0.00575191573465725,0.25870646766169153,0.6508904454103139,ZNF326_pDS262,0.0065880721220527
LSP1,0.0017548743312013168,0.35323383084577115,-0.06672858234614742,ZNF326_pDS262,0.0083217753120665
SLC22A18,0.0005184379524852257,0.01990049751243781,0.733477271442688,ZNF326_pDS262,0.0053744798890429
PHLDA2,0.028350897462416,0.20398009950248755,0.6081204898858746,ZNF326_pDS262,0.4984396671289875
ART5,0.0003240630139422719,0.009950248756218905,2.810389066978109,ZNF326_pDS262,0.0031206657420249
RP11-23F23.2,4.569123544211677e-05,0.7313432835820896,-0.6092032329216873,ZNF326_pDS262,0.0017337031900138
HBD,0.026390428554571216,0.10945273631840796,1.5690191611876572,ZNF326_pDS262,0.2314493758668516
HBG1,0.28846643506338393,0.004975124378109453,29.738829879393315,ZNF326_pDS262,29.423023578363384
HBG2,0.3074914447830047,0.004975124378109453,27.03419685968113,ZNF326_pDS262,46.90117891816921
HBE1,0.04407201556213954,0.03482587064676617,2.7958432932430313,ZNF326_pDS262,0.0695214979195561
NRIP3,0.004818220038774354,0.7860696517412935,-0.7200252983565307,ZNF326_pDS262,0.0435159500693481
DENND5A,0.005286341598283731,0.5522388059701493,-0.16760992010581857,ZNF326_pDS262,0.0364077669902912
TMEM41B,0.009837967712324796,0.6616915422885572,-0.5942750850880582,ZNF326_pDS262,0.145631067961165
RP11-540A21.2,5.153854949244599e-05,0.18407960199004975,0.8231193114027449,ZNF326_pDS262,0.0020804438280166
SBF2-AS1,0.0003122165995582648,0.5572139303482587,-0.5658701666277872,ZNF326_pDS262,0.0105755894590846
SBF2,0.007891518283907713,0.04975124378109453,1.7619695449002144,ZNF326_pDS262,0.0149098474341192
ZBED5-AS1,0.012725259492545764,0.029850746268656716,2.3514862299687023,ZNF326_pDS262,0.0213245492371705
CSNK2A3,0.00010980930659801989,0.9353233830845771,-1.4072206705183068,ZNF326_pDS262,0.0017337031900138
MICALCL,0.0001964935667571988,0.004975124378109453,4.1735329722538665,ZNF326_pDS262,0.0031206657420249
LINC00958,0.05713452132893843,0.004975124378109453,3.4858969830496953,ZNF326_pDS262,0.5936199722607489
CYP2R1,0.014642016297287121,0.01990049751243781,2.4935979598989984,ZNF326_pDS262,0.0372746185852981
PIK3C2A,0.014026419326220806,0.14925373134328357,1.2545503821883883,ZNF326_pDS262,0.0601595006934812
LDHA,0.039564008488317357,0.0945273631840796,1.3321466015486352,ZNF326_pDS262,8.793515950069349
UEVLD,0.0014983792191790822,0.8557213930348259,-1.1252714876289793,ZNF326_pDS262,0.0131761442441054
TMEM86A,0.0004206329477477744,0.009950248756218905,0.923817687211579,ZNF326_pDS262,0.0046809986130374
ANO5,0.00020471661959779253,0.9950248756218906,-2.497536717794196,ZNF326_pDS262,0.0031206657420249
MUC15,0.006173488192770472,0.472636815920398,0.5127279666012391,ZNF326_pDS262,0.0097087378640776
CD59,0.02731138133022999,0.2736318407960199,0.37087533942837503,ZNF326_pDS262,0.7482662968099861
LMO2,0.06749085801659252,0.01990049751243781,2.9837624357785577,ZNF326_pDS262,1.6092233009708738
PRR5L,0.007075774900696873,0.03980099502487562,1.2255926419028775,ZNF326_pDS262,0.0140429958391123
TRAF6,0.009213328328856652,0.12437810945273632,1.055539305672861,ZNF326_pDS262,0.0317267683772538
RAG1,8.225049614108693e-05,0.24378109452736318,-0.43667816596474773,ZNF326_pDS262,0.0062413314840499
C11orf74,0.008011084370755527,0.4129353233830846,0.11123653151805053,ZNF326_pDS262,0.0634535367545076
C11orf96,0.0039011110232260544,0.5621890547263682,-0.10366092163713592,ZNF326_pDS262,0.0195908460471567
ALX4,0.0001277861179729762,0.004975124378109453,3.982859154130481,ZNF326_pDS262,0.0024271844660194
CD82,0.0013129684423745,0.34328358208955223,-0.19827655660866167,ZNF326_pDS262,0.0104022191400832
SLC35C1,0.001823154845930645,0.9353233830845771,-1.001465710677449,ZNF326_pDS262,0.0490638002773925
RP11-702F3.3,0.00025117520306310856,0.004975124378109453,5.1440637442447645,ZNF326_pDS262,0.0034674063800277
CREB3L1,0.0008691500629902645,1.0,-0.43476343294026587,ZNF326_pDS262,0.004507628294036
MDK,0.08928500461621049,0.004975124378109453,4.872493965113766,ZNF326_pDS262,4.271844660194175
C11orf49,0.008864588122986785,0.6865671641791045,-0.6689074661923649,ZNF326_pDS262,0.1281206657420249
SPI1,0.018668363674737124,0.6915422885572139,-0.5727756952622933,ZNF326_pDS262,0.3257628294036061
APLNR,0.0002435130142308621,0.009950248756218905,2.507186906996057,ZNF326_pDS262,0.0292995839112343
UBE2L6,0.038300762645545876,0.009950248756218905,3.8742531502630393,ZNF326_pDS262,0.185506241331484
YPEL4,0.0015300867701580959,0.029850746268656716,1.1892981503609967,ZNF326_pDS262,0.0043342579750346
MS4A3,0.15114490295303193,0.004975124378109453,10.801512064321491,ZNF326_pDS262,5.298370319001387
MS4A4A,0.07551197261182963,0.014925373134328358,2.8246838148661526,ZNF326_pDS262,3.0459431345353676
DAK,0.014877762936904813,0.8756218905472637,-1.1041336847307694,ZNF326_pDS262,0.2179264909847434
FADS1,0.027519217141637315,0.3283582089552239,0.32055468313422425,ZNF326_pDS262,0.6624479889042996
FADS3,0.01597658707046636,0.26865671641791045,0.648251624128082,ZNF326_pDS262,0.137135922330097
FTH1,0.011556778036702192,0.6019900497512438,-0.399075218906323,ZNF326_pDS262,72.83529819694868
RP11-703H8.7,0.0003713991215695121,0.9950248756218906,-2.6866482856260103,ZNF326_pDS262,0.0029472954230235
AHNAK,0.01754433306027591,0.20398009950248755,0.8609157683254846,ZNF326_pDS262,0.0882454923717059
MTA2,0.006928110179185754,0.36318407960199006,0.179920856694136,ZNF326_pDS262,0.0402219140083217
C11orf83,0.04159527595641278,0.18407960199004975,0.7619222398873345,ZNF326_pDS262,1.7380374479889042
RP11-727F15.12,0.00047702525385621335,0.9651741293532339,-0.7890778328491916,ZNF326_pDS262,0.0156033287101248
SLC3A2,0.023089346935111693,0.6169154228855721,-0.45643529749078837,ZNF326_pDS262,0.9074202496532594
LGALS12,0.004384104304846353,0.3880597014925373,0.1809766399413176,ZNF326_pDS262,0.0119625520110957
PLA2G16,0.007009363346107815,0.44776119402985076,0.08598511794225348,ZNF326_pDS262,0.0381414701803051
RCOR2,0.0016453265606631298,0.4925373134328358,-0.5455102413424406,ZNF326_pDS262,0.0188973647711511
RP11-783K16.5,0.011763343839935072,0.14925373134328357,1.3657937109406137,ZNF326_pDS262,0.0292995839112343
RP11-665N17.4,0.0003379740364138956,0.3383084577114428,-0.5981399705559777,ZNF326_pDS262,0.0026005547850208
ATG2A,0.015614694710785207,0.18407960199004975,0.9906358460212602,ZNF326_pDS262,0.0847780859916782
PPP2R5B,0.0066556545345654765,0.21393034825870647,1.306282687248625,ZNF326_pDS262,0.0150832177531206
SPDYC,0.02851761389695065,0.04477611940298507,2.140275120100237,ZNF326_pDS262,0.1811719833564493
TIGD3,0.0003316968824091886,0.024875621890547265,-0.035358658537575575,ZNF326_pDS262,0.0055478502080443
SLC25A45,0.00023398862334279993,0.9950248756218906,-0.9585204489393423,ZNF326_pDS262,0.0078016643550624
NEAT1,0.04122013420118349,0.19900497512437812,0.858083585375557,ZNF326_pDS262,1.251733703190014
AP000769.1,0.0001844687048655095,0.9950248756218906,-2.5199453362813844,ZNF326_pDS262,0.0046809986130374
MALAT1,0.016443886490299355,0.9154228855721394,-1.1431924450298014,ZNF326_pDS262,42.16591539528433
FOSL1,0.010694850552217644,0.14925373134328357,0.7520326092176117,ZNF326_pDS262,0.0700416088765603
PELI3,0.0002279789754846153,0.4129353233830846,-0.4699830813901772,ZNF326_pDS262,0.0292995839112343
CTD-3074O7.12,0.0001238133667194707,0.417910447761194,-0.14001462089274883,ZNF326_pDS262,0.0036407766990291
C11orf80,0.002292080047116606,0.8159203980099502,-0.9485613578964414,ZNF326_pDS262,0.0292995839112343
POLD4,0.017721611259717465,0.38308457711442784,0.008330847064338566,ZNF326_pDS262,0.3165742024965326
RAD9A,0.01689207160506967,0.3582089552238806,0.24616638754077141,ZNF326_pDS262,0.2505201109570041
TBC1D10C,0.0014107466282314372,0.9154228855721394,-1.6650663895684608,ZNF326_pDS262,0.0195908460471567
PTPRCAP,0.02331989597392472,0.5074626865671642,-0.15106291761053411,ZNF326_pDS262,0.3900832177531206
GSTP1,0.04267524521064544,0.03482587064676617,2.488083390279184,ZNF326_pDS262,16.764389736477114
RP11-802E16.3,0.0004088554877294852,0.009950248756218905,0.7453126967546547,ZNF326_pDS262,0.0029472954230235
GAL,0.07478537654126619,0.009950248756218905,3.475422122402584,ZNF326_pDS262,6.5249653259362
IL18BP,0.0004638693370966866,0.15920398009950248,-0.22488861066826205,ZNF326_pDS262,0.0058945908460471
FOLR1,0.027775834678115986,0.004975124378109453,4.45478038618493,ZNF326_pDS262,0.0613730929264909
CLPB,0.012471204351722923,0.3283582089552239,0.14407152016017355,ZNF326_pDS262,0.1113037447988904
FCHSD2,0.005432782300381995,0.4577114427860697,0.12327623732012094,ZNF326_pDS262,0.0292995839112343
FAM168A,0.000791800969704721,0.7213930348258707,-0.7590699387893545,ZNF326_pDS262,0.0171636615811373
P4HA3,0.0006379791194110552,0.19402985074626866,-0.21556994983892638,ZNF326_pDS262,0.0072815533980582
GDPD5,0.00045910940275857977,0.2736318407960199,-0.3894434383430552,ZNF326_pDS262,0.0078016643550624
SERPINH1,0.051158266103594884,0.009950248756218905,3.2367005732940886,ZNF326_pDS262,0.391123439667129
LRRC32,0.0002986200382350504,0.004975124378109453,3.2206491892556746,ZNF326_pDS262,0.0017337031900138
RSF1,0.034838213239753356,0.23383084577114427,0.6879106933564259,ZNF326_pDS262,0.8092926490984743
KCTD14,0.0001215040019200474,0.9950248756218906,-2.4258599984241784,ZNF326_pDS262,0.0292995839112343
ANKRD42,0.007094465147715395,0.4527363184079602,-0.050171692273871,ZNF326_pDS262,0.0292995839112343
DLG2,0.00014067535927675162,0.024875621890547265,2.6392364096762524,ZNF326_pDS262,0.0026005547850208
EED,0.019385441968976503,0.2935323383084577,0.4019341951773942,ZNF326_pDS262,0.0292995839112343
RP11-736K20.5,0.0005651483238909151,0.009950248756218905,3.1121846060101737,ZNF326_pDS262,0.0024271844660194
TMEM135,0.008902787257360326,0.23383084577114427,0.7165897232964855,ZNF326_pDS262,0.0414355062413314
PANX1,0.006088582338255916,0.3880597014925373,0.33512882254691606,ZNF326_pDS262,0.0227115117891816
BIRC2,0.005089929234417879,0.8656716417910447,-1.0699524632038548,ZNF326_pDS262,0.132628294036061
DYNC2H1,0.005544369754524946,0.373134328358209,0.5925869739253441,ZNF326_pDS262,0.0084951456310679
ALKBH8,0.012352214161447222,0.04477611940298507,2.0335551817623077,ZNF326_pDS262,0.0270457697642163
PIH1D2,0.0031175821679969955,0.5174129353233831,-0.3567135833360229,ZNF326_pDS262,0.0143897364771151
BCO2,0.00018868787149391717,0.1691542288557214,-0.3292478112464602,ZNF326_pDS262,0.0090152565880721
CD3E,0.01222855097605774,0.004975124378109453,3.810477458946402,ZNF326_pDS262,0.0227115117891816
CD3D,0.003681699199217659,0.25870646766169153,0.49146924379941115,ZNF326_pDS262,0.0142163661581137
PHLDB1,0.006146182244579105,0.4577114427860697,0.14949394932878307,ZNF326_pDS262,0.0306865464632454
HMBS,0.13704439968886967,0.004975124378109453,9.017764898498413,ZNF326_pDS262,2.045076282940361
TBCEL,0.0006104116875112668,0.746268656716418,-0.8138238419436008,ZNF326_pDS262,0.0131761442441054
HSPA8,0.020610815497180152,0.8805970149253731,-0.9481982676854194,ZNF326_pDS262,6.530339805825243
PANX3,0.0002489256623392353,0.009950248756218905,0.4246954694046213,ZNF326_pDS262,0.0027739251040221
ESAM,0.033222762255762386,0.1691542288557214,0.9329517384670568,ZNF326_pDS262,0.6232662968099861
CCDC15,0.014563539375197136,0.024875621890547265,2.542204699542535,ZNF326_pDS262,0.0292995839112343
FEZ1,0.011828966855680358,0.9054726368159204,-1.0911271601016557,ZNF326_pDS262,0.1496185852981969
NINJ2,0.008978090306117478,0.44776119402985076,-0.047701921563066886,ZNF326_pDS262,0.0755894590846047
RAD52,0.00024696831654043565,1.0,-0.624362856136707,ZNF326_pDS262,0.0064147018030513
PARP11,9.464736394439256e-05,0.9601990049751243,-0.6798098864216768,ZNF326_pDS262,0.002253814147018
CD9,0.018895278066364773,0.3034825870646766,0.3627124494796001,ZNF326_pDS262,0.1178918169209431
LPAR5,0.0015669640595939714,0.6965174129353234,-0.7902775196998989,ZNF326_pDS262,0.0292995839112343
ACRBP,0.007112412922577072,0.7960199004975125,-0.5002241954204454,ZNF326_pDS262,0.036754507628294
GNB3,0.012818745973440517,0.014925373134328358,2.944882493797192,ZNF326_pDS262,0.0187239944521497
CDCA3,0.03439558616682018,0.1691542288557214,0.9928969456382601,ZNF326_pDS262,0.4414008321775312
ENO2,0.01025762971847109,0.27860696517412936,0.402817197076687,ZNF326_pDS262,0.0759361997226074
U47924.30,0.003423296062279216,0.835820895522388,-1.0883216749445246,ZNF326_pDS262,0.012135922330097
CLSTN3,0.0012199960966452622,0.4925373134328358,-0.5767247458545317,ZNF326_pDS262,0.0166435506241331
CD163L1,0.00015942347528084344,0.6417910447761194,-0.43119013620703117,ZNF326_pDS262,0.0027739251040221
SLC2A14,0.0001146922081164499,0.004975124378109453,3.544008501884031,ZNF326_pDS262,0.0041608876560332
FOXJ2,0.0042900702987168715,0.47761194029850745,0.018793500644953023,ZNF326_pDS262,0.0201109570041608
LINC00937,0.006149652533129108,0.417910447761194,0.0196351998315608,ZNF326_pDS262,0.0242718446601941
CLEC2D,0.00048620235432773483,0.004975124378109453,3.3595313477838014,ZNF326_pDS262,0.0292995839112343
CD69,0.0010983844393349573,0.06965174129353234,1.274766167498482,ZNF326_pDS262,0.0019070735090152
KLRF1,0.007296869178940743,0.17412935323383086,0.6417341166382796,ZNF326_pDS262,0.0168169209431345
CLEC2B,0.016499763187566425,0.01990049751243781,2.638508358655843,ZNF326_pDS262,0.0324202496532593
RP11-377D9.3,0.00026841458273341347,0.9850746268656716,-2.217385167576996,ZNF326_pDS262,0.0020804438280166
ATF7IP,0.006984577455313265,0.16417910447761194,0.7154628013104454,ZNF326_pDS262,0.0221914008321775
ARHGDIB,0.0004778024023946138,0.43283582089552236,-0.17698184056646868,ZNF326_pDS262,0.015256588072122
METTL20,0.0031540840483762827,0.09950248756218906,1.3042515583844616,ZNF326_pDS262,0.0064147018030513
BICD1,0.008585965558874293,0.8507462686567164,-1.0027345623097406,ZNF326_pDS262,0.1905339805825242
TWF1,0.006723807326413157,0.4577114427860697,-0.0031064778395257036,ZNF326_pDS262,0.0397018030513176
TMEM117,0.007084088101610629,0.25870646766169153,0.524579430613191,ZNF326_pDS262,0.0204576976421636
ANO6,0.0068404521592956855,0.4129353233830846,0.07588958716726721,ZNF326_pDS262,0.045249653259362
SLC38A2,0.010770573736354361,0.572139303482587,-0.47583217236999203,ZNF326_pDS262,0.2094313453536754
RP1-197B17.3,0.0018715672633336806,0.46766169154228854,-0.35841708731303085,ZNF326_pDS262,0.0102288488210818
COL2A1,0.08093465849693217,0.004975124378109453,7.437314074137844,ZNF326_pDS262,0.2988904299583911
DKFZP779L1853,0.00036595942924506236,1.0,-0.6278728533303071,ZNF326_pDS262,0.0048543689320388
RND1,0.0008326114854698923,0.01990049751243781,0.7692471277800317,ZNF326_pDS262,0.0050277392510402
FKBP11,0.0036231294646491474,0.7661691542288557,-0.7804669237447782,ZNF326_pDS262,0.0492371705963938
RP11-386G11.5,0.0003548057529476443,0.03980099502487562,0.03686829278313743,ZNF326_pDS262,0.0043342579750346
TUBA1A,0.009622488287385694,0.9502487562189055,-1.178516347615196,ZNF326_pDS262,0.1281206657420249
TUBA1C,0.027455732651737404,0.746268656716418,-0.5929972105108416,ZNF326_pDS262,2.5696948682385576
PRPH,0.0025265820760237514,0.04477611940298507,3.165210164190325,ZNF326_pDS262,0.0046809986130374
FMNL3,0.006090629263897457,0.01990049751243781,4.630502914041498,ZNF326_pDS262,0.0090152565880721
TMBIM6,0.020481113145739704,0.8159203980099502,-0.8535369265495514,ZNF326_pDS262,2.1731969486823854
NCKAP5L,0.005493347041081845,0.8308457711442786,-0.7925861226947379,ZNF326_pDS262,0.0629334257975034
GPD1,0.0004344686936891341,0.014925373134328358,3.2772458017421187,ZNF326_pDS262,0.0026005547850208
DAZAP2,0.019365438874782197,0.43781094527363185,-0.106117087320586,ZNF326_pDS262,0.47000693481276
SMAGP,0.060565272197967986,0.04477611940298507,2.381008744765615,ZNF326_pDS262,1.270631067961165
SLC4A8,0.00033443235170203757,0.03482587064676617,0.3689667804138004,ZNF326_pDS262,0.0292995839112343
ACVR1B,0.00844101845946757,0.38308457711442784,0.07163831404886715,ZNF326_pDS262,0.0525312066574202
NR4A1,0.0011896315741203567,0.6766169154228856,-0.8193468269007955,ZNF326_pDS262,0.0258321775312066
C12orf44,0.01540085575531093,0.6567164179104478,-0.5567455846064437,ZNF326_pDS262,0.4814493758668516
KRT8,0.03333668222494812,0.19402985074626866,0.7287640662745607,ZNF326_pDS262,0.7187933425797504
KRT18,0.14300202721888441,0.004975124378109453,9.084445002803895,ZNF326_pDS262,3.84882108183079
RP11-983P16.4,0.0057671222450726405,0.4129353233830846,0.5476040338668056,ZNF326_pDS262,0.0112690707350901
SPRYD3,0.000730297553213943,0.572139303482587,-0.8110901407884882,ZNF326_pDS262,0.0072815533980582
ZNF740,0.01476374738831561,0.04477611940298507,2.2484112170546773,ZNF326_pDS262,0.033633841886269
SP7,0.0012580920419650082,0.7263681592039801,-0.7813087138066446,ZNF326_pDS262,0.0140429958391123
NCKAP1L,0.011300143188798878,0.3681592039800995,0.25302214708853227,ZNF326_pDS262,0.0977808599167822
CD63,0.020340327711542497,0.7412935323383084,-0.7667275529541385,ZNF326_pDS262,7.897018030513176
PA2G4,0.028410485721242083,0.35323383084577115,0.1989391396727011,ZNF326_pDS262,7.304264909847434
COQ10A,0.006852029644518193,0.6417910447761194,-0.5028563188948838,ZNF326_pDS262,0.0643203883495145
TAC3,0.023093829449182247,0.11442786069651742,1.2684415385974037,ZNF326_pDS262,0.1314147018030513
NAB2,0.003634279924915168,0.736318407960199,-0.8435569810143222,ZNF326_pDS262,0.0629334257975034
INHBE,0.0006256656419131466,0.4626865671641791,-0.5373132075360332,ZNF326_pDS262,0.0090152565880721
DDIT3,0.021917839454111625,0.2935323383084577,0.45927292360661714,ZNF326_pDS262,0.296636615811373
METTL21B,0.006118730270011315,0.3582089552238806,0.14309144334372076,ZNF326_pDS262,0.034500693481276
AVIL,0.006668330346630205,0.12935323383084577,0.8469912212068721,ZNF326_pDS262,0.0105755894590846
FAM19A2,0.01017670843831039,0.3880597014925373,0.0012494105638807488,ZNF326_pDS262,0.0292995839112343
C12orf56,0.0002464643588687888,0.39800995024875624,-0.15753471592272192,ZNF326_pDS262,0.0046809986130374
TBC1D30,0.004197565311737277,0.34328358208955223,0.0026722714624283195,ZNF326_pDS262,0.0284327323162274
RP11-637A17.2,0.0032348616122522588,0.373134328358209,0.06190042200415554,ZNF326_pDS262,0.0074549237170596
RP11-1143G9.4,0.0007609777724706964,0.004975124378109453,3.708775005942451,ZNF326_pDS262,0.0020804438280166
TBC1D15,0.013759596767445613,0.24378109452736318,0.760650841615674,ZNF326_pDS262,0.0878987517337031
RP11-585P4.5,0.0002590765666896147,1.0,-2.164525357983757,ZNF326_pDS262,0.0027739251040221
PHLDA1,0.008366106683877746,0.05970149253731343,1.5101666455782663,ZNF326_pDS262,0.015256588072122
PPP1R12A,0.022385308935357118,0.39303482587064675,0.03824441140708046,ZNF326_pDS262,0.5069348127600555
NTS,0.0006192453430984906,0.21393034825870647,-0.3137300358757459,ZNF326_pDS262,0.0095353675450762
LINC00936,0.0012838204826876858,0.5970149253731343,-0.5918798144703629,ZNF326_pDS262,0.0164701803051317
BTG1,0.1152795564990647,0.004975124378109453,6.7729449050935635,ZNF326_pDS262,1.8174410540915396
RP11-796E2.4,0.0007432385209782012,0.7611940298507462,-0.7351672645545944,ZNF326_pDS262,0.0192441054091539
SOCS2,0.07788529485577492,0.009950248756218905,3.743568796013567,ZNF326_pDS262,1.0835644937586686
CRADD,0.022958402621152493,0.05970149253731343,1.7862756162672602,ZNF326_pDS262,0.1548196948682385
ELK3,0.006765936704373946,0.1890547263681592,1.4871783508583605,ZNF326_pDS262,0.0150832177531206
SYCP3,0.0006487890027649513,0.05970149253731343,2.295055921183031,ZNF326_pDS262,0.002253814147018
HSP90B1,0.018032227480934197,0.9502487562189055,-1.161685447442184,ZNF326_pDS262,2.5967406380027738
C12orf75,0.004147387987504436,0.6019900497512438,0.255831125357131,ZNF326_pDS262,0.0097087378640776
RP11-412D9.4,0.0033634800563614067,0.6616915422885572,-0.7274924085548867,ZNF326_pDS262,0.0190707350901525
FICD,0.00018205313761282681,1.0,-0.7541466034535411,ZNF326_pDS262,0.0095353675450762
UNG,0.036412345882819885,0.07960199004975124,1.7526356999847907,ZNF326_pDS262,0.3391123439667129
FAM222A,0.00046139668322915564,0.004975124378109453,3.1417595665289637,ZNF326_pDS262,0.0024271844660194
TRPV4,0.0005148615533456512,0.024875621890547265,0.4629458667491113,ZNF326_pDS262,0.0052011095700416
SH2B3,0.008845144222556748,0.6865671641791045,-0.6408599947506298,ZNF326_pDS262,0.1055825242718446
SDSL,0.013946527234389692,0.05970149253731343,1.8017356187815827,ZNF326_pDS262,0.0455963938973647
LHX5,0.0005371990066272516,0.11442786069651742,-0.14388547506422636,ZNF326_pDS262,0.0053744798890429
MAP1LC3B2,0.001654186097027613,0.7810945273631841,-0.7938565932990094,ZNF326_pDS262,0.0292995839112343
VSIG10,0.004682929558568929,0.7611940298507462,-0.4531190596013773,ZNF326_pDS262,0.0301664355062413
RP11-768F21.1,9.451050446419916e-05,0.9552238805970149,-0.30516561185480784,ZNF326_pDS262,0.0026005547850208
CCDC64,0.0006020928666855063,0.12437810945273632,-0.24794329836062357,ZNF326_pDS262,0.0078016643550624
PXN,0.008136724959395658,0.5422885572139303,-0.24267509704138604,ZNF326_pDS262,0.0450762829403606
UNC119B,0.019583460865497983,0.004975124378109453,3.69480448755739,ZNF326_pDS262,0.0292995839112343
ACADS,0.00448659335033317,0.7213930348258707,-0.7996522652379657,ZNF326_pDS262,0.0774965325936199
RSRC2,0.04262422763362635,0.14427860696517414,1.219533247519246,ZNF326_pDS262,1.1484049930651872
RP11-380L11.3,0.00027833536400002077,0.004975124378109453,3.8567606129366028,ZNF326_pDS262,0.0024271844660194
UBC,0.026487996386488112,0.6368159203980099,-0.4702883325436536,ZNF326_pDS262,2.500346740638003
RP11-669N7.2,0.0014740840941454875,0.6318407960199005,-0.6581327524848468,ZNF326_pDS262,0.0263522884882108
EP400NL,0.01245812840282856,0.29850746268656714,0.34752383439530754,ZNF326_pDS262,0.0826976421636615
RP11-46H11.12,0.005922657759984999,0.21393034825870647,1.0162172012506778,ZNF326_pDS262,0.0114424410540915
CRYL1,0.0019486827668220032,0.3681592039800995,-0.30185982098694514,ZNF326_pDS262,0.0208044382801664
ZDHHC20,0.0001115372335394906,1.0,-0.6958872215578505,ZNF326_pDS262,0.0060679611650485
SACS,0.0019386457944370644,0.9253731343283582,-1.33213979830101,ZNF326_pDS262,0.0292995839112343
USP12,0.012243166891934307,0.24875621890547264,0.4054796639149783,ZNF326_pDS262,0.1078363384188626
RPL21,0.06269216112774145,0.004975124378109453,5.382290773722115,ZNF326_pDS262,23.77080443828017
FLT1,0.006065758339815561,0.5621890547263682,0.3813016504747641,ZNF326_pDS262,0.0123092926490984
SLC46A3,0.007765135339504193,0.21890547263681592,0.5416879197319038,ZNF326_pDS262,0.0234049930651872
BRCA2,0.0073515008588277775,0.6666666666666666,-0.5278417157857965,ZNF326_pDS262,0.0292995839112343
LHFP,0.0005873217661458292,0.01990049751243781,0.08413807360578726,ZNF326_pDS262,0.0026005547850208
ELF1,0.013460747494184678,0.6318407960199005,-0.5306289565813052,ZNF326_pDS262,0.0292995839112343
NAA16,0.009938853527357539,0.527363184079602,-0.33157596471284784,ZNF326_pDS262,0.0292995839112343
RGCC,0.03069678178999498,0.1791044776119403,1.0518463311008888,ZNF326_pDS262,0.2233009708737864
