gene,W_observed,S2,perturbation,target_gene
ZNF529,0.001459818930110761,0.0014407680981348232,SPI1_pDS255,SPI1
AC092295.7,0.008375349405714565,0.020406883117774346,SPI1_pDS255,SPI1
AC074138.3,0.005833788984981531,0.019402680317715276,SPI1_pDS255,SPI1
ZNF345,0.00569283600889789,0.04666551839800498,SPI1_pDS255,SPI1
ZNF607,0.003085048010517106,0.014516138013937814,SPI1_pDS255,SPI1
CTD-2528L19.6,0.00018750416075262487,0.012937800790080646,SPI1_pDS255,SPI1
RASGRP4,0.0010943190955416866,0.019609485182314278,SPI1_pDS255,SPI1
CAPN12,0.00044748573222500027,0.03915933929601862,SPI1_pDS255,SPI1
GMFG,0.16767149370358958,0.14465957815602268,SPI1_pDS255,SPI1
ZFP36,0.00818260341167498,0.009899561287479064,SPI1_pDS255,SPI1
ZNF546,0.0015081244910883872,0.004729005822165832,SPI1_pDS255,SPI1
PRX,0.0006927858205797855,0.06204643021182922,SPI1_pDS255,SPI1
SERTAD1,0.01789227255241087,0.04243479685778581,SPI1_pDS255,SPI1
SERTAD3,0.009485969710498527,0.019708926632190392,SPI1_pDS255,SPI1
BLVRB,0.10455646170228235,0.08504275219132734,SPI1_pDS255,SPI1
NUMBL,0.010551815390678477,0.019400785052333586,SPI1_pDS255,SPI1
AXL,0.002819027224036243,0.012792785632702168,SPI1_pDS255,SPI1
TGFB1,0.09238681896322627,0.08602828298688102,SPI1_pDS255,SPI1
RABAC1,0.021242439865052396,0.050775271638350154,SPI1_pDS255,SPI1
ZNF576,0.05875291199060998,0.09958147698778869,SPI1_pDS255,SPI1
PLAUR,0.008059405314508116,0.008187480364767746,SPI1_pDS255,SPI1
ZNF284,0.00013807222448955015,0.013393795504582771,SPI1_pDS255,SPI1
ZNF180,0.001733427039157505,0.014346670985025825,SPI1_pDS255,SPI1
BCL3,0.00022825185895180308,0.03174812112920064,SPI1_pDS255,SPI1
APOE,0.6435781491343353,0.10104624209469155,SPI1_pDS255,SPI1
APOC1,0.29629506013501844,0.11729086683855387,SPI1_pDS255,SPI1
RELB,0.007712654586552918,0.06498809525081392,SPI1_pDS255,SPI1
ZNF296,0.020067395177470002,0.05343296257163392,SPI1_pDS255,SPI1
TRAPPC6A,0.05828873915164665,0.0218360302349506,SPI1_pDS255,SPI1
CKM,0.02092909195612203,0.05448495617917038,SPI1_pDS255,SPI1
KLC3,0.0011969338507879037,0.04352138135021022,SPI1_pDS255,SPI1
FOSB,0.0014236392630337267,0.1138652847049932,SPI1_pDS255,SPI1
VASP,0.014577658044637119,0.005810068151732639,SPI1_pDS255,SPI1
GIPR,0.006945429559672076,0.13584991122054885,SPI1_pDS255,SPI1
FBXO46,0.0022918031311409187,0.014820566566557286,SPI1_pDS255,SPI1
AC006262.5,0.01484152936913213,0.05296089020243647,SPI1_pDS255,SPI1
ZC3H4,0.007512356907254641,0.01936161111281416,SPI1_pDS255,SPI1
BBC3,0.016132078562396512,0.028989017338453032,SPI1_pDS255,SPI1
PRR24,0.05475101144197792,0.08234301921148003,SPI1_pDS255,SPI1
EHD2,0.015247781494413535,0.03342698136598585,SPI1_pDS255,SPI1
EMP3,0.4615923586726378,0.031350491052176604,SPI1_pDS255,SPI1
KCNJ14,0.00025629244510574944,0.0702157103563563,SPI1_pDS255,SPI1
PPP1R15A,0.04627909219243061,0.0788135861299488,SPI1_pDS255,SPI1
FTL,0.02433749417651686,0.012927087084320476,SPI1_pDS255,SPI1
PTH2,0.0018055103581354395,0.0885247925987431,SPI1_pDS255,SPI1
RPL13A,0.1410765760024292,0.11695430781986474,SPI1_pDS255,SPI1
FCGRT,0.052165589791814626,0.09563990501422295,SPI1_pDS255,SPI1
TSKS,0.00040164237594894414,0.052780605748484775,SPI1_pDS255,SPI1
KCNC3,0.0010258383285208774,0.0042521413793412035,SPI1_pDS255,SPI1
LRRC4B,0.02117934698474553,0.024917098414804554,SPI1_pDS255,SPI1
C19orf84,0.00020851978415079543,0.03216980575973242,SPI1_pDS255,SPI1
ZNF350,4.420085047249763e-05,0.007671808746965539,SPI1_pDS255,SPI1
ZNF841,0.0017637267868101456,0.020119595509595207,SPI1_pDS255,SPI1
ZNF616,0.006109607446363,0.012656727037886971,SPI1_pDS255,SPI1
ZNF528,0.0061666533830129905,0.03295529685977625,SPI1_pDS255,SPI1
CTD-2331H12.7,0.00013923981575399456,0.007268278950958957,SPI1_pDS255,SPI1
TMC4,0.000247395105672226,0.0075133176067173285,SPI1_pDS255,SPI1
LENG8-AS1,0.00043472273885545736,0.08517615744363599,SPI1_pDS255,SPI1
CDC42EP5,0.0013188876617572219,0.003676781006260711,SPI1_pDS255,SPI1
CTC-550B14.7,0.0002604971811100753,0.008261646442686354,SPI1_pDS255,SPI1
GP6,0.010793877063789509,0.009097763287919678,SPI1_pDS255,SPI1
TNNT1,0.10692628903661006,0.09324097886641644,SPI1_pDS255,SPI1
TNNI3,0.003090183321639787,0.007027905271387249,SPI1_pDS255,SPI1
CTD-2587H24.5,0.00015580869178010803,0.0032960101539298843,SPI1_pDS255,SPI1
CTD-2587H24.10,0.00032587327315256563,0.057682103585694325,SPI1_pDS255,SPI1
PPP6R1,0.007275197420540622,0.02323973822757217,SPI1_pDS255,SPI1
UBE2S,0.03235966813932399,0.013932733764163874,SPI1_pDS255,SPI1
FIZ1,0.009883546199478727,0.027598547321047252,SPI1_pDS255,SPI1
AC007228.11,0.0004473364913536801,0.03042683425991395,SPI1_pDS255,SPI1
ZNF470,0.00703214077814717,0.0036143201724398947,SPI1_pDS255,SPI1
ZNF543,0.00020530449684647695,0.04808643385287296,SPI1_pDS255,SPI1
TRAPPC2P1,0.029551513881217885,0.05370114685684139,SPI1_pDS255,SPI1
ZNF419,0.002848842209400129,0.032820765833085214,SPI1_pDS255,SPI1
ZNF552,0.0038632143197392457,0.0064642174440031315,SPI1_pDS255,SPI1
ZNF256,0.0011009314335698871,0.07930243672471524,SPI1_pDS255,SPI1
ZNF446,0.0015717620077612957,0.006588841628561906,SPI1_pDS255,SPI1
CECR7,0.006714023132768619,0.0646049220587209,SPI1_pDS255,SPI1
AC006946.16,0.00037564865067385406,0.09350026472014279,SPI1_pDS255,SPI1
IL17RA,0.02284026823125709,0.05631175849181895,SPI1_pDS255,SPI1
SLC25A18,0.00015222116879516027,0.002169712160944505,SPI1_pDS255,SPI1
AC004463.6,0.00467154110323785,0.01855434829208245,SPI1_pDS255,SPI1
CLTCL1,0.004501303656336782,0.022723676350338486,SPI1_pDS255,SPI1
AC000068.9,0.00026381569406871036,0.01580486695308596,SPI1_pDS255,SPI1
CDC45,0.03963832624692571,0.026416128026687514,SPI1_pDS255,SPI1
XXbac-B444P24.14,0.0002181010821720856,0.059066327736646516,SPI1_pDS255,SPI1
MED15,0.01693030998748607,0.03611797715689652,SPI1_pDS255,SPI1
THAP7-AS1,0.010126374319521802,0.010577653994273578,SPI1_pDS255,SPI1
SDF2L1,0.16411948704529422,0.10200825124856606,SPI1_pDS255,SPI1
YPEL1,0.001882904424026206,0.017236994085063295,SPI1_pDS255,SPI1
LL22NC03-86G7.1,0.00596938811239532,0.054444226033905176,SPI1_pDS255,SPI1
ZNF280A,0.007141285137201551,0.02306574483885017,SPI1_pDS255,SPI1
PRAME,0.022004112498231098,0.037918530808770085,SPI1_pDS255,SPI1
AP000350.5,0.0003081883550051523,0.05283946307266224,SPI1_pDS255,SPI1
CRYBA4,0.00559619545110472,0.007954146953106781,SPI1_pDS255,SPI1
XBP1,0.02540143164232503,0.008946092165358894,SPI1_pDS255,SPI1
RASL10A,0.0008987211680171439,0.08177204200040059,SPI1_pDS255,SPI1
NEFH,0.02913195629049872,0.053104204688844386,SPI1_pDS255,SPI1
MTMR3,0.002326781996555384,0.010085023609882912,SPI1_pDS255,SPI1
SLC35E4,0.0004815904515320898,0.01848224904850468,SPI1_pDS255,SPI1
OSBP2,0.012073937792271098,0.03392516951044268,SPI1_pDS255,SPI1
MORC2-AS1,0.0022941189524682886,0.021074818615676685,SPI1_pDS255,SPI1
TUG1,0.023649824973926998,0.05804767261882006,SPI1_pDS255,SPI1
SELM,0.014075826218520273,0.0468450037868865,SPI1_pDS255,SPI1
AC005003.1,0.0009172256660796858,0.09142824667512514,SPI1_pDS255,SPI1
FBXO7,0.018110478373088813,0.07024747137474102,SPI1_pDS255,SPI1
MCM5,0.02353885364613865,0.05171521114015239,SPI1_pDS255,SPI1
APOL4,0.00603078739799528,0.06289325497805386,SPI1_pDS255,SPI1
APOL2,0.004661242239523544,0.009196346919012584,SPI1_pDS255,SPI1
FOXRED2,0.021181549668847083,0.048220276771420226,SPI1_pDS255,SPI1
EIF3D,0.030013573337460787,0.048220964879563996,SPI1_pDS255,SPI1
IFT27,0.012177656788555527,0.011721459698990267,SPI1_pDS255,SPI1
KCTD17,9.722500418210993e-05,0.012012899981579736,SPI1_pDS255,SPI1
IL2RB,0.020279214669006854,0.009319877107996888,SPI1_pDS255,SPI1
RAC2,0.10533263798497482,0.0778912642879776,SPI1_pDS255,SPI1
CDC42EP1,0.11017869626946407,0.15117714436920474,SPI1_pDS255,SPI1
LGALS1,0.40115684949991304,0.07385750259266952,SPI1_pDS255,SPI1
MAFF,0.006962551052721037,0.011287393373353128,SPI1_pDS255,SPI1
TMEM184B,0.007670911316591307,0.021787405776006092,SPI1_pDS255,SPI1
JOSD1,0.003414818878610716,0.008228044285101838,SPI1_pDS255,SPI1
ATF4,0.11975400500700502,0.019833717077876765,SPI1_pDS255,SPI1
GRAP2,0.01488484759591843,0.009186547251187008,SPI1_pDS255,SPI1
RP5-1042K10.10,0.00014428439796189966,0.01827820208176176,SPI1_pDS255,SPI1
TOB2,0.011309172224434071,0.02862122692715415,SPI1_pDS255,SPI1
RP5-821D11.7,0.00023943230008022188,0.030329539499538864,SPI1_pDS255,SPI1
RNU12,0.00030426352271978037,0.00950846077934037,SPI1_pDS255,SPI1
ARFGAP3,0.00801365879826279,0.01021498878762447,SPI1_pDS255,SPI1
TTLL1,0.00015233120031109357,0.04466189852165758,SPI1_pDS255,SPI1
BIK,0.0002444782120468503,0.08921308804922382,SPI1_pDS255,SPI1
CITF22-92A6.1,0.0001537453383806589,0.0348507429322624,SPI1_pDS255,SPI1
GTSE1,0.021301085414483292,0.08271937528255877,SPI1_pDS255,SPI1
CTA-29F11.1,0.019390191556493377,0.0860070105902471,SPI1_pDS255,SPI1
PANX2,0.00028092513037418016,0.017656515310555856,SPI1_pDS255,SPI1
PLXNB2,0.004127276392934586,0.017001630613409535,SPI1_pDS255,SPI1
CPT1B,0.0001341706132298989,0.00452045567135699,SPI1_pDS255,SPI1
RBM11,0.0008360100366533208,0.07104079028202902,SPI1_pDS255,SPI1
SAMSN1,0.033082849883820334,0.055445670767570655,SPI1_pDS255,SPI1
AF127936.7,0.0006016460170730181,0.04882490002200526,SPI1_pDS255,SPI1
NRIP1,0.0025447272133069143,0.008280268561737613,SPI1_pDS255,SPI1
C21orf91,0.0017112970029964157,0.014219470462872707,SPI1_pDS255,SPI1
AF240627.2,0.00032672894758570845,0.04023798984930926,SPI1_pDS255,SPI1
LTN1,0.008485758563008223,0.007207111876602716,SPI1_pDS255,SPI1
BACH1,0.0022826741699077113,0.008737816078113744,SPI1_pDS255,SPI1
BACH1-IT2,9.939859072322939e-05,0.006338573462933407,SPI1_pDS255,SPI1
RP11-313P22.1,0.0005775612347951097,0.01599477813765783,SPI1_pDS255,SPI1
TCP10L,0.0009703506088896151,0.09565751139947608,SPI1_pDS255,SPI1
SYNJ1,0.0008180205791610532,0.03086184950495954,SPI1_pDS255,SPI1
IL10RB-AS1,9.330392992287679e-05,0.0025777105649904914,SPI1_pDS255,SPI1
SON,0.03869535435308799,0.011078732851271679,SPI1_pDS255,SPI1
CRYZL1,0.019998263318295975,0.02214222953380454,SPI1_pDS255,SPI1
AP000692.10,0.007887412331102562,0.008242860428465337,SPI1_pDS255,SPI1
AP000704.5,0.0009342690855574217,0.05821229595113505,SPI1_pDS255,SPI1
AP001412.1,9.448297770870802e-05,0.02881606544926509,SPI1_pDS255,SPI1
KCNJ6,0.00012996018661816668,0.0012888552824952457,SPI1_pDS255,SPI1
DSCR4,0.01465188680099371,0.03277063327934989,SPI1_pDS255,SPI1
DSCR8,0.08546547838791416,0.07668989223317092,SPI1_pDS255,SPI1
DSCR10,0.00020806301895921596,0.04139451039956713,SPI1_pDS255,SPI1
TMPRSS3,0.0012857218781781284,0.03999954494456109,SPI1_pDS255,SPI1
SLC37A1,0.04298576540775849,0.09153868814430931,SPI1_pDS255,SPI1
HSF2BP,0.008102598430069507,0.012237090645301884,SPI1_pDS255,SPI1
PTTG1IP,0.008906273159086545,0.05921647397179289,SPI1_pDS255,SPI1
ITGB2,0.007724732808990529,0.05256199283011179,SPI1_pDS255,SPI1
RP11-54O7.1,0.0001073617162366434,0.0,ZNF326_pDS262,ZNF326
SAMD11,0.0009697394345090235,0.004415180546454444,ZNF326_pDS262,ZNF326
FAM132A,0.0005302618263874321,0.002549105677016227,ZNF326_pDS262,ZNF326
SLC35E2,0.00045304089261895974,0.0008060979935838548,ZNF326_pDS262,ZNF326
C1orf174,0.01155433667041796,0.0218985833729405,ZNF326_pDS262,ZNF326
LINC01134,0.00023167509511859145,0.0024182939807510704,ZNF326_pDS262,ZNF326
PHF13,0.00720125111408066,0.007209959640717312,ZNF326_pDS262,ZNF326
ERRFI1,0.00037663728561618574,0.005699973575638845,ZNF326_pDS262,ZNF326
RP4-635E18.8,0.0055441554865118614,0.007254881942253154,ZNF326_pDS262,ZNF326
RP4-635E18.6,0.0048523025948956034,0.010196422708065074,ZNF326_pDS262,ZNF326
FBXO2,6.343240065726325e-05,0.006934317137917237,ZNF326_pDS262,ZNF326
MTHFR,0.00858132727963763,0.02661344459165355,ZNF326_pDS262,ZNF326
TMEM51,0.003939362806567827,0.0024182939807510717,ZNF326_pDS262,ZNF326
FBLIM1,0.0005063810974303451,0.00403048996791844,ZNF326_pDS262,ZNF326
RP11-169K16.9,0.007319187294769446,0.0024182939807509234,ZNF326_pDS262,ZNF326
ZBTB17,0.0026500404203371524,0.009012449550896615,ZNF326_pDS262,ZNF326
ARHGEF19,0.006473616606446338,0.014709908013358475,ZNF326_pDS262,ZNF326
C1orf134,5.4200645562961035e-05,0.0036049798203586733,ZNF326_pDS262,ZNF326
RP4-798A10.7,0.0001656358769044818,0.0016121959871673805,ZNF326_pDS262,ZNF326
ACTL8,0.003865649230621171,0.006498969794658008,ZNF326_pDS262,ZNF326
RP1-43E13.2,0.00014232056491719124,0.006934317137917237,ZNF326_pDS262,ZNF326
TMCO4,7.12701169452802e-05,0.0034199841453833708,ZNF326_pDS262,ZNF326
PINK1-AS,0.00022460221406154712,0.00161219598716738,ZNF326_pDS262,ZNF326
ECE1,0.0017328377294249578,0.0018024899101793928,ZNF326_pDS262,ZNF326
LUZP1,0.02292828263202014,0.045947585634270365,ZNF326_pDS262,ZNF326
E2F2,0.010064878948228662,0.018557769448067207,ZNF326_pDS262,ZNF326
ID3,0.016407756598241806,0.022397342451738435,ZNF326_pDS262,ZNF326
SYF2,0.022595802211084835,0.05350086411469219,ZNF326_pDS262,ZNF326
C1orf63,0.015121629946930934,0.004030489967918505,ZNF326_pDS262,ZNF326
RP3-465N24.6,0.00015106534511262216,0.002549105677016227,ZNF326_pDS262,ZNF326
PAQR7,0.0006399066673600059,0.0029064276489146213,ZNF326_pDS262,ZNF326
STMN1,0.13040688282809756,0.012897567897338598,ZNF326_pDS262,ZNF326
PDIK1L,0.003565203454155383,0.008299286799329337,ZNF326_pDS262,ZNF326
SH3BGRL3,0.15797939151310195,0.006191756175780351,ZNF326_pDS262,ZNF326
CD52,0.024096427556248697,0.04700318623117819,ZNF326_pDS262,ZNF326
RPS6KA1,0.011275205615421136,0.01854025385242507,ZNF326_pDS262,ZNF326
SYTL1,0.0002652843221214661,0.003323627172143915,ZNF326_pDS262,ZNF326
RP1-159A19.4,0.0004025712091678713,0.00411030939915121,ZNF326_pDS262,ZNF326
SESN2,0.009355450123518926,0.01334329604037706,ZNF326_pDS262,ZNF326
SNHG12,0.01552944614908863,0.018540253852424943,ZNF326_pDS262,ZNF326
RAB42,0.00022178710416211224,0.003604979820358542,ZNF326_pDS262,ZNF326
YTHDF2,0.017080726308884443,0.034895757759885196,ZNF326_pDS262,ZNF326
LAPTM5,0.023027176763726603,0.07539925390576929,ZNF326_pDS262,ZNF326
SDC3,0.00043754791426271365,0.00793914451311886,ZNF326_pDS262,ZNF326
CCDC28B,0.052178753100447034,0.05820116831326125,ZNF326_pDS262,ZNF326
BSDC1,0.012704653641715883,0.011285371910171788,ZNF326_pDS262,ZNF326
ZBTB8A,0.002398353030431222,0.005407469730537699,ZNF326_pDS262,ZNF326
CLSPN,0.04902020720348207,0.031303183778835605,ZNF326_pDS262,ZNF326
THRAP3,0.02253450988451302,0.012745528385081238,ZNF326_pDS262,ZNF326
EVA1B,0.03475481116911651,0.025795135794678098,ZNF326_pDS262,ZNF326
CSF3R,0.0034852804977077282,0.0064989697946579075,ZNF326_pDS262,ZNF326
CDCA8,0.017914804594884072,0.005642685955085765,ZNF326_pDS262,ZNF326
FHL3,0.027388289570946134,0.08516073366213432,ZNF326_pDS262,ZNF326
KIAA0754,0.006475324914276332,0.006887304276272029,ZNF326_pDS262,ZNF326
RP1-118J21.25,0.00017271657816745256,0.0036049798203587713,ZNF326_pDS262,ZNF326
MYCL,0.010099952318163276,0.021082198155733246,ZNF326_pDS262,ZNF326
CAP1,0.06386101430089003,0.018697303513867773,ZNF326_pDS262,ZNF326
RIMS3,0.00015276636547299983,0.00254910567701623,ZNF326_pDS262,ZNF326
RIMKLA,8.49835650234518e-05,0.002279989430255641,ZNF326_pDS262,ZNF326
EBNA1BP2,0.02642090950349624,0.02095854783317593,ZNF326_pDS262,ZNF326
CDC20,0.02362542381048799,0.023097204456127958,ZNF326_pDS262,ZNF326
RP11-7O11.3,0.0014966087095238084,0.0029064276489146217,ZNF326_pDS262,ZNF326
CCDC24,0.006315622861799774,0.009503755182089194,ZNF326_pDS262,ZNF326
PTCH2,9.424658615377849e-05,0.002549105677016228,ZNF326_pDS262,ZNF326
PRDX1,0.01908891541759073,0.01692805786525749,ZNF326_pDS262,ZNF326
RP4-533D7.5,0.00023450446254167986,0.0025491056770162407,ZNF326_pDS262,ZNF326
MOB3C,0.007331168666769793,0.013122324620424893,ZNF326_pDS262,ZNF326
CYP4A22-AS1,0.0002061663419359002,0.004340970546148438,ZNF326_pDS262,ZNF326
LINC00853,0.006997608600120085,0.012091469903755318,ZNF326_pDS262,ZNF326
RP1-18D14.7,0.00032165974984778306,0.002549105677016239,ZNF326_pDS262,ZNF326
RNF11,0.022172262275299264,0.04204092782879852,ZNF326_pDS262,ZNF326
RP11-191G24.1,0.007081496102272621,0.009706705229512634,ZNF326_pDS262,ZNF326
TXNDC12,0.027280729769043888,0.016121959871673763,ZNF326_pDS262,ZNF326
ZYG11B,0.002337457066360636,0.005756691127570135,ZNF326_pDS262,ZNF326
TMEM59,0.01822693814888121,0.05141995415528416,ZNF326_pDS262,ZNF326
RP11-67L3.4,0.006184316617663051,0.005407469730537928,ZNF326_pDS262,ZNF326
JUN,0.02557522322035655,0.04378232779348291,ZNF326_pDS262,ZNF326
RP4-794H19.1,0.00043046779335021774,0.002549105677016228,ZNF326_pDS262,ZNF326
RP11-230B22.1,0.00014467765583932389,0.0041103093991510286,ZNF326_pDS262,ZNF326
RP4-792G4.2,0.011186899186477936,0.004110309399151153,ZNF326_pDS262,ZNF326
EFCAB7,0.006710260157949556,0.01520942652411436,ZNF326_pDS262,ZNF326
JAK1,0.029537361073124227,0.03385611573051498,ZNF326_pDS262,ZNF326
WDR78,0.0004259953472775327,0.00161219598716738,ZNF326_pDS262,ZNF326
GADD45A,0.02574056511676903,0.017251250408852184,ZNF326_pDS262,ZNF326
DEPDC1,0.011657864643586688,0.01128537191017166,ZNF326_pDS262,ZNF326
SLC44A5,0.0004490812045054724,0.0016121959871673805,ZNF326_pDS262,ZNF326
DNAJB4,0.0058482513342868496,0.00822061879830231,ZNF326_pDS262,ZNF326
PRKACB,0.0036016920796204262,0.004030489967918566,ZNF326_pDS262,ZNF326
ODF2L,0.05713986107539278,0.13139397295414168,ZNF326_pDS262,ZNF326
CLCA1,0.04320954394579596,0.12736348298622316,ZNF326_pDS262,ZNF326
RP4-612B15.3,0.0003177015898016443,0.006647254344288325,ZNF326_pDS262,ZNF326
HS2ST1,0.01804307308520985,0.020152449839592267,ZNF326_pDS262,ZNF326
PKN2,0.00414974630425831,0.00360497982035856,ZNF326_pDS262,ZNF326
GTF2B,0.031740165125272855,0.007254881942253154,ZNF326_pDS262,ZNF326
BTBD8,0.00014409439143577363,0.003224391974334761,ZNF326_pDS262,ZNF326
DNTTIP2,0.028732581006878276,0.05315970276820804,ZNF326_pDS262,ZNF326
RWDD3,6.766084629414686e-05,0.004559978860511101,ZNF326_pDS262,ZNF326
PTBP2,0.0034680167032938667,0.003604979820358542,ZNF326_pDS262,ZNF326
RP4-549L20.3,0.003093156360384671,0.0018024899101793852,ZNF326_pDS262,ZNF326
STXBP3,0.0064135299102912316,0.019160730571189152,ZNF326_pDS262,ZNF326
WDR47,0.0005991153687989646,0.010510231957199637,ZNF326_pDS262,ZNF326
RP5-1065J22.8,0.0014215953242894186,0.01000341302706162,ZNF326_pDS262,ZNF326
KIAA1324,0.00011125910420855827,0.0036049798203586733,ZNF326_pDS262,ZNF326
GSTM2,0.00012219132685662966,0.003016142512156043,ZNF326_pDS262,ZNF326
RP5-1074L1.4,0.003344711405524036,0.012091469903755321,ZNF326_pDS262,ZNF326
CD53,0.060533068849218975,0.09995615120437774,ZNF326_pDS262,ZNF326
LRIF1,0.020999520080282545,0.02257074382034319,ZNF326_pDS262,ZNF326
DENND2D,0.03708758904554781,0.06345174127404865,ZNF326_pDS262,ZNF326
CHI3L2,0.2618060957908803,0.04139452515441714,ZNF326_pDS262,ZNF326
OVGP1,0.00017134260925829797,0.0008060979935835983,ZNF326_pDS262,ZNF326
RHOC,0.01758098228248199,0.021020463914399313,ZNF326_pDS262,ZNF326
PHTF1,0.019798876165462807,0.031136676301227396,ZNF326_pDS262,ZNF326
RP5-1073O3.7,0.004546344576718803,0.00890364335436243,ZNF326_pDS262,ZNF326
HIPK1,0.0028573286377589734,0.02200219333540275,ZNF326_pDS262,ZNF326
ZNF697,0.0011583829733753275,0.0024182939807510717,ZNF326_pDS262,ZNF326
PHGDH,0.03303888640155233,0.04755978162143769,ZNF326_pDS262,ZNF326
RP11-417J8.6,0.0004081335251844356,0.009190931225058476,ZNF326_pDS262,ZNF326
NBPF10,0.011218486663540044,0.023501593115589144,ZNF326_pDS262,ZNF326
TXNIP,0.007505595671584313,0.007254881942253154,ZNF326_pDS262,ZNF326
ITGA10,0.00029087228847671454,0.0,ZNF326_pDS262,ZNF326
RP11-337C18.8,0.0007903209152553783,0.007431856288779445,ZNF326_pDS262,ZNF326
RP11-14N7.2,0.00302758159449312,0.008568939211147382,ZNF326_pDS262,ZNF326
RP11-277L2.3,0.00022548057621950792,0.0024182939807510513,ZNF326_pDS262,ZNF326
HIST2H2BF,5.806404456792995e-05,0.001139994715127794,ZNF326_pDS262,ZNF326
RP11-196G18.24,0.0023441475452423617,0.014100955869353542,ZNF326_pDS262,ZNF326
HIST2H2BE,0.03527116824129665,0.05141995415528423,ZNF326_pDS262,ZNF326
HIST2H2AC,0.012464912266822059,0.007254881942253154,ZNF326_pDS262,ZNF326
VPS45,0.00802519884892631,0.024250021600196254,ZNF326_pDS262,ZNF326
RPRD2,0.004808416989377681,0.009190931225058416,ZNF326_pDS262,ZNF326
ECM1,0.0011892199461739875,0.005098211354032721,ZNF326_pDS262,ZNF326
LINC00568,0.00030058741095590364,0.0016121959871673811,ZNF326_pDS262,ZNF326
MCL1,0.016705730922007413,0.03305001773693138,ZNF326_pDS262,ZNF326
CTSS,0.01290956494494828,0.01614209974195175,ZNF326_pDS262,ZNF326
FAM63A,0.005696694241864855,0.012304551850250211,ZNF326_pDS262,ZNF326
C1orf56,0.0017061598996676104,0.005407469730537927,ZNF326_pDS262,ZNF326
CDC42SE1,0.03627110418321222,0.046753683627854085,ZNF326_pDS262,ZNF326
MLLT11,0.07108897933951308,0.07570457622753152,ZNF326_pDS262,ZNF326
GABPB2,0.003779733459812679,0.0036049798203585583,ZNF326_pDS262,ZNF326
LYSMD1,0.00025808932106732217,0.009806605342239068,ZNF326_pDS262,ZNF326
TUFT1,0.005519277235097137,0.011314124496670387,ZNF326_pDS262,ZNF326
S100A11,0.03113973630979708,0.008060979935836715,ZNF326_pDS262,ZNF326
S100A4,0.008322209118333136,0.007254881942253283,ZNF326_pDS262,ZNF326
S100A13,0.07623279283981133,0.07812083598911791,ZNF326_pDS262,ZNF326
S100A1,0.00839549909655761,0.014532138244573318,ZNF326_pDS262,ZNF326
RP1-178F15.4,0.006108520360661991,0.009740119115693852,ZNF326_pDS262,ZNF326
ILF2,0.02527785544513129,0.03789518023870315,ZNF326_pDS262,ZNF326
RAB13,0.00037485983364206907,0.0011399947151279107,ZNF326_pDS262,ZNF326
PBXIP1,0.0038817556436360912,0.005699973575638845,ZNF326_pDS262,ZNF326
MUC1,0.00597440024132975,0.012745528385081252,ZNF326_pDS262,ZNF326
THBS3,0.0009577395153845522,0.011901894244472423,ZNF326_pDS262,ZNF326
GBA,0.00042141431938689166,0.00822061879830256,ZNF326_pDS262,ZNF326
FDPS,0.026731827043873835,0.009970881516432054,ZNF326_pDS262,ZNF326
RAB25,0.0002428440037529537,0.004700318623117859,ZNF326_pDS262,ZNF326
LMNA,0.06321433695070708,0.11769030706321894,ZNF326_pDS262,ZNF326
C1orf61,0.008172367504061062,0.014994289427640212,ZNF326_pDS262,ZNF326
MEF2D,0.004037824894715981,0.006139059420225641,ZNF326_pDS262,ZNF326
HAPLN2,0.001279183270842107,0.006887304276272029,ZNF326_pDS262,ZNF326
RP11-284F21.9,0.0026340030045327047,0.0033236271721441626,ZNF326_pDS262,ZNF326
CRABP2,0.00040804948822500893,0.004030489967918567,ZNF326_pDS262,ZNF326
SH2D2A,0.012994422294114346,0.021928236173758425,ZNF326_pDS262,ZNF326
NTRK1,0.00589104408018395,0.006647254344287994,ZNF326_pDS262,ZNF326
PEA15,0.025056661465654516,0.0466493303611593,ZNF326_pDS262,ZNF326
RP11-574F21.2,0.00014188975544996438,0.006139059420225407,ZNF326_pDS262,ZNF326
NCSTN,0.015114672394444119,0.022699925602981674,ZNF326_pDS262,ZNF326
NHLH1,0.0009334448111070122,0.008101184573951299,ZNF326_pDS262,ZNF326
VANGL2,0.0045708028104137904,0.0033236271721440594,ZNF326_pDS262,ZNF326
ARHGAP30,0.0003338974284437988,0.0018024899101793863,ZNF326_pDS262,ZNF326
PFDN2,0.045269002611228834,0.014509763884505924,ZNF326_pDS262,ZNF326
RP11-297K8.2,0.0001931896139201473,0.008681941092297347,ZNF326_pDS262,ZNF326
USP21,0.003827691256232255,0.012118310047555373,ZNF326_pDS262,ZNF326
FCER1G,0.03534655850332554,0.07254881942253219,ZNF326_pDS262,ZNF326
FCGR2A,0.011671575091782562,0.01587828902623772,ZNF326_pDS262,ZNF326
PBX1,0.0007682556464809307,0.002549105677016228,ZNF326_pDS262,ZNF326
TMCO1,0.02419483289594109,0.01481993129666133,ZNF326_pDS262,ZNF326
RP11-277B15.3,0.0014469610156960468,0.015315861878090115,ZNF326_pDS262,ZNF326
RCSD1,0.020827935575711845,0.030096724099342855,ZNF326_pDS262,ZNF326
MPC2,0.06779544890919749,0.056091910541603014,ZNF326_pDS262,ZNF326
ATP1B1,0.005438086158708138,0.006647254344287828,ZNF326_pDS262,ZNF326
