gene,S2,p_value_perm,n_peaks_on,n_peaks_off
CTA-398F10.1,0.7659416149933995,0.001996007984031936,4,4
DICER1,0.7659048600872329,0.001996007984031936,1,4
FITM1,0.7658619771339658,0.001996007984031936,4,4
TLX3,0.7658619771339653,0.001996007984031936,2,3
WBP2NL,0.7658435979903596,0.001996007984031936,3,4
RP11-57C13.6,0.76583542934051,0.001996007984031936,3,5
TRBC1,0.7658354293405096,0.001996007984031936,3,7
STATH,0.7658293027959432,0.001996007984031936,3,4
TMEM57,0.7658231762023645,0.001996007984031936,3,8
RP11-582J16.5,0.765819091779417,0.001996007984031936,3,4
RP11-98C1.2,0.7658129651041486,0.001996007984031936,1,8
DCAF4,0.7658129651041486,0.001996007984031936,3,5
C6orf229,0.7658129651041484,0.001996007984031936,3,4
CLIP1,0.7658129651041484,0.001996007984031936,2,5
LINC01562,0.7658129651041482,0.001996007984031936,3,4
IGHV3-49,0.7658068383798654,0.001996007984031936,2,4
ANO1-AS1,0.7658068383798654,0.001996007984031936,1,5
RP11-77E14.2,0.7658047961275459,0.001996007984031936,4,6
RP5-1029F21.4,0.7658047961275458,0.001996007984031936,5,4
SPOCK1,0.7658047961275458,0.001996007984031936,2,3
TIMD4,0.7658027538697794,0.001996007984031936,4,4
CYYR1,0.7642899869474253,0.001996007984031936,4,4
AC016682.1,0.7641426389452942,0.001996007984031936,3,4
RP11-624D11.2,0.7641037507062831,0.001996007984031936,6,2
RAET1G,0.7640750949478806,0.001996007984031936,2,4
NDUFA13,0.7640689542884009,0.001996007984031936,4,4
IGHV5-78,0.7640607666656586,0.001996007984031936,2,5
NNMT,0.7640546258910227,0.001996007984031936,1,6
SMCO1,0.7640505320138475,0.001996007984031936,3,5
KRTAP12-1,0.7640505320138473,0.001996007984031936,3,3
TJP2,0.7640505320138469,0.001996007984031936,4,3
SPARC,0.7640443911569544,0.001996007984031936,3,5
RP11-305L7.3,0.7640443911569542,0.001996007984031936,2,6
RP11-498M15.1,0.7640443911569542,0.001996007984031936,3,5
RP11-436F21.1,0.764044391156954,0.001996007984031936,4,3
FKBP6,0.764044391156954,0.001996007984031936,2,4
RP11-315A16.1,0.7640382502507049,0.001996007984031936,2,5
ALPP,0.7640382502507045,0.001996007984031936,2,5
RP1-228P16.8,0.7640382502507045,0.001996007984031936,2,3
PGM1,0.7640362032709869,0.001996007984031936,2,5
CPOX,0.7640362032709869,0.001996007984031936,2,3
EIF4EBP1,0.7640362032709866,0.001996007984031936,3,4
RBBP8,0.7623414692034493,0.001996007984031936,5,6
HOOK2,0.7623250567625077,0.001996007984031936,1,6
AGPAT2,0.7623065923440736,0.001996007984031936,1,8
ZC3H6,0.7623024890792398,0.001996007984031936,1,4
POLR1D,0.7623004374385411,0.001996007984031936,3,4
RIPK2,0.7622860757990355,0.001996007984031936,3,5
ROBO3,0.7622696621654177,0.001996007984031936,1,5
RP11-15K19.2,0.7622696621654174,0.001996007984031936,2,4
C14orf142,0.7622696621654174,0.001996007984031936,6,3
IGHV3-74,0.7622696621654169,0.001996007984031936,1,6
USP40,0.7622655587017898,0.001996007984031936,3,4
SLC6A3,0.7605483721005216,0.001996007984031936,2,4
GRAP,0.760538090181999,0.001996007984031936,3,4
LRRC52,0.7605339773756691,0.001996007984031936,5,2
RP11-368I23.3,0.7605319209641637,0.001996007984031936,4,5
TMEM41A,0.7605236952625372,0.001996007984031936,4,3
RP11-110I1.14,0.7605236952625372,0.001996007984031936,2,4
PVRL3,0.7605072435923742,0.001996007984031936,3,4
FOXD3,0.760507243592374,0.001996007984031936,2,6
GRHL3,0.7605051871085805,0.001996007984031936,3,3
XXbac-B444P24.14,0.7605051871085803,0.001996007984031936,4,7
DEFA1,0.7605051871085798,0.001996007984031936,2,3
RFWD3,0.7605010741243095,0.001996007984031936,2,4
OR2AP1,0.7587695884647461,0.001996007984031936,3,4
LTBP2,0.7587448537749638,0.001996007984031936,3,4
DHTKD1,0.7587448537749635,0.001996007984031936,3,4
RP11-847H18.2,0.7587386699765267,0.001996007984031936,3,8
OR8B12,0.7587386699765267,0.001996007984031936,3,4
MAGEB6P1,0.7587386699765265,0.001996007984031936,3,6
ALKBH3-AS1,0.7587386699765265,0.001996007984031936,4,4
LENEP,0.7587366086991811,0.001996007984031936,4,5
SERPINA3,0.7587366086991806,0.001996007984031936,4,5
IL18R1,0.7587366086991806,0.001996007984031936,3,3
IGHVIV-44-1,0.7587324861276905,0.001996007984031936,3,6
MOB1B,0.75873248612769,0.001996007984031936,2,6
ECT2L,0.7587304248335447,0.001996007984031936,3,5
RP11-126O1.6,0.7570692623199887,0.001996007984031936,3,5
COL17A1,0.7570527355808297,0.001996007984031936,4,2
KRTAP9-3,0.7570300107253758,0.001996007984031936,3,2
HOXA5,0.757019681020112,0.001996007984031936,5,4
RP11-202G11.2,0.7570134831292971,0.001996007984031936,2,3
RN7SL832P,0.7570010871954316,0.001996007984031936,4,4
CTD-2528A14.5,0.7569866250160349,0.001996007984031936,1,3
FAM83H-AS1,0.7569762947187293,0.001996007984031936,4,4
CASC2,0.7569700964726773,0.001996007984031936,2,7
IGSF11,0.7569700964726771,0.001996007984031936,1,4
LINC01537,0.7569700964726769,0.001996007984031936,1,4
RP11-431D12.1,0.7569700964726767,0.001996007984031936,1,6
CLUAP1,0.7569680303793811,0.001996007984031936,1,2
WARS,0.756963898175872,0.001996007984031936,2,4
C3AR1,0.756963898175872,0.001996007984031936,2,4
RP5-1159O4.1,0.7569638981758711,0.001996007984031936,2,4
RP11-16C1.1,0.7552450113377007,0.001996007984031936,2,3
TLN2,0.7552098067520335,0.001996007984031936,3,5
ACAD9,0.7552077358429463,0.001996007984031936,1,5
SRRM1,0.755201523081613,0.001996007984031936,3,3
UBA3,0.7552015230816125,0.001996007984031936,2,4
MEST,0.7552015230816125,0.001996007984031936,1,5
RP11-182N22.8,0.7551953102691685,0.001996007984031936,1,4
GREM2,0.7535055989573297,0.001996007984031936,4,4
CCDC69,0.7534765401366168,0.001996007984031936,3,6
CTC-297N7.1,0.7534640860132363,0.001996007984031936,3,4
IGHD2-21,0.753464086013236,0.001996007984031936,3,5
LYL1,0.7534599345930302,0.001996007984031936,1,4
CTA-14H9.5,0.7534578588743492,0.001996007984031936,3,5
WDR64,0.753457858874349,0.001996007984031936,3,4
RP11-561O23.8,0.7534495559424418,0.001996007984031936,3,2
AC023469.2,0.7534495559424416,0.001996007984031936,2,8
UTP15,0.7534329498041284,0.001996007984031936,3,3
ARHGEF16,0.7534329498041281,0.001996007984031936,3,5
EIF3J-AS1,0.7534329498041279,0.001996007984031936,2,4
CDKN3,0.7534329498041277,0.001996007984031936,3,5
MYH3,0.7534308740111041,0.001996007984031936,4,5
RP11-269F21.3,0.753430874011103,0.001996007984031936,2,5
RP11-665C16.5,0.7534267224078979,0.001996007984031936,3,4
BICC1,0.7534267224078973,0.001996007984031936,2,3
DMGDH,0.7534267224078973,0.001996007984031936,3,6
HDAC1,0.7517143111642074,0.001996007984031936,4,5
CTC-526N19.1,0.7517080695302111,0.001996007984031936,2,3
TP53TG3B,0.7516955861067369,0.001996007984031936,2,4
NDST3,0.7516893443172582,0.001996007984031936,4,5
C18orf42,0.751670618637833,0.001996007984031936,4,4
SLC32A1,0.751670618637833,0.001996007984031936,4,5
C9orf163,0.751670618637833,0.001996007984031936,4,3
CCRL2,0.751670618637832,0.001996007984031936,4,3
CTC-534A2.2,0.7516643766410245,0.001996007984031936,2,6
TRAV8-4,0.7516643766410245,0.001996007984031936,3,4
RP11-114H23.1,0.751664376641024,0.001996007984031936,2,5
RP11-703C10.1,0.7516581345923807,0.001996007984031936,3,6
SMNDC1,0.7516560538979805,0.001996007984031936,5,7
RP11-535A5.1,0.7516560538979801,0.001996007984031936,2,3
RP11-697E22.1,0.7499708807636911,0.001996007984031936,5,3
RP11-71E19.1,0.7499229156606311,0.001996007984031936,4,1
ZC3H11A,0.7499124880583549,0.001996007984031936,5,2
RP11-461M2.2,0.7499124880583541,0.001996007984031936,1,5
EXD3,0.7499041458721346,0.001996007984031936,2,1
CTD-2252P21.1,0.7499020603110796,0.001996007984031936,3,3
CTD-2531D15.4,0.7498958035931118,0.001996007984031936,5,5
LRRC4,0.7498958035931116,0.001996007984031936,2,4
DCTN3,0.7498937180088555,0.001996007984031936,3,6
CRYBA2,0.7498895468229411,0.001996007984031936,2,3
GNPAT,0.7481878530434812,0.001996007984031936,4,2
CELA3A,0.7481585876791206,0.001996007984031936,5,5
RP11-139B1.1,0.7481544068193331,0.001996007984031936,2,6
U66059.58,0.7481523163806785,0.001996007984031936,3,7
CREBBP,0.7481523163806779,0.001996007984031936,2,6
ZNF780B,0.7481439545676472,0.001996007984031936,2,7
CTB-60E11.9,0.7481376831465419,0.001996007984031936,5,3
AC004556.1,0.7481272306612058,0.001996007984031936,4,4
RP11-179A16.2,0.7481188685677894,0.001996007984031936,2,6
AGR2,0.7464529478309507,0.001996007984031936,3,3
AC010723.1,0.74645294783095,0.001996007984031936,3,5
RP3-406A7.7,0.7464089473203145,0.001996007984031936,3,3
ZNF521,0.7463900891645683,0.001996007984031936,3,3
NAALAD2,0.7463900891645681,0.001996007984031936,2,5
IAPP,0.7463900891645677,0.001996007984031936,3,4
RAC2,0.7463838030067701,0.001996007984031936,1,6
RP1-153P14.5,0.7463670396604726,0.001996007984031936,2,4
AC005550.3,0.7463586578461326,0.001996007984031936,3,5
RP11-736P16.1,0.7463586578461324,0.001996007984031936,2,5
SH3TC1,0.7463586578461322,0.001996007984031936,3,3
ATP6AP1L,0.7463586578461319,0.001996007984031936,4,4
RP11-77K12.10,0.7463565623778392,0.001996007984031936,2,3
MSL1,0.7463523714236038,0.001996007984031936,3,3
RET,0.7447350015833528,0.001996007984031936,3,5
RP11-804A23.4,0.7446404940638952,0.001996007984031936,3,4
RIF1,0.7446404940638952,0.001996007984031936,3,5
RP11-313E19.2,0.7446005872874761,0.001996007984031936,3,4
HIST2H2AA3,0.7446005872874759,0.001996007984031936,1,5
LYZL2,0.7445963864497506,0.001996007984031936,3,4
ANP32B,0.7445963864497503,0.001996007984031936,4,5
RP11-130C19.3,0.7445900851487239,0.001996007984031936,3,6
AJ239322.3,0.7445900851487237,0.001996007984031936,2,5
MIR194-2HG,0.7445900851487234,0.001996007984031936,2,6
CIB2,0.744587984703198,0.001996007984031936,2,7
RP11-20I23.13,0.7445879847031974,0.001996007984031936,3,3
FASN,0.7445837837943703,0.001996007984031936,1,4
RP11-391J2.3,0.7445837837943695,0.001996007984031936,1,3
SSX4,0.7429057255352655,0.001996007984031936,3,1
AC006380.3,0.7428720414946667,0.001996007984031936,3,4
AQP1,0.7428215125698201,0.001996007984031936,1,3
MEF2C-AS1,0.7428215125698199,0.001996007984031936,2,4
PTPRG,0.7428215125698199,0.001996007984031936,2,5
ASB2,0.7428215125698199,0.001996007984031936,2,6
XXbac-BPGBPG55C20.1,0.7428194071233598,0.001996007984031936,2,2
RP5-856G1.1,0.7428130907481765,0.001996007984031936,2,3
OTUD6B-AS1,0.7428130907481761,0.001996007984031936,2,5
AC092687.3,0.7428130907481759,0.001996007984031936,3,5
RP11-757G1.6,0.7411711169097625,0.001996007984031936,5,6
FHL2,0.7411479050970254,0.001996007984031936,2,5
AC008154.4,0.7410529401102693,0.001996007984031936,3,4
NFAM1,0.7410529401102689,0.001996007984031936,1,4
RP11-642C5.1,0.7410508296390066,0.001996007984031936,2,4
RP11-217E13.1,0.7410466086784505,0.001996007984031936,3,4
RP11-397C18.2,0.74104660867845,0.001996007984031936,2,5
AC016909.1,0.74104660867845,0.001996007984031936,2,3
RP11-46H11.12,0.7410466086784497,0.001996007984031936,2,5
SYNJ2,0.7410444981891562,0.001996007984031936,2,3
C2CD4D,0.7395381862487941,0.001996007984031936,4,5
RP11-138E9.2,0.7394091727439517,0.001996007984031936,2,2
TGFB2,0.7393351384375026,0.001996007984031936,4,5
RP11-14C22.6,0.7393351384375026,0.001996007984031936,4,5
RP11-425D10.10,0.7393160998461171,0.001996007984031936,4,5
MARCH11,0.7393012917138555,0.001996007984031936,3,2
RP11-598C10.1,0.7392907142949278,0.001996007984031936,3,6
TM7SF3,0.7392843677709291,0.001996007984031936,3,5
TAT-AS1,0.7392843677709291,0.001996007984031936,4,3
AC023128.1,0.7392843677709289,0.001996007984031936,1,4
TDGF1,0.7392843677709289,0.001996007984031936,3,5
RP11-328J6.1,0.739282252250822,0.001996007984031936,2,4
LINC01150,0.739282252250822,0.001996007984031936,3,3
RP11-248E9.6,0.7392822522508217,0.001996007984031936,3,5
CLEC16A,0.7392780211924465,0.001996007984031936,1,4
SLC34A3,0.7392759056541788,0.001996007984031936,1,2
RP11-407N17.5,0.7392759056541788,0.001996007984031936,3,5
P2RX5,0.7392759056541781,0.001996007984031936,1,3
AC124944.3,0.7377702224808013,0.001996007984031936,5,4
HAO2,0.7376493806319963,0.001996007984031936,3,4
CLCN1,0.7375476037184922,0.001996007984031936,1,4
TAF7,0.7375476037184916,0.001996007984031936,3,4
RP6-91H8.1,0.7375327600784873,0.001996007984031936,4,2
PILRA,0.7375327600784871,0.001996007984031936,3,2
CDK11B,0.7375263984270315,0.001996007984031936,4,4
OR2AK2,0.737524277864352,0.001996007984031936,3,3
CTC-503K11.2,0.7375157955526639,0.001996007984031936,3,4
KLHL10,0.7375157955526633,0.001996007984031936,1,4
MLF1,0.7375157955526633,0.001996007984031936,4,3
RP11-357H14.17,0.7375157955526633,0.001996007984031936,4,3
HSP90AA1,0.7375136749594984,0.001996007984031936,4,5
CPEB3,0.737513674959498,0.001996007984031936,3,4
C9orf50,0.737509433754875,0.001996007984031936,3,5
RP4-669L17.10,0.7375073131434171,0.001996007984031936,2,6
RP11-279F6.2,0.7375073131434166,0.001996007984031936,2,5
ACBD3,0.7375073131434166,0.001996007984031936,4,5
SPTBN5,0.7358322460454467,0.001996007984031936,3,2
EYA1,0.7357642287601612,0.001996007984031936,2,3
CIAO1,0.7357578518172897,0.001996007984031936,2,3
RP11-37L2.1,0.735753600491336,0.001996007984031936,3,5
RP13-49I15.6,0.7357472234563462,0.001996007984031936,3,6
CDC6,0.7357472234563462,0.001996007984031936,2,7
RP11-589M4.1,0.7357450977657334,0.001996007984031936,3,5
RP11-558A11.3,0.7357450977657328,0.001996007984031936,2,7
IGKV1D-35,0.7357408463660836,0.001996007984031936,3,6
PRDX2,0.735740846366083,0.001996007984031936,2,4
AC079779.7,0.7341128802096333,0.001996007984031936,3,4
RP11-6B4.1,0.734080923215194,0.001996007984031936,3,4
RPTOR,0.7339850438836187,0.001996007984031936,3,3
RAB3IL1,0.7339850438836182,0.001996007984031936,3,6
RP11-432I5.4,0.7339786514828585,0.001996007984031936,3,5
PCSK6,0.7339786514828582,0.001996007984031936,2,3
GDF5OS,0.7339786514828582,0.001996007984031936,1,5
HLA-DOA,0.7339765206702324,0.001996007984031936,3,4
AP000769.7,0.7339722590264247,0.001996007984031936,2,4
HSF1,0.7339722590264247,0.001996007984031936,3,4
MGP,0.7339701281952404,0.001996007984031936,3,6
SMIM11B,0.7323894779822286,0.001996007984031936,4,3
BACE1,0.7323125983568586,0.001996007984031936,6,4
CTD-2501B8.1,0.7322848342863514,0.001996007984031936,2,6
ZNF66,0.732261340789089,0.001996007984031936,3,3
BTF3L4,0.732237846538049,0.001996007984031936,1,5
RP11-460I13.2,0.7322207593365313,0.001996007984031936,1,4
AC004067.5,0.7322207593365311,0.001996007984031936,1,6
SCN8A,0.7322100796330899,0.001996007984031936,3,3
TMEM86B,0.7322100796330899,0.001996007984031936,2,6
NSUN2,0.7322036717362553,0.001996007984031936,2,3
LINC00427,0.7305378523105149,0.001996007984031936,3,6
CTD-2154I11.2,0.7304843292111797,0.001996007984031936,3,2
RP4-715N11.2,0.7304693420405866,0.001996007984031936,3,2
SNRNP40,0.7304672009911155,0.001996007984031936,2,3
RP11-292E2.1,0.7304479312634591,0.001996007984031936,1,5
RING1,0.7304415079079399,0.001996007984031936,2,6
RP11-67M9.1,0.7304393667768803,0.001996007984031936,2,3
MGAT4B,0.7304329433460464,0.001996007984031936,2,4
RP11-523L20.1,0.730430802189882,0.001996007984031936,3,6
RP1-171K16.5,0.7287759526109924,0.001996007984031936,4,4
SLC22A10,0.7287351770658463,0.001996007984031936,3,3
PGLYRP3,0.7287051304673196,0.001996007984031936,5,5
RNF125,0.7286986917493071,0.001996007984031936,2,6
BATF3,0.7286836678526921,0.001996007984031936,1,5
AC034228.3,0.7286729363083155,0.001996007984031936,1,5
LRMP,0.728672936308315,0.001996007984031936,3,3
RP11-535C7.1,0.728672936308315,0.001996007984031936,3,6
GOLGA6D,0.7286707899804736,0.001996007984031936,2,2
TAS2R16,0.7286664973058246,0.001996007984031936,3,5
TMEM8C,0.7286643509590167,0.001996007984031936,2,4
FAM184B,0.7286622046058864,0.001996007984031936,4,6
CTD-2134A5.3,0.7271452981397513,0.001996007984031936,3,1
SLC16A9,0.7269818163910808,0.001996007984031936,3,4
RP11-301J16.7,0.726930182937355,0.001996007984031936,2,3
EXO5,0.7269151224891647,0.001996007984031936,3,5
RP11-73K9.3,0.7269108194466567,0.001996007984031936,2,5
RP11-573D15.8,0.7269108194466565,0.001996007984031936,5,4
PDE11A,0.7269108194466565,0.001996007984031936,5,4
RP11-115J16.1,0.7269043648351327,0.001996007984031936,3,4
RP11-324C10.1,0.726897910166294,0.001996007984031936,3,4
ACSBG1,0.726897910166294,0.001996007984031936,3,6
PUS10,0.7268979101662937,0.001996007984031936,2,6
KRT72,0.726895758597277,0.001996007984031936,1,2
UNC45B,0.7253492846921252,0.001996007984031936,5,4
PRUNE2,0.7252306862272182,0.001996007984031936,3,6
IGF2BP1,0.7251789280913116,0.001996007984031936,3,2
AC005754.7,0.7251789280913116,0.001996007984031936,2,2
FUK,0.7251616745584054,0.001996007984031936,2,4
LINC01093,0.7251530476380101,0.001996007984031936,2,3
KCNK9,0.7251530476380099,0.001996007984031936,3,3
RP13-81N3.2,0.7251465773803605,0.001996007984031936,2,4
SESTD1,0.7251465773803605,0.001996007984031936,2,6
RP11-405M12.3,0.7251422638431878,0.001996007984031936,4,3
PISRT1,0.7251422638431873,0.001996007984031936,3,4
PCDHAC1,0.7251357934893172,0.001996007984031936,5,5
AC093381.2,0.7251357934893162,0.001996007984031936,3,4
MRPS17,0.7251293230777105,0.001996007984031936,2,3
TMCO3,0.7234450525120276,0.001996007984031936,5,3
TRIM4,0.723442890673975,0.001996007984031936,4,4
AC004901.1,0.7234191100290082,0.001996007984031936,3,4
SPAG16,0.7234191100290079,0.001996007984031936,3,3
FAM199X,0.7233953286022838,0.001996007984031936,2,4
CCDC115,0.7233953286022835,0.001996007984031936,4,1
CTD-2532N20.1,0.723373708444996,0.001996007984031936,3,5
XKR6,0.7233737084449956,0.001996007984031936,3,3
SYTL2,0.723373708444995,0.001996007984031936,3,4
LAMB4,0.7233672222718018,0.001996007984031936,3,3
AC092192.1,0.7233672222718018,0.001996007984031936,3,3
ATG2B,0.7233607360404496,0.001996007984031936,3,6
RP1-85F18.6,0.7233607360404488,0.001996007984031936,2,4
PLEKHG5,0.7233585739504074,0.001996007984031936,1,3
RP11-544I20.2,0.7233585739504068,0.001996007984031936,3,4
RP11-438J1.1,0.7233585739504066,0.001996007984031936,2,2
RXRG,0.7217135124638037,0.001996007984031936,3,2
OR51B4,0.7216961760834868,0.001996007984031936,2,3
PECAM1,0.721650666103643,0.001996007984031936,4,3
AC079742.4,0.7216441644436608,0.001996007984031936,2,4
CCDC50,0.7216441644436602,0.001996007984031936,1,4
SPDYE4,0.7216246591122444,0.001996007984031936,3,5
PGAM4,0.7216159899068242,0.001996007984031936,4,3
ARL10,0.7216094879344112,0.001996007984031936,4,5
SULT2A1,0.721605153253589,0.001996007984031936,3,3
RCOR1,0.7216051532535888,0.001996007984031936,3,3
C11orf96,0.7216051532535888,0.001996007984031936,3,4
GTF2A2,0.7216051532535885,0.001996007984031936,3,3
RPAIN,0.7215986511835324,0.001996007984031936,2,3
LINC00398,0.7215986511835322,0.001996007984031936,4,3
RP11-673E1.4,0.7215986511835322,0.001996007984031936,1,5
CALU,0.721598651183532,0.001996007984031936,2,8
RAB11A,0.7215921490548874,0.001996007984031936,3,4
RP11-220I1.5,0.7215921490548867,0.001996007984031936,3,5
RP11-644L4.1,0.7199778080896323,0.001996007984031936,4,2
RP11-145G20.1,0.7199343618645166,0.001996007984031936,3,3
SLITRK5,0.7198757053013304,0.001996007984031936,2,3
XKR9,0.719847461547725,0.001996007984031936,1,5
LA16c-306E5.2,0.7198409436010582,0.001996007984031936,1,5
LRRC74B,0.719840943601058,0.001996007984031936,2,6
B2M,0.7198365982704918,0.001996007984031936,1,5
CTC-339F2.2,0.7198300802254597,0.001996007984031936,3,4
RP11-298O21.7,0.7198300802254597,0.001996007984031936,3,4
RP11-831F12.2,0.7198300802254595,0.001996007984031936,3,4
HAR1B,0.7198300802254592,0.001996007984031936,1,4
LL22NC03-N95F10.1,0.7198300802254589,0.001996007984031936,4,5
SLC10A7,0.7198279075306662,0.001996007984031936,3,4
AC008937.3,0.7198279075306656,0.001996007984031936,2,2
RP11-733D4.1,0.7198235621214056,0.001996007984031936,2,3
FBXL8,0.7198235621214054,0.001996007984031936,1,5
SLC22A18,0.7198213894069379,0.001996007984031936,2,4
IRF2BP2,0.7198213894069376,0.001996007984031936,2,4
RP11-104O19.4,0.7181834694386303,0.001996007984031936,3,2
FAM150B,0.7181137805234329,0.001996007984031936,3,4
RP11-890B15.2,0.7181137805234321,0.001996007984031936,4,4
TSHZ3,0.7180723995300116,0.001996007984031936,3,6
CTC-264K15.6,0.7180680434972436,0.001996007984031936,4,3
SPATA31D3,0.718061509398546,0.001996007984031936,3,3
DAB2,0.7180615093985457,0.001996007984031936,1,4
ZNF649,0.718059331352434,0.001996007984031936,4,6
RP5-897D18.1,0.7180593313524333,0.001996007984031936,3,5
RP11-246K15.1,0.7180593313524333,0.001996007984031936,2,5
MAP3K7,0.7180593313524333,0.001996007984031936,3,4
S1PR4,0.718059331352433,0.001996007984031936,3,3
SP9,0.7180593313524328,0.001996007984031936,4,6
RP11-562F9.2,0.7180549752403885,0.001996007984031936,3,6
ANGPTL6,0.7163191392709272,0.001996007984031936,3,4
NUDT11,0.7163104058550213,0.001996007984031936,3,3
LST1,0.7162994889354001,0.001996007984031936,4,3
PLEKHG2,0.7162994889353999,0.001996007984031936,3,4
UBE2Q1,0.7162994889353996,0.001996007984031936,3,3
STX16,0.7162994889353996,0.001996007984031936,4,4
METTL10,0.7162929387037629,0.001996007984031936,4,5
RP3-475N16.1,0.7162929387037626,0.001996007984031936,3,4
RP11-98F14.11,0.7162907552799063,0.001996007984031936,3,7
ZDHHC15,0.7162863884122262,0.001996007984031936,1,6
TDRD7,0.7162863884122258,0.001996007984031936,2,5
LYSMD2,0.7162842049684026,0.001996007984031936,4,5
CBY3,0.7162842049684021,0.001996007984031936,3,5
RP11-136K7.3,0.7162842049684018,0.001996007984031936,4,6
RP11-1148O4.2,0.7145768980080411,0.001996007984031936,5,5
RP5-1042K10.13,0.714570331985979,0.001996007984031936,2,4
TM2D1,0.7145571997608501,0.001996007984031936,3,6
ATP5L,0.7145528222988407,0.001996007984031936,1,5
RP11-153F1.2,0.714541878526492,0.001996007984031936,3,4
ZNF212,0.7145309345865286,0.001996007984031936,1,3
ABCA3,0.7145309345865286,0.001996007984031936,2,3
RP11-80H8.3,0.7145243681420917,0.001996007984031936,2,4
CPLX3,0.7145178016373094,0.001996007984031936,2,4
EN2,0.7145178016373089,0.001996007984031936,1,6
UBE2L3,0.7145156127889714,0.001996007984031936,3,6
COPRS,0.7145156127889708,0.001996007984031936,4,4
FCGR1A,0.7128194282991145,0.001996007984031936,4,4
STX11,0.712788710795056,0.001996007984031936,5,7
PHLDA2,0.7127821283005322,0.001996007984031936,1,4
CCDC166,0.7127733515466049,0.001996007984031936,2,4
HIF1A-AS1,0.7127733515466044,0.001996007984031936,3,4
CEACAM18,0.7127667689102359,0.001996007984031936,3,2
COL8A1,0.7127667689102349,0.001996007984031936,3,2
CTD-3028N15.1,0.7127645746846032,0.001996007984031936,4,5
RP11-349E4.1,0.7127645746846032,0.001996007984031936,3,2
LINC01298,0.712762380452216,0.001996007984031936,2,6
RP11-214O1.1,0.712762380452216,0.001996007984031936,5,5
APELA,0.7127557977145235,0.001996007984031936,1,4
ELMO1,0.7127557977145235,0.001996007984031936,2,5
VPS13C,0.712755797714523,0.001996007984031936,1,5
RP11-10J21.3,0.712753603455116,0.001996007984031936,3,5
RP11-798K23.4,0.7127536034551154,0.001996007984031936,2,2
RP11-156K13.3,0.7127492149160352,0.001996007984031936,3,6
RP11-326C3.7,0.7127492149160348,0.001996007984031936,3,5
HSPB1,0.7127470206363617,0.001996007984031936,5,5
RP11-831H9.3,0.7110576147926113,0.001996007984031936,2,4
MKI67,0.7110202223696013,0.001996007984031936,5,5
RP11-274J16.5,0.7110202223696013,0.001996007984031936,4,4
PGAM1,0.7110202223696013,0.001996007984031936,4,4
RBM20,0.7110136235025847,0.001996007984031936,2,4
ETV4,0.7110048249179605,0.001996007984031936,3,2
RP11-191L17.1,0.7110048249179597,0.001996007984031936,3,4
H1FX-AS1,0.7109960262244531,0.001996007984031936,3,2
RP11-63C8.1,0.7109960262244528,0.001996007984031936,2,1
UBR3,0.7109938265340626,0.001996007984031936,3,5
UBD,0.7109938265340618,0.001996007984031936,3,4
AC005264.2,0.7109872274220591,0.001996007984031936,2,3
GCOM1,0.7109872274220591,0.001996007984031936,4,4
MFSD11,0.7109872274220588,0.001996007984031936,1,3
CTA-363E6.5,0.7109872274220588,0.001996007984031936,4,5
RP11-57H12.3,0.7109872274220588,0.001996007984031936,2,5
CCNH,0.7109872274220588,0.001996007984031936,2,3
CD6,0.7109872274220583,0.001996007984031936,3,4
RP11-945A11.2,0.7109872274220583,0.001996007984031936,3,6
B4GALT7,0.7109872274220583,0.001996007984031936,4,3
PRELID3A,0.7109850277044466,0.001996007984031936,4,4
TEX12,0.7109850277044466,0.001996007984031936,3,3
TNFAIP1,0.710985027704446,0.001996007984031936,3,5
RP11-570L15.2,0.7109850277044458,0.001996007984031936,3,4
MRTO4,0.710980628248804,0.001996007984031936,4,6
CDK13,0.7109784285107741,0.001996007984031936,4,5
DPP10-AS3,0.7109784285107736,0.001996007984031936,1,2
MIA3,0.7109784285107736,0.001996007984031936,4,7
RP11-284A20.1,0.7109784285107736,0.001996007984031936,1,2
AC006150.1,0.7109784285107733,0.001996007984031936,2,3
EMILIN2,0.7094832318691314,0.001996007984031936,3,5
ATG10-AS1,0.7093068597654603,0.001996007984031936,3,2
IGHGP,0.7092627598866699,0.001996007984031936,3,3
RP11-386I14.4,0.7092362986431862,0.001996007984031936,4,3
GS1-256O22.5,0.7092362986431858,0.001996007984031936,3,2
POLG2,0.7092296831780548,0.001996007984031936,1,8
VPS26A,0.7092296831780548,0.001996007984031936,2,5
TCEB3-AS1,0.709225272833686,0.001996007984031936,3,3
ECM2,0.7092186572657083,0.001996007984031936,4,3
RUFY3,0.7092186572657083,0.001996007984031936,4,4
AGBL1-AS1,0.7092186572657081,0.001996007984031936,2,5
RTKN,0.7092186572657078,0.001996007984031936,2,5
POLM,0.709216452062669,0.001996007984031936,3,4
DGKZ,0.7092120416360203,0.001996007984031936,2,3
OR7A10,0.70921204163602,0.001996007984031936,4,5
RP11-2B6.3,0.7092120416360195,0.001996007984031936,4,6
RP1-53O8.2,0.7092120416360195,0.001996007984031936,2,5
DDB2,0.7092120416360195,0.001996007984031936,2,5
CTD-3051D23.1,0.7092076311819435,0.001996007984031936,4,5
KLRF2,0.707635762725327,0.001996007984031936,4,3
ITPA,0.7075893484233347,0.001996007984031936,4,4
