gene,S2,p_value_perm,target
RP11-267C16.1,0.5270539496792546,0.38308457711442784,CEBPE
ATP8B1,0.778287437980155,0.004975124378109453,CEBPE
RP11-693L9.2,0.8294873507443682,0.7711442786069652,CEBPE
RP11-126O1.6,0.7570692623199887,0.5920398009950248,CEBPE
RP11-685A21.1,0.8701589980554117,0.004975124378109453,CEBPE
RP11-635N19.1,0.6951151013376227,0.21890547263681592,CEBPE
SERPINB3,0.868390418774139,0.004975124378109453,CEBPE
RP11-146N18.1,0.8507046301470046,0.004975124378109453,CEBPE
CDH19,0.7764787958356786,0.004975124378109453,CEBPE
NETO1,0.6826901219734878,0.12935323383084577,CEBPE
RP11-405M12.3,0.7251422638431878,0.3582089552238806,CEBPE
ATP9B,0.6791529864636113,0.5124378109452736,CEBPE
RP11-196B3.3,0.5518052804901203,0.0845771144278607,CEBPE
RP11-154H12.3,0.7074434550780914,0.004975124378109453,CEBPE
ITPA,0.7075893484233347,0.004975124378109453,CEBPE
PRNT,0.5447395401492572,0.34328358208955223,CEBPE
RP11-19D2.1,0.7003758085617577,0.7164179104477612,CEBPE
AL049794.1,0.8136798343071563,0.004975124378109453,CEBPE
RP4-777L9.3,0.6685415837217014,0.4925373134328358,CEBPE
RP5-1177M21.1,0.6738449634149092,0.05970149253731343,CEBPE
RP5-984P4.6,0.7021354682953068,0.12437810945273632,CEBPE
FOXA2,0.6703078172378639,0.8756218905472637,CEBPE
THBD,0.7004093033932,0.34328358208955223,CEBPE
LINC01431,0.6950701010396946,0.22885572139303484,CEBPE
NAPB,0.8082587708692378,0.004975124378109453,CEBPE
CSTL1,0.8259388588637832,0.004975124378109453,CEBPE
REM1,0.7852613106115117,0.004975124378109453,CEBPE
TTLL9,0.6685766734087665,0.004975124378109453,CEBPE
CCM2L,0.7004026045550548,0.004975124378109453,CEBPE
RP11-410N8.3,0.6315577528899341,0.11940298507462686,CEBPE
RP1-63M2.5,0.6225790074718046,0.2885572139303483,CEBPE
ASIP,0.7958846335098402,0.004975124378109453,CEBPE
TP53INP2,0.6526244907525626,0.4129353233830846,CEBPE
GDF5OS,0.7339786514828582,0.004975124378109453,CEBPE
NFS1,0.624360037245016,0.11940298507462686,CEBPE
ROMO1,0.6101789822681625,0.024875621890547265,CEBPE
PHF20,0.6296306757652598,0.11940298507462686,CEBPE
RP4-564F22.6,0.6614578608451288,0.7910447761194029,CEBPE
SLC32A1,0.751670618637833,0.004975124378109453,CEBPE
R3HDML,0.7852672855503096,0.004975124378109453,CEBPE
HNF4A-AS1,0.6596916403615298,0.25870646766169153,CEBPE
PABPC1L,0.8294741523899422,0.004975124378109453,CEBPE
SYS1-DBNDD2,0.8471767038850436,0.004975124378109453,CEBPE
PIGT,0.8082742506020858,0.004975124378109453,CEBPE
RP4-569M23.5,0.6172506919607075,0.004975124378109453,CEBPE
KCNB1,0.5270480148882778,0.7512437810945274,CEBPE
RP11-112L6.3,0.8860709197092961,0.06965174129353234,CEBPE
BCAS4,0.8279171583657204,0.004975124378109453,CEBPE
RP4-715N11.2,0.7304693420405866,0.004975124378109453,CEBPE
RP11-15M15.2,0.6862340953125722,0.29850746268656714,CEBPE
AC005808.3,0.8241759622714577,0.11940298507462686,CEBPE
AURKA,0.7659416149933995,0.004975124378109453,CEBPE
CSTF1,0.6826832492656707,0.029850746268656716,CEBPE
TFAP2C,0.8489415785028038,0.004975124378109453,CEBPE
RP5-897D18.1,0.7180593313524333,0.014925373134328358,CEBPE
RP5-907D15.3,0.6756227961786551,0.16417910447761194,CEBPE
STX16,0.7162994889353996,0.004975124378109453,CEBPE
GNAS,0.7695208532686385,0.1890547263681592,CEBPE
ATP5E,0.6687380622545015,0.15920398009950248,CEBPE
RP5-908M14.5,0.7021443780220178,0.29850746268656714,CEBPE
HAR1B,0.7198300802254592,0.21890547263681592,CEBPE
FLJ16779,0.6084027101445587,0.5323383084577115,CEBPE
SRMS,0.603249943748589,0.13930348258706468,CEBPE
RTEL1-TNFRSF6B,0.7923396131152921,0.004975124378109453,CEBPE
RP4-583P15.16,0.6791460779612886,0.29850746268656714,CEBPE
MYT1,0.7003847406734333,0.5472636815920398,CEBPE
AC092192.1,0.7233672222718018,0.004975124378109453,CEBPE
AC006273.4,0.8347855536695009,0.004975124378109453,CEBPE
AZU1,0.8135645005242512,0.05970149253731343,CEBPE
PRTN3,0.6632358845438329,0.6218905472636815,CEBPE
ELANE,0.7021889249598062,0.004975124378109453,CEBPE
KLF16,0.5995650150875035,0.07960199004975124,CEBPE
MKNK2,0.6154973695904971,0.24378109452736318,CEBPE
MOB3A,0.7799555449567878,0.014925373134328358,CEBPE
OAZ1,0.7728872619746816,0.004975124378109453,CEBPE
TIMM13,0.682696994612118,0.04477611940298507,CEBPE
AC006130.3,0.6614673184847986,0.43781094527363185,CEBPE
AC005264.2,0.7109872274220591,0.014925373134328358,CEBPE
S1PR4,0.718059331352433,0.03980099502487562,CEBPE
CACTIN-AS1,0.6685392443437452,0.004975124378109453,CEBPE
AC004637.1,0.7976551569473003,0.1044776119402985,CEBPE
ALKBH7,0.6826832492656707,0.6517412935323383,CEBPE
PSPN,0.6987258800179943,0.029850746268656716,CEBPE
CTD-3193O13.13,0.6013361828116407,0.03980099502487562,CEBPE
CTD-2586B10.1,0.6685392443437456,0.014925373134328358,CEBPE
ACTL9,0.6756089069067842,0.6268656716417911,CEBPE
ZNF177,0.7003735755160392,0.12935323383084577,CEBPE
ANGPTL6,0.7163191392709272,0.009950248756218905,CEBPE
CDKN2D,0.6455502317265542,0.2935323383084577,CEBPE
LDLR,0.7782412181047649,0.004975124378109453,CEBPE
TMEM205,0.6703101504435123,0.7213930348258707,CEBPE
CTD-2192J16.22,0.6262958403718816,0.08955223880597014,CEBPE
CTD-2192J16.26,0.6809123667141307,0.01990049751243781,CEBPE
HOOK2,0.7623250567625077,0.004975124378109453,CEBPE
PRDX2,0.735740846366083,0.004975124378109453,CEBPE
MAST1,0.698598284405506,0.10945273631840796,CEBPE
FARSA,0.5695021532285109,0.024875621890547265,CEBPE
LYL1,0.7534599345930302,0.004975124378109453,CEBPE
CTD-3252C9.2,0.6879958263884947,0.009950248756218905,CEBPE
CTB-55O6.13,0.6826786674220202,0.1691542288557214,CEBPE
OR7A10,0.70921204163602,0.03482587064676617,CEBPE
EPHX3,0.6509688541814458,0.029850746268656716,CEBPE
SIN3B,0.6968319369058764,0.7810945273631841,CEBPE
CTD-2528A14.5,0.7569866250160349,0.004975124378109453,CEBPE
CTD-3149D2.4,0.6844655448402991,0.3681592039800995,CEBPE
GDF15,0.8719706249339114,0.07462686567164178,CEBPE
ISYNA1,0.6862272580983808,0.208955223880597,CEBPE
TM6SF2,0.8418896045730911,0.004975124378109453,CEBPE
NDUFA13,0.7640689542884009,0.004975124378109453,CEBPE
ZNF14,0.6968566248544608,0.04477611940298507,CEBPE
ZNF506,0.687989006682334,0.5522388059701493,CEBPE
ZNF737,0.5465481635778581,0.06965174129353234,CEBPE
ZNF626,0.6879890066823345,0.3681592039800995,CEBPE
ZNF66,0.732261340789089,0.004975124378109453,CEBPE
TSHZ3,0.7180723995300116,0.004975124378109453,CEBPE
CTC-526N19.1,0.7517080695302111,0.11442786069651742,CEBPE
CTD-2553L13.10,0.8613215497518674,0.004975124378109453,CEBPE
SCN1B,0.6845409439969182,0.8507462686567164,CEBPE
FFAR2,0.5995676235874422,0.35323383084577115,CEBPE
AC002398.9,0.6897621274295702,0.9203980099502488,CEBPE
PRODH2,0.6561592378116109,0.8756218905472637,CEBPE
AD001527.7,0.6933015321555642,0.0945273631840796,CEBPE
COX7A1,0.6720880255104763,0.6019900497512438,CEBPE
SPINT2,0.696836425688858,0.08955223880597014,CEBPE
PLEKHG2,0.7162994889353999,0.004975124378109453,CEBPE
CTB-60E11.9,0.7481376831465419,0.5472636815920398,CEBPE
LGALS16,0.7800096835418275,0.13432835820895522,CEBPE
ZNF780B,0.7481439545676472,0.004975124378109453,CEBPE
AC010412.1,0.6084207041785664,0.1044776119402985,CEBPE
CTC-490E21.14,0.5254223332064929,0.845771144278607,CEBPE
AC006129.2,0.7021510602428573,0.12935323383084577,CEBPE
CEACAM21,0.7005164760914797,0.004975124378109453,CEBPE
SRRM5,0.7834887297097275,0.004975124378109453,CEBPE
ZNF235,0.6333085937555042,0.13432835820895522,CEBPE
CTB-129P6.4,0.6844769694888186,0.4228855721393035,CEBPE
FOSB,0.6773959630178567,0.8059701492537313,CEBPE
VASP,0.68452495093042,0.11940298507462686,CEBPE
AC092301.3,0.7039196130556302,0.19402985074626866,CEBPE
NANOS2,0.8224073850918072,0.004975124378109453,CEBPE
IGFL1,0.6667800538631221,0.014925373134328358,CEBPE
AC007193.10,0.7852772436806145,0.004975124378109453,CEBPE
SULT2A1,0.721605153253589,0.22885572139303484,CEBPE
CARD8-AS1,0.7021376957375846,0.2736318407960199,CEBPE
KCNJ14,0.8011766576417615,0.004975124378109453,CEBPE
BAX,0.7817301354417288,0.004975124378109453,CEBPE
ALDH16A1,0.6844586899596535,0.004975124378109453,CEBPE
AP2A1,0.6048836442994481,0.03482587064676617,CEBPE
SYT3,0.6561544707541708,0.009950248756218905,CEBPE
CTD-3187F8.2,0.6826901219734878,0.48258706467661694,CEBPE
CEACAM18,0.7127667689102359,0.004975124378109453,CEBPE
ZNF649,0.718059331352434,0.03980099502487562,CEBPE
ERVV-2,0.771110574827335,0.5074626865671642,CEBPE
ZNF347,0.6207802713468651,0.004975124378109453,CEBPE
CTD-2245F17.2,0.9002665512894991,0.009950248756218905,CEBPE
CTD-2245F17.6,0.7074500872464927,0.527363184079602,CEBPE
AC008753.4,0.811824821677015,0.004975124378109453,CEBPE
VSTM1,0.6951241010476257,0.004975124378109453,CEBPE
AC012314.8,0.7711288284374211,0.7562189054726368,CEBPE
LILRB5,0.6331678154265027,0.01990049751243781,CEBPE
LAIR1,0.696836425688858,0.13432835820895522,CEBPE
CDC42EP5,0.6580632912545755,0.14925373134328357,CEBPE
KIR3DL3,0.6774028893687506,0.14925373134328357,CEBPE
TMEM86B,0.7322100796330899,0.029850746268656716,CEBPE
EPN1,0.6951241010476259,0.18407960199004975,CEBPE
VN1R1,0.6685415837217014,0.472636815920398,CEBPE
ZNF419,0.6066624860820916,0.43781094527363185,CEBPE
LINC00279,0.8313405772969332,0.009950248756218905,CEBPE
TTTY18,0.565965043878321,0.0845771144278607,CEBPE
TSPY9P,0.7729358254219161,0.004975124378109453,CEBPE
AC010723.1,0.74645294783095,0.004975124378109453,CEBPE
TTTY5,0.6685486018064528,0.7810945273631841,CEBPE
CECR6,0.8400857140771686,0.004975124378109453,CEBPE
XXbac-B444P24.14,0.7605051871085803,0.004975124378109453,CEBPE
THAP7,0.6226493417584033,0.13930348258706468,CEBPE
LRRC74B,0.719840943601058,0.004975124378109453,CEBPE
UBE2L3,0.7145156127889714,0.004975124378109453,CEBPE
SDF2L1,0.9497451362640806,0.004975124378109453,CEBPE
PRAME,0.6066315494353511,0.07960199004975124,CEBPE
IGLV2-33,0.6508559257284527,0.004975124378109453,CEBPE
IGLV3-32,0.6791414722540307,0.43781094527363185,CEBPE
IGLVI-20,0.688014011941109,0.5522388059701493,CEBPE
CABIN1,0.7817781495767729,0.004975124378109453,CEBPE
LL22NC03-N95F10.1,0.7198300802254589,0.05970149253731343,CEBPE
RP1-231P7P.1,0.6897643948288293,0.12437810945273632,CEBPE
CTA-292E10.6,0.6154973695904968,0.004975124378109453,CEBPE
AC000035.3,0.6703288157963344,0.004975124378109453,CEBPE
RP11-247I13.11,0.6968319369058766,0.25870646766169153,CEBPE
IGLCOR22-2,0.7782412181047657,0.004975124378109453,CEBPE
RP3-323A16.1,0.7746618931974838,0.004975124378109453,CEBPE
RAC2,0.7463838030067701,0.004975124378109453,CEBPE
PICK1,0.6049353534794142,0.08955223880597014,CEBPE
RP5-1039K5.13,0.6968498918643156,0.263681592039801,CEBPE
RPL3,0.6773913454112478,0.373134328358209,CEBPE
ATF4,0.7004405637907793,0.004975124378109453,CEBPE
RP5-1042K10.13,0.714570331985979,0.004975124378109453,CEBPE
RP1-85F18.6,0.7233607360404488,0.004975124378109453,CEBPE
WBP2NL,0.7658435979903596,0.004975124378109453,CEBPE
FAM109B,0.6827359382575797,0.3482587064676617,CEBPE
NFAM1,0.7410529401102689,0.009950248756218905,CEBPE
PARVB,0.5801350549193369,0.014925373134328358,CEBPE
RP4-671O14.7,0.6986072392438921,0.004975124378109453,CEBPE
PRR5,0.7906026849971389,0.004975124378109453,CEBPE
FBLN1,0.8560377711460042,0.004975124378109453,CEBPE
GTSE1,0.6437816674209663,0.14427860696517414,CEBPE
CITF22-49D8.1,0.6950678509483209,0.23880597014925373,CEBPE
DENND6B,0.779961560540699,0.004975124378109453,CEBPE
ODF3B,0.7923396131152919,0.009950248756218905,CEBPE
SHANK3,0.6827084488560905,0.43283582089552236,CEBPE
ACR,0.8224168935160654,0.004975124378109453,CEBPE
SMIM11B,0.7323894779822286,0.01990049751243781,CEBPE
IGHV1OR21-1,0.6437938140386175,0.03482587064676617,CEBPE
RBM11,0.8843147092324374,0.1044776119402985,CEBPE
AF127577.11,0.6950701010396946,0.39303482587064675,CEBPE
BTG3,0.5359230068196713,0.5124378109452736,CEBPE
CYYR1,0.7642899869474253,0.5223880597014925,CEBPE
AP001604.3,0.703930721968759,0.08955223880597014,CEBPE
AL035610.2,0.6030969626231286,0.3034825870646766,CEBPE
RWDD2B,0.6154770413861981,0.27860696517412936,CEBPE
RP11-313P22.1,0.6950701010396949,0.7711442786069652,CEBPE
EVA1C,0.5765682375027674,0.19402985074626866,CEBPE
AP000695.6,0.7021376957375846,0.03980099502487562,CEBPE
AP001626.1,0.6897575926086921,0.23880597014925373,CEBPE
KB-51A8.1,0.5977990645902169,0.024875621890547265,CEBPE
TRAPPC10,0.7675815391602665,0.004975124378109453,CEBPE
AP001057.1,0.63140915339464,0.06467661691542288,CEBPE
AP001063.1,0.7817361373698841,0.004975124378109453,CEBPE
KRTAP12-1,0.7640505320138473,0.38308457711442784,CEBPE
LINC00315,0.6756158515784118,0.024875621890547265,CEBPE
COL18A1-AS2,0.8082587708692383,0.004975124378109453,CEBPE
PRMT2,0.5819223594168154,0.3283582089552239,CEBPE
AC136616.2,0.5838193934266057,0.5422885572139303,CEBPE
AC004556.1,0.7481272306612058,0.004975124378109453,CEBPE
AP006222.2,0.07396813045029488,0.9950248756218906,KLF1
RP4-669L17.2,0.1862567816713597,0.6766169154228856,KLF1
RP4-669L17.10,0.08069027108871721,0.8557213930348259,KLF1
OR4F29,0.1460013686304078,0.43283582089552236,KLF1
SAMD11,0.08979019144845436,0.6766169154228856,KLF1
MRPL20,0.10325219297372552,0.3482587064676617,KLF1
VWA1,0.08138514093289236,0.9203980099502488,KLF1
ATAD3B,0.26764433884053573,0.8805970149253731,KLF1
TMEM240,0.1376050968733194,0.6318407960199005,KLF1
CDK11B,0.1141163598261357,0.2835820895522388,KLF1
RP11-181G12.2,0.30795159871905153,0.8258706467661692,KLF1
ARHGEF16,0.2500152916868601,0.9800995024875622,KLF1
PLEKHG5,0.29534033479121785,0.572139303482587,KLF1
RP11-334N17.1,0.08138946521444652,0.9601990049751243,KLF1
SLC45A1,0.49751435830748975,0.7412935323383084,KLF1
SPSB1,0.14852982224442532,0.7910447761194029,KLF1
PEX14,0.11835531292493576,0.6069651741293532,KLF1
RP4-635E18.9,0.11002446880299611,0.05472636815920398,KLF1
RP11-56N19.5,0.1669586282578676,0.582089552238806,KLF1
PRAMEF1,0.298677164378867,0.8109452736318408,KLF1
PRAMEF2,0.41278118760496596,0.11940298507462686,KLF1
PRAMEF14,0.4530556122398068,0.17412935323383086,KLF1
EFHD2,0.3079070244534421,0.9402985074626866,KLF1
CLCNKA,0.12753561700979985,0.7313432835820896,KLF1
RP11-276H7.2,0.46314673049334265,0.5323383084577115,KLF1
RP5-875O13.1,0.10909288519236571,0.48258706467661694,KLF1
MRTO4,0.12431879991362922,0.8557213930348259,KLF1
PLA2G2A,0.128374522356501,0.8159203980099502,KLF1
PLA2G5,0.13929553126849234,0.7711442786069652,KLF1
RP4-749H3.2,0.3741858411521257,0.23880597014925373,KLF1
CELA3A,0.14350684809862946,0.6517412935323383,KLF1
C1QA,0.1468330454579027,0.32338308457711445,KLF1
TCEB3-AS1,0.14610257608091642,0.2537313432835821,KLF1
HMGCL,0.16370813621304028,0.35323383084577115,KLF1
GRHL3,0.3012046032052584,0.9054726368159204,KLF1
SRRM1,0.2005226404520369,0.527363184079602,KLF1
RP4-799D16.1,0.3305613893610852,0.7014925373134329,KLF1
TMEM57,0.3767018267802687,0.7412935323383084,KLF1
RP1-187B23.1,0.14185171767019988,0.6865671641791045,KLF1
RP1-317E23.3,0.127946130097284,0.3482587064676617,KLF1
AUNIP,0.11074502853243479,0.6218905472636815,KLF1
ZNF593,0.15102760001437726,0.4626865671641791,KLF1
CATSPER4,0.10656665511318317,0.7014925373134329,KLF1
ARID1A,0.5025510174036637,0.8109452736318408,KLF1
TRNP1,0.243401814778742,0.15422885572139303,KLF1
IFI6,0.14431632201276054,0.7761194029850746,KLF1
RPA2,0.14694805079799925,0.7213930348258707,KLF1
RP11-460I13.2,0.1027841590509207,0.9402985074626866,KLF1
EPB41,0.12417433699196999,0.8009950248756219,KLF1
SNRNP40,0.4497334114254511,0.3681592039800995,KLF1
RP11-73M7.1,0.7039166126336838,0.4925373134328358,KLF1
RP11-73M7.6,0.0957684626892745,0.4129353233830846,KLF1
RP4-622L5.7,0.5033934847597719,0.2537313432835821,KLF1
HDAC1,0.21729840889163862,0.582089552238806,KLF1
GJB5,0.15354204934452517,0.29850746268656714,KLF1
ZMYM6NB,0.11662390660769219,0.1691542288557214,KLF1
ZMYM6,0.19548895630038868,0.7412935323383084,KLF1
NCDN,0.22654411870401392,0.3283582089552239,KLF1
AGO3,0.1435362743348361,0.9502487562189055,KLF1
RP1-144F13.3,0.1426286406694583,0.9502487562189055,KLF1
RP11-656D10.3,0.1577366929497547,0.20398009950248755,KLF1
EXO5,0.1653211475141429,0.7711442786069652,KLF1
EDN2,0.3716679745007447,0.6467661691542289,KLF1
P3H1,0.13341061155002404,0.7164179104477612,KLF1
SZT2-AS1,0.18290094105639584,0.3681592039800995,KLF1
CCDC24,0.24582756264921873,0.417910447761194,KLF1
SLC6A9,0.12837726384951018,0.8805970149253731,KLF1
TMEM53,0.24166775329261064,0.9701492537313433,KLF1
PTCH2,0.14348968000736204,0.5024875621890548,KLF1
TESK2,0.15103459079225287,0.5024875621890548,KLF1
CYP4B1,0.10658316657965501,0.4975124378109453,KLF1
LINC01562,0.22827897585340298,0.8606965174129353,KLF1
BTF3L4,0.1149644090602786,0.7164179104477612,KLF1
RP11-334A14.8,0.16875547835599275,0.8407960199004975,KLF1
RP5-1024G6.5,0.3591019669842944,0.7412935323383084,KLF1
TM2D1,0.12512020959217793,0.9402985074626866,KLF1
FOXD3,0.15610844013067024,0.39303482587064675,KLF1
PGM1,0.16027324942327742,0.6417910447761194,KLF1
AK4,0.13005233584215234,0.06965174129353234,KLF1
LEPR,0.1434774158273033,0.4079601990049751,KLF1
IL12RB2,0.13510142839907413,0.08955223880597014,KLF1
LRRC40,0.4203319084234893,0.8557213930348259,KLF1
HHLA3,0.14515522902243097,0.12935323383084577,KLF1
RP5-952N6.1,0.10132194660398179,0.8955223880597015,KLF1
RP11-262K1.1,0.1426385104806027,0.31840796019900497,KLF1
LINC01360,0.11662390660769219,0.6019900497512438,KLF1
RP11-386I14.4,0.08479070278665497,0.8606965174129353,KLF1
PTGFR,0.08725769229612944,0.9502487562189055,KLF1
LINC01140,0.10573779445070423,0.8805970149253731,KLF1
GFI1,0.10237244436166822,0.7164179104477612,KLF1
ABCA4,0.21226296273896889,0.8159203980099502,KLF1
RP11-57H12.3,0.2500434437088938,0.13432835820895522,KLF1
RP11-147C23.1,0.3909680107453357,0.6865671641791045,KLF1
RP11-413P11.1,0.15438325668412986,0.7114427860696517,KLF1
RP5-936J12.1,0.513457650380021,0.7810945273631841,KLF1
RP11-153F1.2,0.2777040834835946,0.9402985074626866,KLF1
PRMT6,0.2341047883445282,0.46766169154228854,KLF1
RP11-475E11.9,0.12431030674197704,0.5124378109452736,KLF1
RSBN1,0.2139524196913731,0.03980099502487562,KLF1
HIPK1-AS1,0.13341061155002454,0.7910447761194029,KLF1
TSPAN2,0.12586060551371533,0.16417910447761194,KLF1
HAO2,0.11412561162880464,0.9054726368159204,KLF1
NBPF26,0.3230281241076525,0.9402985074626866,KLF1
CH17-118O6.3,0.2543499702769098,0.9253731343283582,KLF1
RP11-763B22.6,0.13425999238948338,0.5223880597014925,KLF1
RP5-998N21.7,0.17619526020940038,0.48756218905472637,KLF1
GPR89B,0.12841289793255017,0.5771144278606966,KLF1
FCGR1A,0.1459869046955626,0.835820895522388,KLF1
HIST2H2AA3,0.08728592124411617,0.9054726368159204,KLF1
ANP32E,0.22319955032122768,0.8109452736318408,KLF1
MRPS21,0.4404791618968052,0.3880597014925373,KLF1
CTSS,0.2869658696761085,0.9253731343283582,KLF1
RP11-98D18.3,0.12669671261849838,0.10945273631840796,KLF1
C2CD4D,0.3574063796890655,0.8059701492537313,KLF1
LCE1D,0.09900645341150927,0.9402985074626866,KLF1
PGLYRP3,0.2558908848401154,0.5970149253731343,KLF1
UBE2Q1,0.40525131304215944,0.6069651741293532,KLF1
LENEP,0.48577158857723624,0.4925373134328358,KLF1
ZBTB7B,0.1527238635189596,0.08955223880597014,KLF1
TRIM46,0.288658249050546,0.582089552238806,KLF1
YY1AP1,0.3657980336529334,0.6368159203980099,KLF1
SYT11,0.0999404972421786,0.39800995024875624,KLF1
KIAA0907,0.18123855733321023,0.07462686567164178,KLF1
AL365181.2,0.31797800239045093,0.8656716417910447,KLF1
RP11-284F21.11,0.25426001449327285,0.6915422885572139,KLF1
HAPLN2,0.13591953197362114,0.3034825870646766,KLF1
PRCC,0.08653270923321288,0.15920398009950248,KLF1
OR6N1,0.1845826744645617,0.3283582089552239,KLF1
CADM3,0.09565815150347323,0.8159203980099502,KLF1
RP11-190A12.8,0.10403659154012129,0.5920398009950248,KLF1
LY9,0.333921472403172,0.27860696517412936,KLF1
ITLN2,0.27602996897746596,0.945273631840796,KLF1
F11R,0.3238735651944632,0.7711442786069652,KLF1
RP11-544M22.13,0.49752779872427577,0.25870646766169153,KLF1
PPOX,0.11495522476555121,0.21890547263681592,KLF1
FCGR2B,0.16780598466732277,0.07960199004975124,KLF1
ATF6,0.07047910280279367,0.9502487562189055,KLF1
RP11-359K18.3,0.3800660625879553,0.4626865671641791,KLF1
CCDC190,0.13766646608001543,0.014925373134328358,KLF1
RXRG,0.3456638162647497,0.5124378109452736,KLF1
LRRC52,0.3834943984620505,0.29850746268656714,KLF1
RP11-276E17.2,0.13390827160420807,0.48258706467661694,KLF1
CREG1,0.25589363554162675,0.5124378109452736,KLF1
RP11-360D2.1,0.37922246530852727,0.25870646766169153,KLF1
CENPL,0.15689776318563597,0.39800995024875624,KLF1
RASAL2,0.15190127076294935,0.21890547263681592,KLF1
ABL2,0.35406639274096074,0.7860696517412935,KLF1
AXDND1,0.0654509993706318,0.6865671641791045,KLF1
RP11-12M5.3,0.10403659154012129,0.9950248756218906,KLF1
STX6,0.12836903919483883,0.6417910447761194,KLF1
ZNF648,0.6090982347363051,0.7810945273631841,KLF1
RP11-538D16.3,0.39012904293575257,0.24875621890547264,KLF1
LINC01036,0.3331047044313834,0.9800995024875622,KLF1
RP11-309H21.2,0.23996662873292154,0.9104477611940298,KLF1
RP5-1011O1.2,0.3515365736382235,0.8855721393034826,KLF1
RP11-101E13.5,0.5084231271576047,0.34328358208955223,KLF1
RP11-563D10.1,0.31043300821297115,0.208955223880597,KLF1
ATP6V1G3,0.1419558836452855,0.6169154228855721,KLF1
RP11-553K8.2,0.10238275740701315,0.5472636815920398,KLF1
IGFN1,0.16277893042889358,0.24875621890547264,KLF1
ATP2B4,0.13424950660437032,0.27860696517412936,KLF1
ZC3H11A,0.4832721532276171,0.6865671641791045,KLF1
ETNK2,0.10993166569193243,0.3781094527363184,KLF1
LRRN2,0.10344289639500193,0.7860696517412935,KLF1
RP11-23I7.1,0.10361966387893393,0.900497512437811,KLF1
RP11-534L20.5,0.2333338031955274,0.46766169154228854,KLF1
LAMB3,0.3767102351259301,0.2935323383084577,KLF1
SYT14,0.26092874314720144,0.6766169154228856,KLF1
TRAF5,0.4480210490422654,0.7711442786069652,KLF1
BATF3,0.13851261716636037,0.4129353233830846,KLF1
TGFB2,0.2416327994789903,0.8059701492537313,KLF1
LYPLAL1-AS1,0.1891015060059155,0.5174129353233831,KLF1
RP11-95P13.1,0.1275935545152427,0.5870646766169154,KLF1
RP11-400N13.2,0.12502172185444715,0.4079601990049751,KLF1
RP11-400N13.3,0.36666579875712346,0.5422885572139303,KLF1
TAF1A,0.12669115684167015,0.48756218905472637,KLF1
MIA3,0.10829311355096685,0.945273631840796,KLF1
RP4-559A3.7,0.11665709711772769,0.7114427860696517,KLF1
ACBD3,0.11326817547665814,0.8308457711442786,KLF1
ADCK3,0.10237244436166772,0.46766169154228854,KLF1
MRPL55,0.10403659154012129,0.21393034825870647,KLF1
RP11-543E8.1,0.09900645341150927,0.417910447761194,KLF1
GNPAT,0.2508949520761113,0.9502487562189055,KLF1
RP4-799P18.2,0.31547003908647053,0.43283582089552236,KLF1
TARBP1,0.4472167123932913,0.20398009950248755,KLF1
IRF2BP2,0.1419980243396733,0.4527363184079602,KLF1
RBM34,0.24429232363820214,0.572139303482587,KLF1
RP5-940F7.2,0.323020497464048,0.9651741293532339,KLF1
LGALS8-AS1,0.12089720925463332,0.11442786069651742,KLF1
HEATR1,0.19971189039783926,0.16417910447761194,KLF1
RP11-544D21.2,0.35408527821685276,0.6616915422885572,KLF1
GREM2,0.24078946255792488,0.945273631840796,KLF1
WDR64,0.21478643013708648,0.9950248756218906,KLF1
DESI2,0.1578192256416135,0.6965174129353234,KLF1
RP11-173A6.3,0.37084038778488637,0.7164179104477612,KLF1
RP11-439E19.9,0.21335281670795836,0.835820895522388,KLF1
OR14A16,0.26515538107683295,0.681592039800995,KLF1
OR2AK2,0.2635457859513934,0.2935323383084577,KLF1
OR2M2,0.2810687283964226,0.15422885572139303,KLF1
OR2M4,0.10912514115392155,0.2885572139303483,KLF1
OR2T10,0.16297988014375184,0.43283582089552236,KLF1
OR2T27,0.14852271357028096,0.4129353233830846,KLF1
AC079779.7,0.24834442256652556,0.17412935323383086,KLF1
FAM150B,0.10908320654396919,0.16417910447761194,KLF1
AC092159.3,0.2651832529813381,0.9950248756218906,KLF1
AC116609.1,0.5084217427119588,0.34328358208955223,KLF1
RPS7,0.41781500117642995,0.746268656716418,KLF1
SOX11,0.20644984173468042,0.5024875621890548,KLF1
LINC01247,0.10748411697689775,0.1691542288557214,KLF1
AC011747.3,0.13591953197362164,0.26865671641791045,KLF1
RN7SL832P,0.29033591510176865,0.845771144278607,KLF1
AC092687.3,0.12083606108192507,0.8606965174129353,KLF1
ATP6V1C2,0.2442476591669201,0.25870646766169153,KLF1
AC092687.4,0.2986771643788665,0.7661691542288557,KLF1
GACAT3,0.12007347806899946,0.8805970149253731,KLF1
RP11-130L8.1,0.0948786729892233,0.7711442786069652,KLF1
AC009411.2,0.14265824805436075,0.5074626865671642,KLF1
TP53I3,0.48157600187595456,0.19402985074626866,KLF1
CENPO,0.12337819363192712,0.24378109452736318,KLF1
RAB10,0.12334110499719109,0.3880597014925373,KLF1
SLC30A3,0.4027109425293746,0.0945273631840796,KLF1
C2orf16,0.3976770997208703,0.6865671641791045,KLF1
ALK,0.23912035916411978,0.31343283582089554,KLF1
XDH,0.08893952835129149,0.9253731343283582,KLF1
