gene,S2,p_value_perm
RP11-153F1.2,0.0015818817690617,0.3952095808383233
RP11-715J22.4,0.0015818817690617,0.6806387225548902
GPKOW,0.0015818817690617,0.5229540918163673
RP11-357H14.17,0.0015818817690617,0.2135728542914171
TP53INP2,0.0015818817690617,0.1916167664670658
TRAPPC10,0.0015818817690617,0.5229540918163673
GJC1,0.0015818817690617,0.5089820359281437
PRCC,0.0015818817690617,0.5049900199600799
ANO7,0.0015818817690617,0.5808383233532934
LINC01623,0.0015818817690617,0.5588822355289421
TMEM30A,0.0015818817690617,0.405189620758483
C1QA,0.0015818817690617,0.5209580838323353
ADAMDEC1,0.0015818817690617,0.6047904191616766
TADA2A,0.0015818817690617,0.2534930139720558
RP11-147L13.14,0.0015818817690617,0.3493013972055888
AVIL,0.0015818817690617,0.6427145708582834
CFAP58-AS1,0.0015818817690617,0.4211576846307385
LINC01050,0.0015818817690617,0.6427145708582834
NEURL1,0.0015818817690617,0.4870259481037924
RP11-139B1.1,0.0015818817690617,0.469061876247505
ACKR4,0.0015818817690617,0.5429141716566867
EFHD1,0.0015818817690617,0.5588822355289421
NAPB,0.0015818817690617,0.6107784431137725
IGHV1-67,0.0015818817690617,0.3752495009980039
RP11-432I5.4,0.0015818817690617,0.5249500998003992
AC009411.2,0.0015818817690617,0.3353293413173652
RNF122,0.0015818817690617,0.6467065868263473
COMTD1,0.0015818817690617,0.313373253493014
MAGEA3,0.0015818817690617,0.5668662674650699
PHLDA2,0.0015818817690617,0.7365269461077845
POLR1D,0.0015818817690617,0.6946107784431138
CENPL,0.0015818817690617,0.5528942115768463
AC002398.9,0.0015818817690617,0.3193612774451098
CBR4,0.0015818817690617,0.6387225548902196
RP11-618M23.4,0.0015818817690617,0.6067864271457086
IDH2,0.0015818817690617,0.590818363273453
ZBTB44,0.0015818817690617,0.7285429141716567
PLA2G5,0.0015818817690617,0.3393213572854291
CUZD1,0.0015818817690617,0.5588822355289421
PRR5,0.0015818817690617,0.6307385229540918
RP11-100F15.1,0.0015818817690617,0.3952095808383233
AZU1,0.0015818817690617,0.5968063872255489
RCOR1,0.0015818817690617,0.1916167664670658
DYX1C1,0.0015818817690617,0.7305389221556886
LY9,0.0015818817690617,0.7445109780439122
AP000695.6,0.0015818817690617,0.7544910179640718
CECR6,0.0015818817690617,0.4870259481037924
CTD-2017F17.1,0.0015818817690617,0.4650698602794411
SLC38A10,0.0015818817690617,0.3992015968063872
STAU2,0.0015818817690617,0.3592814371257485
KCNA5,0.0015818817690617,0.6766467065868264
RP13-49I15.6,0.0015818817690617,0.530938123752495
LHX6,0.0015818817690617,0.4471057884231537
OR6N1,0.0015818817690617,0.3173652694610778
RP11-49I11.1,0.0015818817690617,0.6327345309381237
AP1G2,0.0015818817690617,0.716566866267465
IGHV3-49,0.0015818817690617,0.7305389221556886
SSX5,0.0015818817690617,0.3053892215568862
RAI2,0.0015818817690617,0.4491017964071856
AC009410.1,0.0015818817690617,0.4411177644710579
RP11-545M17.1,0.0015818817690617,0.5528942115768463
AC004381.6,0.0015818817690617,0.6407185628742516
VPS37D,0.0015818817690617,0.718562874251497
PRSS58,0.0015818817690617,0.7305389221556886
OTOP1,0.0015818817690617,0.7085828343313373
LRRC4,0.0015818817690617,0.6726546906187625
SLC12A9,0.0015818817690617,0.4011976047904191
ALK,0.0015818817690617,0.5828343313373253
PABPC1L2A,0.0015818817690617,0.4930139720558882
MKI67,0.0015818817690617,0.4650698602794411
RP11-461M2.2,0.0015818817690617,0.9740518962075848
AC129492.6,0.0015818817690617,0.6526946107784432
SPDYE4,0.0015818817690617,0.6347305389221557
AC079779.7,0.0015818817690617,0.3752495009980039
RP13-81N3.2,0.0015818817690617,0.7465069860279441
ACTB,0.0015818817690617,0.3253493013972056
PVRL3,0.0015818817690617,0.8263473053892215
RAET1G,0.0015818817690617,0.4630738522954092
BAX,0.0015818817690617,0.3652694610778443
RP11-61O1.2,0.0015818817690617,0.500998003992016
RAB3IL1,0.0015818817690617,0.5608782435129741
ABCA10,0.0015818817690617,0.626746506986028
CTA-398F10.1,0.0015818817690617,0.3393213572854291
EXO5,0.0015818817690617,0.467065868263473
APELA,0.0015818817690617,0.6087824351297405
RP11-114H24.7,0.0015818817690617,0.4930139720558882
MOB3A,0.0015818817690617,0.6506986027944112
RP11-488C13.6,0.0015818817690617,0.4930139720558882
CACNA1G,0.0015818817690617,0.4530938123752495
PTCH2,0.0015818817690617,0.6307385229540918
CCDC115,0.0015818817690617,0.6067864271457086
RP11-98F14.11,0.0015818817690617,0.5588822355289421
PCLO,0.0015818817690617,0.7225548902195609
CLCNKA,0.0015818817690617,0.6906187624750499
WDR41,0.0015818817690617,0.7904191616766467
ZNF589,0.0015818817690617,0.7584830339321357
STOML1,0.0015818817690617,0.6986027944111777
FAM127C,0.0015818817690617,0.3233532934131736
CDK13,0.0015818817690617,0.5708582834331337
FBXO10,0.0015818817690617,0.499001996007984
POLG2,0.0015818817690617,0.6986027944111777
CTD-2535L24.2,0.0015818817690617,0.5788423153692615
AC013401.2,0.0015818817690617,0.3413173652694611
FLJ13224,0.0015818817690617,0.5209580838323353
EED,0.0015818817690617,0.5149700598802395
PXYLP1,0.0015818817690617,0.7724550898203593
HSP90AA1,0.0015818817690617,0.4111776447105788
NCK1,0.0015818817690617,0.5449101796407185
PHC3,0.0015818817690617,0.5668662674650699
RP11-65J3.3,0.0015818817690617,0.2834331337325349
RP11-174J11.1,0.0015818817690617,0.5269461077844312
TSHZ3,0.0015818817690617,0.6187624750499002
RP11-15K19.2,0.0015818817690617,0.5429141716566867
HSP90B1,0.0015818817690617,0.6107784431137725
PCDHB2,0.0015818817690617,0.5588822355289421
RP11-1C1.4,0.0015818817690617,0.6926147704590818
DDIAS,0.0015818817690617,0.3672654690618762
HIST1H2AK,0.0015818817690617,0.3253493013972056
ACSBG1,0.0015818817690617,0.5289421157684631
RP6-24A23.6,0.0015818817690617,0.5409181636726547
RP11-546J1.1,0.0015818817690617,0.5189620758483033
RP11-350N15.3,0.0015818817690617,0.5868263473053892
TRAV8-4,0.0015818817690617,0.5528942115768463
GSDMA,0.0015818817690617,0.3772455089820359
RP11-91I20.3,0.0015818817690617,0.7045908183632734
IGKV1D-35,0.0015818817690617,0.6107784431137725
RP11-95P13.1,0.0015818817690617,0.3093812375249501
NPDC1,0.0015818817690617,0.7664670658682635
MRPS23,0.0015818817690617,0.6167664670658682
AC079767.4,0.0015818817690617,0.469061876247505
HAO2,0.0015818817690617,0.5069860279441117
RP11-136K7.3,0.0015818817690617,0.5568862275449101
AP000769.1,0.0015818817690617,0.564870259481038
RP11-534L20.5,0.0015818817690617,0.6966067864271457
CCIN,0.0015818817690617,0.7524950099800399
MRPL55,0.0015818817690617,0.5588822355289421
RP11-535A5.1,0.0015818817690617,0.4251497005988024
AC006273.4,0.0015818817690617,0.5189620758483033
GABRA3,0.0015818817690617,0.562874251497006
CTD-2591A6.2,0.0015818817690617,0.7085828343313373
RP11-368I23.3,0.0015818817690617,0.6906187624750499
ATG2B,0.0015818817690617,0.7065868263473054
PCDHB11,0.0015818817690617,0.4850299401197604
ARSJ,0.0015818817690617,0.4391217564870259
MTUS2,0.0015818817690617,0.5049900199600799
CALU,0.0015818817690617,0.5708582834331337
DCTN3,0.0015818817690617,0.4730538922155688
MAZ,0.0014148780671959,0.8203592814371258
LRRTM4,0.0014148780671959,0.5828343313373253
AC016577.1,0.0014148780671958,0.5548902195608783
RP11-847H18.2,0.0014148780671958,0.5848303393213573
CLDN6,0.0014148780671958,0.4590818363273453
FXYD6,0.0014148780671958,0.5249500998003992
RP11-558A11.3,0.0014148780671958,0.5708582834331337
AC012370.3,0.0014148780671958,0.4271457085828343
TMEM17,0.0014148780671958,0.2335329341317365
LINC00589,0.0014148780671958,0.530938123752495
CTD-2194D22.2,0.0014148780671958,0.3692614770459081
AL365181.2,0.0014148780671958,0.4710578842315369
GRB2,0.0014148780671958,0.313373253493014
RP11-632B21.1,0.0014148780671958,0.4570858283433133
FOXA2,0.0014148780671958,0.5089820359281437
RP11-40E6.2,0.0014148780671958,0.4650698602794411
RP11-247I13.11,0.0014148780671958,0.3832335329341317
RP4-569M23.5,0.0014148780671958,0.3512974051896207
MPP7,0.0014148780671958,0.3572854291417165
RP11-432I5.6,0.0014148780671958,0.5888223552894212
MAGEB6P1,0.0014148780671958,0.6806387225548902
RP11-16E18.3,0.0014148780671958,0.3692614770459081
FBXO47,0.0014148780671958,0.4710578842315369
ACSM2A,0.0014148780671958,0.4870259481037924
AC092301.3,0.0014148780671958,0.4451097804391217
CTD-2553L13.10,0.0014148780671958,0.3812375249500998
LINC00677,0.0014148780671958,0.562874251497006
RP11-81H14.1,0.0014148780671958,0.497005988023952
SLC32A1,0.0014148780671958,0.4810379241516966
RP11-282O18.7,0.0014148780671958,0.6646706586826348
MTSS1,0.0014148780671958,0.3992015968063872
PRIM2,0.0014148780671958,0.5249500998003992
AC006160.5,0.0014148780671958,0.5568862275449101
RP11-553L6.5,0.0014148780671958,0.4630738522954092
IQCB1,0.0014148780671958,0.5249500998003992
RP4-799P18.2,0.0014148780671958,0.5169660678642715
RP11-191L17.1,0.0014148780671958,0.3852295409181637
CEACAM18,0.0014148780671958,0.8203592814371258
ASIP,0.0014148780671958,0.6167664670658682
TRAV1-2,0.0014148780671958,0.3792415169660678
HYAL2,0.0014148780671958,0.4870259481037924
C12orf65,0.0014148780671958,0.7325349301397206
SLC10A7,0.0014148780671958,0.4910179640718562
RBBP8,0.0014148780671958,0.6866267465069861
ACTL9,0.0014148780671958,0.5169660678642715
LEPR,0.0014148780671958,0.656686626746507
FOXD3,0.0014148780671958,0.3752495009980039
CPEB3,0.0014148780671958,0.6866267465069861
HIST1H2AC,0.0014148780671958,0.6526946107784432
FBLN1,0.0014148780671958,0.4750499001996008
RP11-524H19.2,0.0014148780671958,0.5868263473053892
CTD-3252C9.2,0.0014148780671958,0.4091816367265469
RP11-203J24.8,0.0014148780671958,0.2654690618762475
OR1J1,0.0014148780671958,0.5568862275449101
RP11-220I1.5,0.0014148780671958,0.5988023952095808
ST8SIA5,0.0014148780671958,0.5049900199600799
RP11-248E9.6,0.0014148780671958,0.5728542914171657
ZNF107,0.0014148780671958,0.5129740518962076
LYZ,0.0014148780671958,0.6427145708582834
ZNF391,0.0014148780671958,0.5389221556886228
RP11-91K8.5,0.0014148780671958,0.6167664670658682
RSBN1,0.0014148780671958,0.6766467065868264
LIG3,0.0014148780671958,0.5948103792415169
AC004051.2,0.0014148780671958,0.467065868263473
MGP,0.0014148780671958,0.7065868263473054
CDH19,0.0014148780671958,0.5449101796407185
LRMP,0.0014148780671958,0.716566866267465
CD6,0.0014148780671958,0.6427145708582834
CRMP1,0.0014148780671958,0.313373253493014
ZNF721,0.0014148780671958,0.6227544910179641
PRG2,0.0014148780671958,0.4750499001996008
LACRT,0.0014148780671958,0.5089820359281437
RP11-57H12.3,0.0014148780671958,0.5528942115768463
ATIC,0.0014148780671958,0.6287425149700598
CTD-2142D14.1,0.0014148780671958,0.2255489021956087
XXbac-B444P24.14,0.0014148780671958,0.656686626746507
SIGMAR1,0.0014148780671958,0.4870259481037924
RP11-355F16.1,0.0014148780671958,0.6786427145708582
CTC-339F2.2,0.0014148780671958,0.4191616766467065
NCDN,0.0014148780671958,0.6207584830339321
CBLN1,0.0014148780671958,0.5868263473053892
DCAKD,0.0014148780671958,0.562874251497006
NANOS2,0.0014148780671958,0.6866267465069861
LINC01317,0.0014148780671958,0.5349301397205589
XKR6,0.0014148780671958,0.4111776447105788
GLOD4,0.0014148780671958,0.3053892215568862
SMN2,0.0014148780671958,0.5508982035928144
LINC00279,0.0014148780671958,0.5349301397205589
RP11-358M14.2,0.0014148780671958,0.5808383233532934
GS1-256O22.5,0.0014148780671958,0.5449101796407185
RP11-294C11.1,0.0014148780671958,0.6706586826347305
CSF3,0.0014148780671958,0.4890219560878243
AC011343.1,0.0014148780671958,0.6067864271457086
RP11-544D21.2,0.0014148780671958,0.6147704590818364
RP11-806H10.4,0.0014148780671958,0.4471057884231537
MAPK7,0.0014148780671958,0.5469061876247505
CTD-2008P7.8,0.0014148780671958,0.4411177644710579
AC005550.3,0.0014148780671958,0.7345309381237525
ZNF182,0.0014148780671958,0.4570858283433133
MRPL20,0.0014148780671958,0.7005988023952096
ZFP90,0.0014148780671958,0.6826347305389222
RP11-44I10.3,0.0014148780671958,0.6027944111776448
RP11-34C15.2,0.0014148780671958,0.5508982035928144
TRAV26-2,0.0014148780671958,0.4810379241516966
PRODH2,0.0014148780671958,0.654690618762475
FLJ31104,0.0014148780671958,0.4510978043912175
AC008937.3,0.0014148780671958,0.3632734530938123
LCE1D,0.0014148780671958,0.3313373253493014
MAT2B,0.0014148780671958,0.6666666666666666
LCN12,0.0014148780671958,0.8642714570858283
GATA3-AS1,0.0014148780671958,0.7704590818363274
PHF6,0.0014148780671958,0.7265469061876247
RP11-15M15.2,0.0014148780671958,0.718562874251497
RP11-571I18.5,0.0014148780671958,0.5189620758483033
HDAC1,0.0014148780671958,0.5329341317365269
LINC01537,0.0014148780671958,0.8582834331337326
CH17-118O6.3,0.0014148780671958,0.6866267465069861
AP000769.7,0.0014148780671958,0.564870259481038
CTD-2560E9.3,0.0014148780671958,0.9860279441117764
RP11-73K9.3,0.0014148780671958,0.4391217564870259
ANGPTL6,0.0014148780671958,0.6986027944111777
AC144568.2,0.0014148780671958,0.8023952095808383
ZNF780B,0.0014148780671958,0.7844311377245509
PRMT6,0.0014148780671958,0.4491017964071856
FAM83A-AS1,0.0014148780671958,0.7704590818363274
TMEM86B,0.0014148780671958,0.720558882235529
TAF7,0.0014148780671958,0.590818363273453
KB-1043D8.8,0.0014148780671958,0.8383233532934131
AC004637.1,0.0014148780671958,0.6906187624750499
S1PR4,0.0014148780671958,0.6506986027944112
FBXO16,0.0014148780671958,0.3353293413173652
CTD-3187F8.2,0.0014148780671958,0.4091816367265469
AC005264.2,0.0014148780671958,0.7485029940119761
RP11-269F21.3,0.0014148780671958,0.6766467065868264
SLC22A10,0.0014148780671958,0.4510978043912175
RP1-287H17.1,0.0014148780671958,0.2694610778443114
RP11-397O4.1,0.0014148780671958,0.4650698602794411
IGKV2-38,0.0014148780671958,0.7025948103792415
RP11-966I7.3,0.0014148780671958,0.5429141716566867
FAM177A1,0.0014148780671958,0.6207584830339321
RP11-563D10.1,0.0014148780671958,0.4770459081836327
HIF1A-AS1,0.0014148780671958,0.6666666666666666
ESR2,0.0014148780671958,0.6427145708582834
SLC26A11,0.0014148780671958,0.4930139720558882
IGHV3-52,0.0014148780671958,0.4231536926147705
RP11-701H24.3,0.0014148780671958,0.7664670658682635
AC016909.1,0.0014148780671958,0.4630738522954092
PLEKHB2,0.0014148780671958,0.4650698602794411
CTD-3065B20.2,0.0014148780671958,0.5369261477045908
KIF2B,0.0014148780671958,0.4211576846307385
RP11-327J17.2,0.0014148780671958,0.4810379241516966
IGKV1-27,0.0014148780671958,0.4810379241516966
RP4-564F22.6,0.0014148780671958,0.6946107784431138
TMEM92,0.0014148780671958,0.6427145708582834
LA16c-306E5.2,0.0014148780671958,0.8083832335329342
CLUAP1,0.0014148780671958,0.8483033932135728
TEPP,0.0014148780671958,0.6227544910179641
TP53I3,0.0014148780671958,0.4550898203592814
AC092384.1,0.0014148780671958,0.6067864271457086
RP11-130L8.1,0.0014148780671958,0.7365269461077845
RP5-1029F21.4,0.0014148780671958,0.3333333333333333
KLHL10,0.0014148780671958,0.7504990019960079
KRTAP4-8,0.0014148780671958,0.7385229540918163
SPAG7,0.0014148780671958,0.8582834331337326
HEATR1,0.0014148780671958,0.7984031936127745
OR2M2,0.0014148780671958,0.624750499001996
NOP9,0.0014148780671958,0.9481037924151696
CUL3,0.0014148780671958,0.4031936127744511
TRAJ44,0.0014148780671958,0.5568862275449101
RP11-438J1.1,0.0014148780671958,0.4471057884231537
TIMM23,0.0014148780671958,0.7245508982035929
RP11-598C10.1,0.0014148780671958,0.5608782435129741
CADM3,0.0014148780671958,0.2894211576846307
ENTPD1,0.0014148780671958,0.7744510978043913
KCNAB1-AS2,0.0014148780671958,0.7405189620758483
CASC2,0.0014148780671958,0.6946107784431138
FAM53B-AS1,0.0014148780671958,0.6347305389221557
RP5-984P4.6,0.0014148780671958,0.654690618762475
PPOX,0.0014148780671958,0.4770459081836327
RP4-777L9.3,0.0014148780671958,0.497005988023952
USP5,0.0014148780671958,0.7005988023952096
C3AR1,0.0014148780671958,0.5249500998003992
EFCAB9,0.0014148780671958,0.4091816367265469
METTL20,0.0014148780671958,0.530938123752495
DPPA4,0.0014148780671958,0.7125748502994012
WNT5A-AS1,0.0014148780671958,0.5568862275449101
RP11-64C1.1,0.0014148780671958,0.7425149700598802
RP11-263K4.5,0.0014148780671958,0.3972055888223553
RP11-263K4.4,0.0014148780671958,0.4171656686626746
C18orf21,0.0014148780671958,0.7764471057884231
ZNF664,0.0014148780671958,0.8842315369261478
CCDC12,0.0014148780671958,0.467065868263473
LINC00426,0.0014148780671958,0.5209580838323353
RP11-538D16.3,0.0014148780671958,0.7065868263473054
LINC01070,0.0014148780671958,0.5469061876247505
RP11-883A18.3,0.0014148780671958,0.4431137724550898
LAMA1,0.0014148780671958,0.5808383233532934
LDHB,0.0014148780671958,0.8203592814371258
COPRS,0.0014148780671958,0.720558882235529
KIAA1919,0.0014148780671958,0.4211576846307385
MRPS17,0.0014148780671958,0.6387225548902196
AC004535.2,0.0014148780671958,0.6586826347305389
UBE2L3,0.0014148780671958,0.4550898203592814
TIMP1,0.0014148780671958,0.8043912175648703
RP11-132A1.3,0.0014148780671958,0.281437125748503
PAK1IP1,0.0014148780671958,0.5189620758483033
TRBV17,0.0014148780671958,0.7884231536926147
RP3-475N16.1,0.0014148780671958,0.4231536926147705
RP1-266L20.4,0.0014148780671958,0.3992015968063872
SYP-AS1,0.0014148780671958,0.590818363273453
ZKSCAN4,0.0014148780671958,0.6726546906187625
JHDM1D-AS1,0.0014148780671958,0.3972055888223553
SAMD11,0.0014148780671958,0.2514970059880239
RP4-671O14.7,0.0014148780671958,0.8902195608782435
AC020743.4,0.0014148780671958,0.3852295409181637
HLA-DMB,0.0014148780671958,0.7564870259481038
CCZ1B,0.0014148780671958,0.7524950099800399
NDUFB2-AS1,0.0014148780671958,0.7864271457085829
RP5-1039K5.13,0.0014148780671958,0.6147704590818364
FKBP6,0.0014148780671958,0.564870259481038
PARP14,0.0014148780671958,0.4910179640718562
RAB10,0.0014148780671958,0.3772455089820359
RP11-727F15.9,0.0014148780671958,0.5249500998003992
RP11-159D12.5,0.0014148780671958,0.4710578842315369
TRBV28,0.0014148780671958,0.7904191616766467
RP11-222K16.2,0.0014148780671958,0.9101796407185628
RP11-685G9.2,0.0014148780671958,0.6327345309381237
ZKSCAN8,0.0014148780671958,0.5269461077844312
FBXO30,0.0014148780671958,0.5688622754491018
RP11-702B10.1,0.0014148780671958,0.9520958083832336
HSPB1,0.0014148780671958,0.5089820359281437
RP11-349E4.1,0.0014148780671958,0.5469061876247505
C11orf63,0.0014148780671958,0.7644710578842315
EXOSC7,0.0014148780671958,0.7944111776447106
IGHV4-55,0.0014148780671958,0.3552894211576846
CCRL2,0.0014148780671958,0.5409181636726547
CGA,0.0014148780671958,0.4071856287425149
IGF2BP1,0.0014148780671958,0.6187624750499002
RIF1,0.0014148780671958,0.7465069860279441
RP11-386I14.4,0.0014148780671958,0.3173652694610778
HHLA3,0.0014148780671958,0.5249500998003992
RSL24D1,0.0014148780671958,0.5149700598802395
FAM184B,0.0014148780671958,0.7544910179640718
ACR,0.0014148780671958,0.7005988023952096
CITED1,0.0014148780671958,0.6646706586826348
AC016722.4,0.0014148780671958,0.3652694610778443
RNASE2,0.0014148780671958,0.7764471057884231
FAM83H-AS1,0.0014148780671958,0.4870259481037924
RP11-46H11.12,0.0014148780671958,0.6067864271457086
OR5AU1,0.0014148780671958,0.8383233532934131
HSF1,0.0014148780671958,0.5848303393213573
RP11-426C22.5,0.0014148780671958,0.3632734530938123
GTF3C1,0.0014148780671958,0.6167664670658682
TIMD4,0.0014148780671958,0.8582834331337326
LCN2,0.0014148780671958,0.8323353293413174
RP5-908M14.5,0.0014148780671958,0.7904191616766467
AMER3,0.0014148780671958,0.688622754491018
ZNF75D,0.0014148780671958,0.592814371257485
LRRC74B,0.0014148780671958,0.5409181636726547
NAALAD2,0.0014148780671958,0.6387225548902196
RP5-921G16.2,0.0014148780671958,0.6107784431137725
ACSS3,0.0014148780671958,0.6626746506986028
RP11-544M22.13,0.0014148780671958,0.6047904191616766
TNFAIP1,0.0014148780671958,0.5728542914171657
NUBP1,0.0014148780671958,0.626746506986028
PRKCA,0.0014148780671958,0.6047904191616766
ARID1A,0.0014148780671958,0.3952095808383233
CTA-363E6.5,0.0014148780671958,0.6606786427145709
RP11-101E13.5,0.0014148780671958,0.5429141716566867
PRNT,0.0014148780671958,0.5369261477045908
CITF22-49D8.1,0.0014148780671958,0.5968063872255489
CDON,0.0014148780671958,0.6986027944111777
SRI,0.0014148780671958,0.6347305389221557
CTD-2026K11.6,0.0014148780671958,0.5888223552894212
UTP15,0.0014148780671958,0.5429141716566867
CLDN22,0.0014148780671958,0.6487025948103793
RP11-733D4.1,0.0014148780671958,0.564870259481038
STATH,0.0014148780671958,0.6447105788423154
SRRM5,0.0014148780671958,0.6027944111776448
LINC01562,0.0014148780671958,0.5149700598802395
MEOX1,0.0014148780671958,0.718562874251497
PCSK6,0.0014148780671958,0.7784431137724551
ARHGEF16,0.0014148780671958,0.6407185628742516
AL035610.2,0.0014148780671958,0.5469061876247505
SLC22A18,0.0014148780671958,0.5568862275449101
LYL1,0.0014148780671958,0.7385229540918163
ZC3H6,0.0014148780671958,0.720558882235529
LINC01140,0.0014148780671958,0.3592814371257485
MEFV,0.0014148780671958,0.3473053892215569
AD001527.7,0.0014148780671958,0.564870259481038
P2RX3,0.0014148780671958,0.5528942115768463
OTUD5,0.0014148780671958,0.8023952095808383
SUPT3H,0.0014148780671958,0.7724550898203593
PRAMEF1,0.0014148780671958,0.6187624750499002
RP11-386I8.6,0.0014148780671958,0.5568862275449101
ZNF419,0.0014148780671958,0.5888223552894212
NETO1,0.0014148780671958,0.4451097804391217
RP1-53O8.2,0.0014148780671958,0.6427145708582834
FANCD2OS,0.0014148780671958,0.4311377245508982
TRPC1,0.0014148780671958,0.4870259481037924
RPL34,0.0014148780671958,0.6067864271457086
AGR2,0.0014148780671958,0.6946107784431138
PANK1,0.0014148780671958,0.626746506986028
RP11-582J16.5,0.0014148780671958,0.8303393213572854
RP11-284F21.11,0.0014148780671958,0.6407185628742516
RP11-408H1.3,0.0014148780671958,0.6287425149700598
RP11-687D19.1,0.0014148780671958,0.7285429141716567
AC124944.3,0.0014148780671958,0.6946107784431138
GPR158,0.0014148780671958,0.4391217564870259
PABPC1L,0.0014148780671958,0.8343313373253493
CTD-2245F17.2,0.0014148780671958,0.3952095808383233
ASB2,0.0014148780671958,0.716566866267465
SERPINA3,0.0014148780671958,0.6387225548902196
LINC00684,0.0014148780671958,0.7904191616766467
RP11-6I2.4,0.0014148780671958,0.6027944111776448
SRRM4,0.0014148780671958,0.4311377245508982
CCDC13-AS1,0.0014148780671958,0.5149700598802395
PGS1,0.0014148780671958,0.4630738522954092
WBP2NL,0.0014148780671958,0.6127744510978044
OSBPL1A,0.0014148780671958,0.6487025948103793
CNTNAP4,0.0014148780671958,0.716566866267465
SLITRK5,0.0014148780671958,0.7704590818363274
C14orf80,0.0014148780671958,0.5588822355289421
RP11-37L2.1,0.0014148780671958,0.6706586826347305
TTC21A,0.0014148780671958,0.6786427145708582
LINC01150,0.0014148780671958,0.6387225548902196
IGFN1,0.0014148780671958,0.6167664670658682
CYYR1,0.0014148780671958,0.6866267465069861
RP11-168K9.2,0.0014148780671958,0.6706586826347305
PBK,0.0014148780671958,0.6606786427145709
CT47A7,0.0014148780671958,0.7305389221556886
ABR,0.0014148780671958,0.7604790419161677
SPINT2,0.0014148780671958,0.8023952095808383
RP11-107N15.1,0.0014148780671958,0.6327345309381237
IGKV4-1,0.0014148780671958,0.5668662674650699
C2orf16,0.0014148780671958,0.6526946107784432
CKLF-CMTM1,0.0014148780671958,0.8363273453093812
TRBV18,0.0014148780671958,0.7345309381237525
RP4-583P15.16,0.001225320349449,0.9101796407185628
DEC1,0.001225320349449,0.9820359281437124
SULT2A1,0.001225320349449,0.782435129740519
EFEMP2,0.001225320349449,0.9520958083832336
RP11-98C1.2,0.001225320349449,0.9041916167664672
WAC,0.001225320349449,0.9540918163672656
NIN,0.001225320349449,0.9660678642714572
PDE5A,0.001225320349449,0.6866267465069861
CENPO,0.001225320349449,0.9161676646706588
CTC-297N7.1,0.001225320349449,0.9720558882235528
RP11-659P15.1,0.001225320349449,0.9680638722554892
IRF2BP2,0.001225320349449,0.9301397205588824
ENPP3,0.001225320349449,0.7744510978043913
FYN,0.001225320349449,0.6786427145708582
RASSF6,0.001225320349449,0.9840319361277444
U66059.58,0.001225320349449,0.9640718562874252
AC004067.5,0.001225320349449,0.9540918163672656
ADAT2,0.001225320349449,0.9640718562874252
RHAG,0.001225320349449,0.9101796407185628
RCHY1,0.001225320349449,0.942115768463074
RP11-1084I9.2,0.001225320349449,0.7305389221556886
CABIN1,0.001225320349449,0.9461077844311376
NCAM1,0.001225320349449,0.9800399201596808
SDF2L1,0.0010004698758663,0.9880239520958084
RP11-132N15.2,0.0010004698758663,0.8183632734530938
RP11-15B24.1,0.0010004698758663,0.718562874251497
GEM,0.0010004698758663,0.7465069860279441
SLCO3A1,0.0010004698758663,0.7445109780439122
FGF18,0.0010004698758663,0.8922155688622755
RALB,0.0010004698758663,0.8822355289421158
SNURF,0.0010004698758663,0.8343313373253493
PLA2G16,0.0010004698758663,0.9640718562874252
OR51B4,0.0010004698758663,0.8143712574850299
TRBC1,0.0010004698758663,0.940119760479042
RP11-16B13.1,0.0010004698758663,0.8802395209580839
FADS2,0.0010004698758663,0.9580838323353292
AC023469.2,0.0010004698758663,0.9600798403193612
RP11-152P17.3,0.0010004698758663,0.9760479041916168
TMEM115,0.0010004698758663,0.7405189620758483
POLR2A,0.0010004698758663,0.8323353293413174
NDFIP1,0.0010004698758663,0.7045908183632734
SYCE1L,0.0010004698758663,0.9720558882235528
RP5-1121E10.2,0.0010004698758663,0.8522954091816367
TMEM52B,0.0010004698758663,0.8343313373253493
CT45A1,0.0010004698758663,0.9680638722554892
ZNF140,0.0010004698758663,0.9780439121756488
NEUROD4,0.0010004698758663,0.93812375249501
LRRC19,0.0010004698758663,0.6906187624750499
RP11-143J24.1,0.0010004698758663,0.6966067864271457
LAIR1,0.0010004698758663,0.6367265469061876
IGHVIV-44-1,0.0010004698758663,0.6966067864271457
TRIM26,0.0010004698758663,0.8782435129740519
STAT1,0.0010004698758663,0.9141716566866268
AC006130.3,0.0010004698758663,0.942115768463074
RP1-63M2.5,0.0010004698758663,0.9441117764471058
PRUNE2,0.0010004698758663,0.8882235528942116
RP11-712B9.2,0.0010004698758663,0.9101796407185628
RP4-635E18.9,0.0010004698758663,0.9201596806387226
RP11-255I10.2,0.0010004698758663,0.9900199600798404
RP5-897D18.1,0.0010004698758663,0.9760479041916168
RP11-449P15.1,0.0010004698758663,0.8862275449101796
RP11-774I5.1,0.0010004698758663,0.9780439121756488
RP1-67K17.4,0.0010004698758663,0.9820359281437124
CTD-2501B8.1,0.0010004698758663,0.9321357285429142
RP11-354E11.2,0.0010004698758663,0.9740518962075848
RP3-428L16.1,0.0010004698758663,0.9221556886227544
MYD88,0.0010004698758663,0.8902195608782435
XDH,0.0010004698758663,0.9021956087824352
AC016682.1,0.0010004698758663,0.6427145708582834
LINC01258,0.0010004698758663,0.874251497005988
