target_gene	n_target_cells	n_target_batches	target_gene_measured	excluded_current_target	eligible	selection_stratum	selection_order_sha256	selected	n_control_cells	n_control_batches	allowed_claim_role
CTBP2	110	40	False	False	False	ineligible	801bcde9f776a0b9163f6c01e5e08080e5b20a7247274ad893aa77484b055725	False	10691	48	cross_target_generality_only_not_same_target_replication
CTCF	68	39	True	False	False	ineligible	b713ceb0c741f301bcd8a0fcb69ada61482ccf115ffee44b13ab825e839d6809	False	10691	48	cross_target_generality_only_not_same_target_replication
CTDP1	117	43	False	False	False	ineligible	5b3493ab530d881ca0c558cd369f0b83ecbcc76d61583552acbd249ff1400e39	False	10691	48	cross_target_generality_only_not_same_target_replication
CTNNBL1	69	33	True	False	False	ineligible	fc5472a1b1dc651ebc156661c8230cc5c8fc62ab0f5288603a5ff0f630b971d3	False	10691	48	cross_target_generality_only_not_same_target_replication
CTPS1	14	13	True	False	False	ineligible	f73db6db0e6ee7167859b358b122e051a5ba18e25c4117330e11b6d0ff638773	False	10691	48	cross_target_generality_only_not_same_target_replication
CTR9	212	47	True	False	True	Q3	5f2421e767662732ca86e012f8025d4a46a3bdcc8c461c37668af86fdfc7bf77	False	10691	48	cross_target_generality_only_not_same_target_replication
CTU2	114	44	True	False	True	Q1	a88bcae979b3fa68b02e151e563330fe55f7d4df706c661f589c8a1ff203ff69	False	10691	48	cross_target_generality_only_not_same_target_replication
CUL1	223	48	True	False	True	Q3	d23eca316152e43477aa9bbbeb50b1df9a85e0cba1bc0d874c2187e0f221c647	False	10691	48	cross_target_generality_only_not_same_target_replication
CUL2	94	43	True	False	False	ineligible	f1e33d298d129485f95db6ba759809b01e55b1eb7baf69b7d6391304b2b1b4a6	False	10691	48	cross_target_generality_only_not_same_target_replication
CUL3	120	41	True	False	True	Q1	9c7a48cdea295e4db2d1af4af4ce9831324e5bf1f0b9a905331cea44b35519e1	False	10691	48	cross_target_generality_only_not_same_target_replication
CUL7	33	26	False	False	False	ineligible	b109679746a53091b9154570a6cca980820480be734edee0bba950703ac1a4f9	False	10691	48	cross_target_generality_only_not_same_target_replication
CWC15	184	48	True	False	True	Q3	032b3bbbf2233363e6f7768c85f75b424fefcbe6993a44188ae9ec5ce993eb31	True	10691	48	cross_target_generality_only_not_same_target_replication
CWC22	34	23	True	False	False	ineligible	751e0e2af0b6b29390a7672ef58b81972bf683fe28ceae6786297506147dff33	False	10691	48	cross_target_generality_only_not_same_target_replication
CWC25	149	46	True	False	True	Q2	51c95192310a286f0ed1fa7d6788def8abded3747c41900cce0a91f05014f89a	False	10691	48	cross_target_generality_only_not_same_target_replication
CWF19L2	194	48	True	False	True	Q3	24fffeb0acc8dfab25ebc2b43d098583be6d9ac698258ad61a7a633e1bda16a4	False	10691	48	cross_target_generality_only_not_same_target_replication
CXXC1	122	44	True	False	True	Q1	d1723e87292210dace6e9b6d4e5538eb0e816f16bc39f09f2a223a19b0949cf6	False	10691	48	cross_target_generality_only_not_same_target_replication
CYC1	98	45	True	False	False	ineligible	497ece9a67926b4ff6fefe3f847d0747b263ab1b9f71d688a372149f3c0e1ce5	False	10691	48	cross_target_generality_only_not_same_target_replication
CYCS	163	44	True	False	True	Q2	6ecda812f5092918a579e467935ded3916cb3f55d345feaafd0af5793405af66	False	10691	48	cross_target_generality_only_not_same_target_replication
CYFIP1	111	42	True	False	True	Q1	1736df0ce2a0099e498072db997b0b536043ad86dd9913bf1acb5f0f779e0768	False	10691	48	cross_target_generality_only_not_same_target_replication
CYP2A13	140	47	False	False	False	ineligible	9541e47b1e2bb1f6a2a918e722a4541794106bb4b47122b0d9e7b0bf311043b4	False	10691	48	cross_target_generality_only_not_same_target_replication
CYP4F11	120	43	False	False	False	ineligible	ba779a70a39e82277f927a9d6a463d171cf5ee34626521b8470f4f0c4f634b82	False	10691	48	cross_target_generality_only_not_same_target_replication
CYS1	170	46	False	False	False	ineligible	2aa5a0c4b7932e7a138cb05fb7873f6337280d9ae983d32a6e4bc3c549fbbedb	False	10691	48	cross_target_generality_only_not_same_target_replication
DAD1	80	40	True	False	False	ineligible	074ac0ef6299d2915df3cce3dadb6abe3261f33a676ee85ca8e80efa2f32f2cb	False	10691	48	cross_target_generality_only_not_same_target_replication
DAP3	162	46	True	False	True	Q2	97ec02cb5a6dfd7c7b616506c6d5822bb71920a487ef48fd8a7b27488c3e61fa	False	10691	48	cross_target_generality_only_not_same_target_replication
DARS	70	39	True	False	False	ineligible	5c6c20fad9a448cef2b6a78edf2e3e9a0efe8f5860c2ebbba2deb076e0a157fc	False	10691	48	cross_target_generality_only_not_same_target_replication
DBF4	131	44	True	False	True	Q2	d85e2cb7f2c0cb23d9f007da11387f469dd1382aac0b59b1766dc06bfe0484c5	False	10691	48	cross_target_generality_only_not_same_target_replication
DBR1	98	41	True	False	False	ineligible	0aab23cfaa65cf635d41335a5ccc74ed81c164de8a49cd7f749e2af09ef77d60	False	10691	48	cross_target_generality_only_not_same_target_replication
DCAF6	137	45	True	False	True	Q2	74c770fabd65d3b5c2096b0387539000a8ce2beba8b2d248c0e6a86dff174a22	False	10691	48	cross_target_generality_only_not_same_target_replication
DCLRE1B	117	45	True	False	True	Q1	d9a084da90d0164199eeaf3b5c364b713a8c14727d09183b6a9c8ad3c9207de4	False	10691	48	cross_target_generality_only_not_same_target_replication
DCTN1	197	48	True	False	True	Q3	980c4ad03e94c07f84f467e1ffa43c9d478d87f530d9865be58e47bc2a67b96f	False	10691	48	cross_target_generality_only_not_same_target_replication
DCTN2	126	43	True	False	True	Q1	afb0def090d9ee1efefb70846b9d6a3ec22cb5961a752835e90477315d44e062	False	10691	48	cross_target_generality_only_not_same_target_replication
DCTN3	201	46	True	False	True	Q3	c197e10a16c522c3bd275980692b3fbefac9c23bb84178ccf419bd6c490d1543	False	10691	48	cross_target_generality_only_not_same_target_replication
DCTN4	77	38	True	False	False	ineligible	84c6dd8d21d1272ce90e72e5d0fd2262315cd41ce18d46097f931e46f6c485c3	False	10691	48	cross_target_generality_only_not_same_target_replication
DCTN5	141	46	True	False	True	Q2	c73ee7a3f29a61edc10fc6471883d3c5e67aa1567bf9af8b22e548ed86c9d2c5	False	10691	48	cross_target_generality_only_not_same_target_replication
DCTN6	64	35	True	False	False	ineligible	4c4e19b09f2f8340a74eea35afd79f51f8561fe86187f76d12308d66c72905b1	False	10691	48	cross_target_generality_only_not_same_target_replication
DCUN1D5	183	48	True	False	True	Q3	07b40ab1c256a245903e668c9d184566cc218c07f67e61caa15c151ef0999c7e	False	10691	48	cross_target_generality_only_not_same_target_replication
DDB1	177	46	True	False	True	Q3	4f4bf1d0db3023272e623d75a475a99f64c06f674a351430e600d332aff9d73a	False	10691	48	cross_target_generality_only_not_same_target_replication
DDN	249	46	False	False	False	ineligible	4625ccd2bdd9102c288581e053abc51876d09b31af9eee8ced511c7f6854e7f8	False	10691	48	cross_target_generality_only_not_same_target_replication
DDOST	86	40	True	False	False	ineligible	fc7d2e9162d1b93cc85276d1e607d5da64b2fc70c428f004c8081936ebcb192b	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX1	101	44	True	False	True	Q1	ec66a49b8101d0e9b4c05455b16ca3af225e6bf25170b7491ca7c749450ddc61	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX10	104	43	True	False	True	Q1	1fbce8e59804f7cf905de575bbec1129bade64b59a780282c62ac32e8b452ae0	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX11	128	47	True	False	True	Q2	304ca0a14d981e40fc96b6cd8f2dc02f7c7c733e1e02c31928afd6af7900441c	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX18	137	46	True	False	True	Q2	4532d2b747a3bcfed97dd44e64d96cbf4ab3618e5127dcdf6cf5e660588f63f7	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX19A	103	44	True	False	True	Q1	3cd8b71f28aa8ab888648080974c96fc45dadcb2abc5091b3304069d56247deb	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX19B	285	48	True	False	True	Q4	3811cf21eb1cc4203b347197b60c5d5ce3829d0841d058c895653d34e2acf0a6	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX20	114	43	True	False	True	Q1	95d5333693b9495bc3da6b0e359c5e41ae8836a50e25d7418eb7e39d92fdabe0	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX21	90	40	True	False	False	ineligible	21a3484f226fe6c74f5bf1c353b7a53dc6b3e9792bada170b52a397b8b7a8c83	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX23	159	47	True	False	True	Q2	486ba10d0cfbdf71ff34360cc317bd2dde2a3c759a594a63f5426b4fa3a9482a	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX24	286	48	True	False	True	Q4	307868bab8de15485755ae9e2e09d166f815facbdae1643a16bba6bb22372ca9	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX27	49	33	True	False	False	ineligible	e7d78befb721067cdfb67cfd623681dc02600d16da9544de23be3d23aa4a2272	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX3X	29	21	True	False	False	ineligible	937034d82aa32eb64f216e4e2f3caa34ea836bc7683b2d07d70f5f649b037f7c	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX41	292	48	True	False	True	Q4	9e173c64e267108f8539c7f1f5db8560c2f651427dd2c14670221a2ec0620ab8	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX42	44	28	True	False	False	ineligible	725ccf2c523badf7ac095758777f434f16ef885f084608b62c7ea9962338e5c1	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX46	214	48	True	False	True	Q3	0cf794d8c210bc689aada29ce5c4fa3aceca3744203c595fb51818b6e998001c	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX47	313	48	False	False	False	ineligible	90d490b0a234b64133b1abcd3d9e9d454ff7048fe2198ce037ef69e6f0fc984c	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX49	45	29	True	False	False	ineligible	080bcac1b967bf4ca69026ccca096c7f0bcfe36ce43135446e8b4664c19c8907	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX5	151	46	True	False	True	Q2	7ede8beae3c2a363c0914646b857d2ad697d7a75c9952c9bc6c4deb9b46e164e	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX51	128	42	True	False	True	Q2	dc1ac2981008fb9d2a06185b6b14d43c7ea78b209cb584185a9b2e2955e0dc2b	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX52	117	43	True	False	True	Q1	c2ab43a2690797b8d4428909ec0881368ee8a6fdbcbea980c82e465d3466a36d	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX54	95	41	True	False	False	ineligible	bdb35ef1cd1f5e7e3428b587f7ae25ee218e446e3575be7c8b858a79a20fa4fd	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX55	163	43	True	False	True	Q2	690551f66ec7c78e0c880977be179b24dc9e182a027b992c229355fb56a56551	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX56	174	46	True	False	True	Q3	fb304ec2c754d0d252a91d3949f8829ea5de1a7d540f8f89f575066927341454	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX59	154	46	True	False	True	Q2	1e102e27ec3437a4bb0d4ef10c73a1c7236d32ebbabf2cab17ee38a99e2fd399	False	10691	48	cross_target_generality_only_not_same_target_replication
DDX6	76	38	True	False	False	ineligible	f2a591c9bb555b7f55cab29361633394d80979b0afceea8132d221a6f1652b1d	False	10691	48	cross_target_generality_only_not_same_target_replication
DENR	251	47	True	False	True	Q4	1f7f2956306f7e7342b2bd1d4745f43458098ea5ea00c0fc9feab132c617b997	False	10691	48	cross_target_generality_only_not_same_target_replication
DERL2	124	42	True	False	True	Q1	0060d33e2bf12ea5178239a169954937c60fbe25f05ac4127e4d56f0b72e184a	True	10691	48	cross_target_generality_only_not_same_target_replication
DHDDS	96	40	True	False	False	ineligible	3c1bc62ccfaaae6304b01ce805cff116ba8fe8aa9d614e793ea5a750f11f87ff	False	10691	48	cross_target_generality_only_not_same_target_replication
DHFR	125	46	True	False	True	Q1	6c15305b9870409bcb6845a0a35cd76e758be9bbc0400bc1afcbd0981f39720d	False	10691	48	cross_target_generality_only_not_same_target_replication
DHODH	223	46	True	False	True	Q3	070cafd50888f14a1e0addd8120b0f08d0bc68035f36083c77626372f35ba38e	False	10691	48	cross_target_generality_only_not_same_target_replication
DHPS	66	37	True	False	False	ineligible	b389cca19dd25bce1dca7a9e960f8228dd8567235c4a7c99b42afc54999eb6f0	False	10691	48	cross_target_generality_only_not_same_target_replication
DHX15	359	47	True	False	True	Q4	8b33353196cd628fb33fc58cf5417124f74460a72af9429e0fd658ab7f1642b7	False	10691	48	cross_target_generality_only_not_same_target_replication
DHX16	328	48	True	False	True	Q4	a54b9a16ed1782bbd5c5f8d17a6c5c59e4bef1d5782638f5e23ae475d9bb2e9a	False	10691	48	cross_target_generality_only_not_same_target_replication
DHX33	140	45	True	False	True	Q2	77f2c791480d6f903a9d7709c0ad7931d7fbb127c1692e50206788ec034e509e	False	10691	48	cross_target_generality_only_not_same_target_replication
DHX36	269	48	True	False	True	Q4	d29d2e5b72e17f8f13a1f8c64bab8fb70266f5e19eb77bef075e31a8ca0b7cb7	False	10691	48	cross_target_generality_only_not_same_target_replication
DHX37	217	48	True	False	True	Q3	98f7cd3239e49705297aced8f1102a2c4d954faeb421c8196df093ab375f003c	False	10691	48	cross_target_generality_only_not_same_target_replication
DHX8	115	45	True	False	True	Q1	9ae8feb2d391f5775fcd5040fd8158a5df91b69fb9c9608c0e7196da665f6282	False	10691	48	cross_target_generality_only_not_same_target_replication
DHX9	92	43	True	False	False	ineligible	254865703719532bd94e14451ac2beb871a440a7ae56627c479829433b9e25db	False	10691	48	cross_target_generality_only_not_same_target_replication
DICER1	158	46	True	False	True	Q2	0155b4d30b079ab510f59c58556f0ba8acf10cfb34b0ec7503f0cbf085871088	True	10691	48	cross_target_generality_only_not_same_target_replication
DIMT1	94	41	True	False	False	ineligible	ff118de9bf1f660f4ddef476874c006e82bf722b601a0acbfc59e8a4bf805109	False	10691	48	cross_target_generality_only_not_same_target_replication
DIS3	43	26	True	False	False	ineligible	c1b80bd5d85a4b48d520b4e93a9ff671a0a098c230f533a031c0e7d64cb4f792	False	10691	48	cross_target_generality_only_not_same_target_replication
DKC1	66	35	True	False	False	ineligible	35adca232b6f620c3074baabd35fc005a9a78c32202bdf4f97ae62ebac9fb9a2	False	10691	48	cross_target_generality_only_not_same_target_replication
DLD	311	48	True	False	True	Q4	b53b052a4fe1382bb80405d7a1ba25eb50104deffc1a9870af39c18ac86d2350	False	10691	48	cross_target_generality_only_not_same_target_replication
DMAP1	78	36	True	False	False	ineligible	7049cc119840c425f3a533832c9a268d6c099a19ef6e444f564e42e373f60065	False	10691	48	cross_target_generality_only_not_same_target_replication
DMRTA2	107	39	False	False	False	ineligible	d565769bf369beb9a8653516f9670ba5e87ea1d5874a766eb8caec1926569e00	False	10691	48	cross_target_generality_only_not_same_target_replication
DNAJA1	292	47	True	False	True	Q4	431496503ea76c139b35b7e8ad4b05b06163860e41ded77774153d4fbf043196	False	10691	48	cross_target_generality_only_not_same_target_replication
DNAJA3	127	42	True	False	True	Q1	52296cb8dde7cc700004d2b88bb573a55d55caeafd9e4736d537a2bc970ebc77	False	10691	48	cross_target_generality_only_not_same_target_replication
DNAJC11	46	29	True	False	False	ineligible	808416a71d6863fdbfd7a46fe51657a0703718c21b2bfb89b24bb26a5d9de90a	False	10691	48	cross_target_generality_only_not_same_target_replication
DNAJC17	31	24	True	False	False	ineligible	77e48cdaec121e850edcb4f06c42d6b3c7bb2ab7cfd257f378dfce5a546fcc90	False	10691	48	cross_target_generality_only_not_same_target_replication
DNAJC19	398	48	True	False	True	Q4	fea80a739a94db2a601b417bc07c72fa7bfb107610eead9cd87748a9b41165e7	False	10691	48	cross_target_generality_only_not_same_target_replication
DNAJC8	277	48	True	False	True	Q4	f103d309fc516deb3b09e3a655c4a774883f8bfe786e0c283df637e0dde5b8c7	False	10691	48	cross_target_generality_only_not_same_target_replication
DNAJC9	84	38	True	False	False	ineligible	b9ac2b72dd7026c6f54c2f9e1c0955f8b4b1e915fbccd6d722d9652254358c35	False	10691	48	cross_target_generality_only_not_same_target_replication
DNLZ	140	46	False	False	False	ineligible	2b75b026b16898e3e77c561d3e1b316f0bb15e46657222805b05816802183cb0	False	10691	48	cross_target_generality_only_not_same_target_replication
DNM1	146	45	True	False	True	Q2	d15648ed63de0c533341e741bafeb378632552012ee4620d3aa5646f3acf2b1a	False	10691	48	cross_target_generality_only_not_same_target_replication
DNM1L	168	46	True	False	True	Q3	7b9c998014dc3496e0768add4a1b80eb22c6fec24350a87dcb8c25702a342d74	False	10691	48	cross_target_generality_only_not_same_target_replication
DNM2	12	11	True	False	False	ineligible	a36bd141293e3c2260b8e413a264766da4a70bc7e1b7b23dbb41a090aefe910b	False	10691	48	cross_target_generality_only_not_same_target_replication
DNMT1	170	46	True	False	True	Q3	e5151814a51db776db3414e6d0a159d4d1b36aec118841ea39ca9db0ce1ad3ac	False	10691	48	cross_target_generality_only_not_same_target_replication
DNTTIP2	264	48	True	False	True	Q4	0435715557a2328c2491c3aed0e47ea74c94d34092b620f7c5b5e7f6d3bfecd6	True	10691	48	cross_target_generality_only_not_same_target_replication
DOHH	155	48	True	False	True	Q2	fa06868d41e4f6593e9fbfb51e092a3ae1d49491496b1be959c457d34088b98a	False	10691	48	cross_target_generality_only_not_same_target_replication
DOLK	146	47	True	False	True	Q2	2c5f3aa0d11a4a9a0328d801eda80fcd40533b81cd573aec2a299ccd4f1128f5	False	10691	48	cross_target_generality_only_not_same_target_replication
DONSON	745	48	True	False	True	Q4	7478c8a039c6a644bbefdb48f51978d4ce88b088017f2efc902e0e9a955f7a65	False	10691	48	cross_target_generality_only_not_same_target_replication
DPAGT1	135	44	True	False	True	Q2	4c6e84d7cab072cfa95de0ebce981197fca84b981aa4cb7cc9b5ef247118c634	False	10691	48	cross_target_generality_only_not_same_target_replication
DPH1	335	48	False	False	False	ineligible	9ac81c7c42c28a1880147590c311817e6a2f56475b8561f1dc02c10e7d126d99	False	10691	48	cross_target_generality_only_not_same_target_replication
DPH2	164	47	True	False	True	Q2	415d4074df287c333a0b9e210f203e14c9002352378aa2d27f9705aeb4f44db9	False	10691	48	cross_target_generality_only_not_same_target_replication
DPH3	60	31	True	False	False	ineligible	fa000c51cb7011ad435b2fc8670aa23b4e6d0db4912ee0044b1c10103f963e84	False	10691	48	cross_target_generality_only_not_same_target_replication
DPH6	101	40	True	False	True	Q1	6f428c466bdc3e4f75e4ae0724969363e6f9c3a8ce68c1f2c48faba5dcf39cf5	False	10691	48	cross_target_generality_only_not_same_target_replication
DPM2	153	45	True	False	True	Q2	847a1f205e6acebb35d02a2e2cf86baf05793ee806a6de68d62d40ed8f4476dd	False	10691	48	cross_target_generality_only_not_same_target_replication
DPPA2	67	38	False	False	False	ineligible	a7aa969b6a20e65f3f961014ffbc2171c3cf41aa730f36dfd9af5ba66e41dc1c	False	10691	48	cross_target_generality_only_not_same_target_replication
DPY19L2	50	28	False	False	False	ineligible	0bbcfe24da5bd04889fa99189cf653d4cf7e527c6d693ce5204253cd3f038e85	False	10691	48	cross_target_generality_only_not_same_target_replication
DR1	126	45	True	False	True	Q1	2a67cf3b5876bbe176f20745eb129e22b06fe635260122bc5361911c6dbb4d4c	False	10691	48	cross_target_generality_only_not_same_target_replication
DRAP1	227	47	True	False	True	Q4	a48f9cd8e5c666290d9f9623df8acd3ca94d010c5aa7039a7eedfd836fc8e95b	False	10691	48	cross_target_generality_only_not_same_target_replication
DRG1	196	46	True	False	True	Q3	17e01dd70e224126dfce6842e761bf9f43f594a6b1543ed1a280f389a5adab7b	False	10691	48	cross_target_generality_only_not_same_target_replication
DSN1	245	47	True	False	True	Q4	4e5d54b19ad7bfc89a7e90826eed9041b51a4c8e2dfce7d0bf24b18969c3a459	False	10691	48	cross_target_generality_only_not_same_target_replication
DTL	136	46	True	False	True	Q2	e986968b92e30e6363a9a3827bf23c4173d7a58207cbfe82b338786083432bc7	False	10691	48	cross_target_generality_only_not_same_target_replication
DTYMK	121	43	True	False	True	Q1	711c04357944fae8d7814a5053e6ff32801f25ed33b02e95eb300d4196aaf608	False	10691	48	cross_target_generality_only_not_same_target_replication
DUT	49	31	True	False	False	ineligible	e89980892e089bfc88baed8174e17658a4cdd06d9c8de8c88cd5c085c72e75fc	False	10691	48	cross_target_generality_only_not_same_target_replication
DYNC1H1	291	48	True	False	True	Q4	31df3ff85e77d0711ab6f29f27e8ee2434813edfe3c3b019502e9da7ef50ad41	False	10691	48	cross_target_generality_only_not_same_target_replication
DYNC1I2	300	48	True	False	True	Q4	6b4a10f66d892b5f04bdc53b018f329555952d16a06f80179ba93621997593bd	False	10691	48	cross_target_generality_only_not_same_target_replication
DYNLL1	71	35	True	False	False	ineligible	d3c91721d69f6b757f640d5902d650cc3a219cf036bc32716522fe492b5ee48c	False	10691	48	cross_target_generality_only_not_same_target_replication
DYNLRB1	282	48	True	False	True	Q4	5c5eb722e10a672731134a6c846b74c30fa19694d5c28422f5f4e6c16554bf84	False	10691	48	cross_target_generality_only_not_same_target_replication
E2F6	150	46	True	False	True	Q2	5168cd9c30feec027110fd5907d191c769592a69d75c6c4af43d44288a9a835a	False	10691	48	cross_target_generality_only_not_same_target_replication
E4F1	134	44	True	False	True	Q2	298589a138bd19eee39d3bf2efe487b1aebdf6d75aaecd6e82c63adfeac73a75	False	10691	48	cross_target_generality_only_not_same_target_replication
EARS2	192	44	True	False	True	Q3	f3d7c1d2821ab4770fce9e4e6d4d2c625044f5d0c0b409082e22f6aef9500d4a	False	10691	48	cross_target_generality_only_not_same_target_replication
EBNA1BP2	82	37	True	False	False	ineligible	89bcd93274e08428d5e49d68147ad371f1916a1d7d591d3703765939c562ca95	False	10691	48	cross_target_generality_only_not_same_target_replication
ECD	72	38	True	False	False	ineligible	84693ad8b5e1dc14ae5622e7b6b0a44f278198638ca869ca3bbd82f283e1a93f	False	10691	48	cross_target_generality_only_not_same_target_replication
ECT2	55	30	True	False	False	ineligible	0dba5a27487dae937ea62293aba19add78f4e99f50648657b705dea5afc6a84e	False	10691	48	cross_target_generality_only_not_same_target_replication
EDC4	166	47	True	False	True	Q3	339716afe1e1eb56d35c212f3bd4d3837d90940f0c8dfd595b71f00726740663	False	10691	48	cross_target_generality_only_not_same_target_replication
EEF1A1	37	26	True	False	False	ineligible	f8c7d56abfff6af763c08d0720bbea0e5b9ac34c2d9f6a890f7d34e664dc045c	False	10691	48	cross_target_generality_only_not_same_target_replication
EEF1B2	32	21	True	False	False	ineligible	bd2c65a39b41457007898e017dab9d48a847dd53c0a1abca0b43c8d427130f61	False	10691	48	cross_target_generality_only_not_same_target_replication
EEF1G	175	47	True	False	True	Q3	d41096546809674fb0ca8c5852b125148632b0fe9ef14c1a15d22f35656bd45d	False	10691	48	cross_target_generality_only_not_same_target_replication
EEF2	321	48	True	False	True	Q4	c0d59f7b7f0cbda39423eddea74ca05a7afb44fb34fd1b83b48c26727a629dea	False	10691	48	cross_target_generality_only_not_same_target_replication
EFTUD2	127	45	True	False	True	Q1	07b1ff5d88243eb01b6465c91f75f620080c3aa06ad930120ce092e0f9143d95	False	10691	48	cross_target_generality_only_not_same_target_replication
EGLN2	362	47	True	False	True	Q4	d8f8352281d5fa183c761dee3379f82e8964d1ed3407685fc9f7de471f7806eb	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF1	95	42	True	False	False	ineligible	37c083ed3a13c258d8fd13b0b55255dfcba8bcc48ef5a9f94b10d8792632514f	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF1AD	33	26	True	False	False	ineligible	1172c4eb9db60964706e1c64d71889c8391b9c349f7a302cbea538e92bd73215	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF1AX	134	45	True	False	True	Q2	405f69a021ff486ad7393b4c4b3f1ef7bb383e22b777c5ef10251881f3c8e0a6	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF2B1	178	48	True	False	True	Q3	b26b7434b5579d40810be3b7511fc4d8c72d13e17d0f925ff8a55dfd03f167e1	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF2B2	319	48	True	False	True	Q4	06f89477d7759b6e7bf566c33d563af31385046f45e6285caefb6f6d3b94e0bf	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF2B3	104	41	True	False	True	Q1	a205e2b61cd9f9fdd2f079a35e1a44a31e4663f58246c8dd9401508453bd3ed3	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF2B4	324	48	True	False	True	Q4	e0de5d5082ab263b07adff9efa4475d77aae26badbeb781a1ef00b37846fef66	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF2B5	461	48	True	False	True	Q4	885b77118b3122599f278f50efac798096ebe8d640194eff9dec567802a840f6	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF2S1	243	47	True	False	True	Q4	d50a4fb3aa6ca717bce94c7e37be25e88286f067efe21b0a954ba6a2daf74319	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF2S2	120	42	True	False	True	Q1	a90a65d4a8cde0999c740dcea8dcee39643f95b56dffcb6e5303513c78d858ad	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF2S3	57	34	True	False	False	ineligible	d33e67cc76da42dd870421bf02c14d2ebc7c296bc57930b2cb0591d3abe2db04	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF3A	379	48	True	False	True	Q4	233a3ed4e2f5b86fb85acca6599ed8c596fdb366486f33ce2902060abb67a0c1	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF3B	34	24	True	False	False	ineligible	879e6d5a2c63be9a82dbee0045252fdf2a61e0eefbd407d4f02a3b1a49bb7a74	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF3CL	44	33	False	False	False	ineligible	fd321b89f3b95233c7fe7c407a2d7437e7cdeb142f76e439d643f1a5f2eb517d	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF3D	186	47	True	False	True	Q3	016d8794b35c1f528ebed64e1cc0d9e6eedc2b83caa331cd89b27517fbc73b3e	True	10691	48	cross_target_generality_only_not_same_target_replication
EIF3E	232	48	True	False	True	Q4	bb21442beb0c36af51664f9db7e41d398e635cc1351bed854ca19e1cecbd2ae7	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF3F	67	34	True	False	False	ineligible	4aac6b456fc1116d227ed1856e708127d83004c4433c7fc5da00022fb1d32613	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF3G	67	35	True	False	False	ineligible	f1182e2024d116a56e5156253f449345d673c334cba4e3dd7f3a216f230e7729	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF3H	369	48	True	False	True	Q4	ef749d5ffb7f9acaa32b883f8148a65c3178a43260d37d189ea997259d6b6682	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF3I	61	33	True	False	False	ineligible	cc5647095e76375bc324f98854084dd04cb16c8e88e4e20b52a6dd58d1d225ca	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF3J	82	39	True	False	False	ineligible	1a6f7ff50ba0a39ef656620439f85361c5729a87380406988caeaf0ad6cb0a87	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF3L	57	39	True	False	False	ineligible	0870ef9b68045bed4bb3125e0d65fa751029d8934a10a27585f6f6ea887b1e26	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF3M	246	48	True	False	True	Q4	2b2d2b089a2911e79dd062c5c8e492293917b695683b55ee660afa2f903a8cc8	False	10691	48	cross_target_generality_only_not_same_target_replication
EIF4A1	46	31	True	False	False	ineligible	1928779eef4cd7db565db878b0a15f50fe0d34fb605e4c44b22dc4c4b5c5ffd4	False	10691	48	cross_target_generality_only_not_same_target_replication
